x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
17,1023,9,0,0,0.0,1,111,110,126,172,32,126,0
18,1080,187,7,34,0.22092266187169932,1,49,40,72,181,113,72,0
24,135,40,5,10,0.515720767673787,1,79,66,114,181,107,114,0
27,1034,293,14,25,0.5752010626370336,1,89,91,89,85,5,91,0
35,176,222,12,26,0.48681788390929687,1,99,100,92,47,20,100,0
35,1021,14,0,0,0.0,1,117,117,105,42,26,117,0
42,195,47,4,13,0.3017602708321364,1,122,130,129,122,15,130,0
65,137,12,0,0,0.0,1,143,155,143,85,19,155,0
70,130,48,6,10,0.5864747327553151,1,137,152,152,127,25,152,0
72,1088,9,0,0,0.0,1,135,141,134,78,12,141,0
76,1079,279,5,65,0.08242614303021886,1,132,133,127,49,11,133,0
81,132,292,8,167,0.05197020771411682,1,140,150,134,69,27,150,0
102,1110,132,6,26,0.2567883474326165,1,96,99,90,56,23,99,0
111,103,159,9,25,0.3885508998385213,1,105,109,101,63,18,109,0
129,108,12,0,0,0.0,1,119,130,120,88,21,130,0
140,621,18,0,0,0.0,0,145,156,139,70,27,156,0
250,384,9,0,0,0.0,0,147,161,148,88,22,161,0
257,189,2108,42,62,0.6809619023603029,0,142,148,122,52,44,148,28
260,945,9,0,0,0.0,0,140,146,134,63,20,146,0
271,244,516,23,27,0.8630859156700084,0,135,145,119,58,45,145,27
279,309,42,4,11,0.3754351492890317,0,151,165,152,88,21,165,0
301,107,15,0,0,0.0,1,136,146,135,81,19,146,0
326,181,2350,51,57,0.896322052699062,0,142,147,124,51,39,147,22
328,245,1577,41,47,0.8809189924273858,0,140,149,120,55,49,149,23
383,247,1356,40,41,0.9740145705560046,0,143,154,125,58,48,154,24
386,182,1336,35,46,0.7618595555288528,0,145,154,125,55,48,154,21
440,180,2168,48,55,0.8704024874126017,0,146,155,124,54,50,155,20
442,245,1397,40,42,0.9339025591718065,0,141,151,117,54,57,151,26
448,800,17,0,0,0.0,0,151,163,143,67,31,163,0
491,250,914,30,38,0.7819363361307469,0,146,156,129,58,44,156,25
493,1171,9,0,0,0.0,1,94,88,81,22,35,94,0
497,182,1635,39,52,0.7633283893066739,0,148,158,125,55,53,158,19
558,179,2233,48,56,0.866705084718233,0,149,156,123,51,53,156,18
558,238,1597,40,48,0.8463871613579576,0,147,157,120,53,60,157,17
591,575,21,4,5,0.7625519210846293,0,159,180,147,69,46,180,0
650,1116,20,0,0,0.0,1,142,153,157,138,24,157,0
663,545,15,0,0,0.0,0,163,185,147,67,52,185,0
692,823,9,0,0,0.0,0,154,169,146,70,34,169,0
698,1137,298,10,67,0.14792262846416612,0,124,135,158,156,54,158,0
713,408,2294,49,59,0.8411082876166327,0,149,161,115,53,72,161,3
714,469,1459,37,48,0.7808194839404202,0,143,156,112,55,71,156,2
745,1138,9,0,0,0.0,1,136,149,174,155,55,174,0
749,1137,12,0,0,0.0,1,137,149,172,155,51,172,0
757,1138,9,0,0,0.0,1,134,148,173,154,57,173,0
764,1137,28,4,7,0.5292568481037403,1,137,150,171,153,50,171,0
779,404,2185,42,63,0.6734134667882182,0,154,167,123,55,67,167,4
780,475,2747,57,61,0.931770726405373,0,149,163,114,54,76,163,1
803,208,9,0,0,0.0,0,169,185,159,68,35,185,0
832,292,2338,47,61,0.7734577438110251,0,149,160,118,53,66,160,6
832,353,1215,33,44,0.7546225208959699,0,141,153,110,54,71,153,5
857,1138,48,0,0,0.0,1,133,147,173,155,58,173,0
870,1138,24,4,6,0.5833408016559015,1,128,143,166,153,58,166,0
879,1138,15,0,0,0.0,1,132,147,172,154,59,172,0
894,357,2137,50,53,0.9391424162328036,0,149,161,115,53,72,161,8
896,293,2307,45,62,0.725628022306789,0,149,160,120,54,63,160,7
912,1137,209,5,54,0.10397607936995236,1,130,142,165,155,54,165,0
935,742,3260,55,76,0.7216156481532924,0,141,153,112,54,68,153,9
938,812,1490,39,47,0.8396458829712883,0,126,136,99,53,69,136,10
1003,817,2596,53,62,0.8639799193817771,0,132,142,105,53,66,142,11
1015,741,3103,58,67,0.8751792396462845,0,141,153,115,55,63,153,12
1020,611,12,0,0,0.0,0,159,180,149,71,43,180,0
1069,208,20,0,0,0.0,0,162,173,156,70,25,173,0
1127,1127,111,10,14,0.6999976509319594,1,112,122,133,149,40,133,0
1162,521,2396,46,63,0.7340807022771317,0,144,156,116,55,65,156,16
1171,584,1184,35,40,0.8834665402682509,0,133,145,107,55,66,145,13
1200,114,27,0,0,0.0,1,148,159,152,100,17,159,0
1231,585,2407,52,57,0.9043592235245476,0,138,149,114,55,59,149,14
1233,510,3052,58,67,0.863153430148461,0,138,149,119,58,51,149,15
1244,1107,438,5,106,0.04692840467503898,1,109,115,111,99,13,115,0
1263,112,36,6,8,0.8036803867854144,1,138,144,137,78,12,144,0
