x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
14,986,20,0,0,0.0,1,129,136,152,157,38,152,0
14,995,24,0,0,0.0,1,128,135,150,156,37,150,0
14,1022,28,4,6,0.7492543279597487,1,110,117,133,157,44,133,0
22,130,106,6,21,0.2898394110136925,1,59,62,97,166,99,97,0
23,1033,384,17,35,0.49376409055920495,1,95,97,93,63,10,97,0
28,975,9,0,0,0.0,0,131,137,123,60,26,137,0
33,175,211,9,29,0.3265774138751941,1,97,102,91,61,27,102,0
36,866,9,0,0,0.0,1,132,138,140,138,14,140,0
36,887,18,0,0,0.0,1,131,137,140,141,16,140,0
36,904,63,0,0,0.0,1,131,136,141,148,18,141,0
36,917,12,0,0,0.0,1,131,133,139,159,14,139,0
61,1067,34,3,10,0.36002601951500113,1,132,137,128,66,16,137,0
67,128,52,4,13,0.3435839545467053,1,143,160,142,82,28,160,0
67,1073,14,0,0,0.0,1,135,138,129,56,16,138,0
75,131,308,6,55,0.12426046036621169,1,140,152,138,78,23,152,0
82,1088,91,4,24,0.18520831295010468,1,132,137,131,77,11,137,0
100,1109,126,10,20,0.4800776918220756,1,99,105,95,67,24,105,0
108,103,135,9,19,0.5086465952370827,1,107,110,101,56,20,110,0
249,384,21,3,6,0.5774471325813738,0,147,163,153,100,25,163,0
277,310,31,3,8,0.48308329900045643,0,149,164,157,107,23,164,0
298,225,29,4,6,0.6489267969212912,0,128,140,136,113,21,140,0
366,997,12,0,0,0.0,0,145,152,144,79,13,152,0
384,107,90,8,22,0.3779644723977334,1,130,138,134,106,14,138,0
479,876,15,0,0,0.0,0,151,165,148,77,26,165,0
499,1111,30,0,0,0.0,1,143,153,145,93,16,153,0
533,1114,2205,25,200,0.1285034394433094,1,145,155,152,114,16,155,0
582,573,9,0,0,0.0,0,162,185,156,76,39,185,0
587,555,12,0,0,0.0,0,161,184,156,77,38,184,0
642,1118,9,0,0,0.0,1,144,157,163,140,29,163,0
656,688,75,8,9,0.9023856356986146,0,153,175,147,75,40,175,0
665,427,9,0,0,0.0,0,166,189,160,76,39,189,0
665,639,33,5,7,0.7224826927182973,0,159,182,153,76,40,182,0
694,1137,321,7,70,0.11291013170370998,1,129,142,159,151,48,159,0
742,1138,48,0,0,0.0,1,134,148,174,155,58,174,0
760,1139,9,0,0,0.0,0,133,149,175,153,61,175,0
773,459,3751,68,70,0.9690726335485157,0,156,171,128,57,64,171,1
778,978,16,0,0,0.0,0,142,157,150,107,24,157,0
853,1138,33,3,11,0.293974574237836,0,134,148,175,155,59,175,0
870,1138,30,2,12,0.22470874598098187,0,133,149,174,153,60,174,0
885,1138,9,0,0,0.0,1,131,146,170,153,58,170,0
886,972,35,0,0,0.0,0,142,158,148,100,25,158,0
911,1138,191,5,50,0.10624818807207566,1,127,141,162,153,55,162,0
949,1112,27,4,7,0.5676721717105596,1,138,150,150,127,20,150,0
1067,1115,2483,21,210,0.10268316653780396,1,137,149,145,113,20,149,0
1100,970,83,8,10,0.8455446477351815,1,138,146,139,90,13,146,0
1114,967,56,7,8,0.8716618061015463,1,139,153,138,82,25,153,0
1226,522,3209,63,63,0.9949190989179066,0,142,155,127,62,46,155,2
1229,820,9,0,0,0.0,0,149,165,155,100,24,165,0
1399,916,9,0,0,0.0,0,141,153,149,113,19,153,0
1437,1036,31,4,7,0.6693554192515916,0,135,141,145,144,17,145,0
1454,281,9,0,0,0.0,0,147,159,154,109,19,159,0
1541,1106,33,2,13,0.2172669817550258,1,104,111,117,147,28,117,0
1551,1112,9,0,0,0.0,1,111,111,113,170,4,113,0
1556,179,24,0,0,0.0,1,128,138,136,119,18,138,0
1556,186,12,0,0,0.0,1,129,138,137,122,16,138,0
1557,205,42,0,0,0.0,1,131,142,134,96,19,142,0
1557,1005,19,0,0,0.0,1,127,138,124,75,25,138,0
1557,1018,63,4,16,0.30005850097833875,1,127,138,122,71,29,138,0
1557,1057,12,0,0,0.0,1,129,137,124,68,24,137,0
1561,97,9,0,0,0.0,1,94,93,112,172,43,112,0
1571,1093,514,30,48,0.6329585128591848,1,121,134,117,75,32,134,0
1572,196,165,3,51,0.07621940868232106,1,138,144,128,58,28,144,0
1572,232,56,4,17,0.2482862136351443,1,138,147,130,65,29,147,0
1573,221,9,0,0,0.0,1,137,144,128,61,28,144,0
1573,254,78,4,23,0.19334803163058978,1,135,146,130,71,27,146,0
1573,269,9,0,0,0.0,1,136,144,131,68,23,144,0
1573,316,339,5,90,0.057467163617614676,1,136,146,131,70,26,146,0
1573,392,276,5,69,0.08156713229341805,1,135,146,131,73,26,146,0
1574,160,15,0,0,0.0,0,136,143,130,65,23,143,0
1574,759,3872,7,625,0.01181286860730813,1,132,138,129,70,16,138,0
1582,820,9,0,0,0.0,1,134,146,133,81,22,146,0
1589,598,61,6,10,0.5836437885869227,1,128,137,132,103,16,137,0
1597,253,23,4,6,0.7369593712660774,0,142,152,172,155,44,172,0
1598,964,17,0,0,0.0,0,138,143,165,162,41,165,0
