,transfer_n,strategy,replicate,treated_phenotype_machine,fraction,contaminated,exclude,infected_by_strains,infected_by_wells,infection_to_well,infection_to_well_id,pheno_num,pheno_str,phenotype,plate,received_transfer_strain,rep,count,rwell,tip,transfer_from_well_id,transfer_to_well,transfer_to_well_id,treatment_with,turnover_id,turnover_strain,turnover_strain_real,well,input_wells,expected_pheno_str_machine,treated_pheno_str_machine,treated_pheno_num_machine
0,0,Combo,0.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
1,0,Combo,0.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
2,0,Combo,0.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
3,0,Combo,0.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
4,0,Combo,1.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
5,0,Combo,1.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
6,0,Combo,1.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
7,0,Combo,1.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
8,0,Combo,2.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
9,0,Combo,2.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
10,0,Combo,2.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
11,0,Combo,2.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
12,0,Combo,3.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
13,0,Combo,3.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
14,0,Combo,3.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
15,0,Combo,3.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
16,0,Cycling,0.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
17,0,Cycling,0.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
18,0,Cycling,0.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
19,0,Cycling,0.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
20,0,Cycling,1.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
21,0,Cycling,1.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
22,0,Cycling,1.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
23,0,Cycling,1.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
24,0,Cycling,2.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
25,0,Cycling,2.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
26,0,Cycling,2.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
27,0,Cycling,2.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
28,0,Cycling,3.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
29,0,Cycling,3.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
30,0,Cycling,3.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
31,0,Cycling,3.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
32,0,Mixing,0.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
33,0,Mixing,0.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
34,0,Mixing,0.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
35,0,Mixing,0.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
36,0,Mixing,1.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
37,0,Mixing,1.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
38,0,Mixing,1.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
39,0,Mixing,1.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
40,0,Mixing,2.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
41,0,Mixing,2.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
42,0,Mixing,2.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
43,0,Mixing,2.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
44,0,Mixing,3.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
45,0,Mixing,3.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
46,0,Mixing,3.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
47,0,Mixing,3.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
48,0,Mono A,0.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
49,0,Mono A,0.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
50,0,Mono A,0.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
51,0,Mono A,0.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
52,0,Mono A,1.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
53,0,Mono A,1.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
54,0,Mono A,1.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
55,0,Mono A,1.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
56,0,Mono A,2.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
57,0,Mono A,2.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
58,0,Mono A,2.0,UI,17.708333333333336,17,17,0,0,0,3,17,17,17,17,0,17,17,17,17,0,0,10,17,17,17,17,17,17,17,17,17
59,0,Mono A,2.0,WT,71.875,69,69,0,0,0,21,69,69,69,69,0,69,69,69,69,0,0,59,69,69,69,69,69,69,69,69,69
60,0,Mono A,3.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
61,0,Mono A,3.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
62,0,Mono A,3.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
63,0,Mono A,3.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
64,0,Mono B,0.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
65,0,Mono B,0.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
66,0,Mono B,0.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
67,0,Mono B,0.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
68,0,Mono B,1.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
69,0,Mono B,1.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
70,0,Mono B,1.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
71,0,Mono B,1.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
72,0,Mono B,2.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
73,0,Mono B,2.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
74,0,Mono B,2.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
75,0,Mono B,2.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
76,0,Mono B,3.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
77,0,Mono B,3.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
78,0,Mono B,3.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
79,0,Mono B,3.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
80,0,No treatment,0.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
81,0,No treatment,0.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
82,0,No treatment,0.0,UI,17.708333333333336,17,17,0,0,0,3,17,17,17,17,0,17,17,17,17,0,0,11,17,17,17,17,17,17,17,17,17
83,0,No treatment,0.0,WT,71.875,69,69,0,0,0,21,69,69,69,69,0,69,69,69,69,0,0,58,69,69,69,69,69,69,69,69,69
84,0,No treatment,1.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
85,0,No treatment,1.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
86,0,No treatment,1.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
87,0,No treatment,1.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
88,0,No treatment,2.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
89,0,No treatment,2.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
90,0,No treatment,2.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
91,0,No treatment,2.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
92,0,No treatment,3.0,A_r,5.208333333333334,5,5,0,0,0,2,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
93,0,No treatment,3.0,B_r,5.208333333333334,5,5,0,0,0,0,5,5,5,5,0,5,5,5,5,0,0,4,5,5,5,5,5,5,5,5,5
94,0,No treatment,3.0,UI,16.666666666666664,16,16,0,0,0,3,16,16,16,16,0,16,16,16,16,0,0,10,16,16,16,16,16,16,16,16,16
95,0,No treatment,3.0,WT,72.91666666666666,70,70,0,0,0,21,70,70,70,70,0,70,70,70,70,0,0,59,70,70,70,70,70,70,70,70,70
96,1,Combo,0.0,A_r,4.166666666666666,4,4,2,2,1,0,4,4,4,4,4,4,4,4,4,4,4,2,4,0,0,0,4,4,4,4,4
97,1,Combo,0.0,B_r,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
98,1,Combo,0.0,UI,82.29166666666666,79,79,19,19,22,19,79,79,79,79,64,79,79,79,79,64,64,63,79,15,15,15,79,79,79,79,79
99,1,Combo,0.0,WT,12.5,12,12,2,2,3,2,12,12,12,12,8,12,12,12,12,8,8,7,12,4,4,4,12,12,12,12,12
100,1,Combo,1.0,A_r,2.083333333333333,2,2,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,2,2,2,2,2
101,1,Combo,1.0,B_r,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
102,1,Combo,1.0,UI,84.375,81,81,20,20,21,19,81,81,81,81,64,81,81,81,81,64,64,61,81,17,17,17,81,81,81,81,81
103,1,Combo,1.0,WT,12.5,12,12,4,4,4,2,12,12,12,12,10,12,12,12,12,10,10,10,12,2,2,2,12,12,12,12,12
104,1,Combo,2.0,A_r,4.166666666666666,4,4,2,2,1,0,4,4,4,4,4,4,4,4,4,4,4,3,4,0,0,0,4,4,4,4,4
105,1,Combo,2.0,UI,87.5,84,84,20,20,23,17,84,84,84,84,67,84,84,84,84,67,67,64,84,17,17,17,84,84,84,84,84
106,1,Combo,2.0,WT,8.333333333333332,8,8,2,2,2,4,8,8,8,8,6,8,8,8,8,6,6,6,8,2,2,2,8,8,8,8,8
107,1,Combo,3.0,A_r,4.166666666666666,4,4,2,2,1,0,4,4,4,4,4,4,4,4,4,4,4,2,4,0,0,0,4,4,4,4,4
108,1,Combo,3.0,UI,87.5,84,84,17,17,24,20,84,84,84,84,68,84,84,84,84,68,68,65,84,16,16,16,84,84,84,84,84
109,1,Combo,3.0,WT,8.333333333333332,8,8,5,5,1,1,8,8,8,8,5,8,8,8,8,5,5,6,8,3,3,3,8,8,8,8,8
110,1,Cycling,0.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
111,1,Cycling,0.0,UI,87.5,84,84,19,19,21,19,84,84,84,84,65,84,84,84,84,65,65,65,84,19,19,19,84,84,84,84,84
112,1,Cycling,0.0,WT,6.25,6,6,2,2,3,2,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
113,1,Cycling,1.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
114,1,Cycling,1.0,UI,90.625,87,87,20,20,23,20,87,87,87,87,68,87,87,87,87,68,68,68,87,19,19,19,87,87,87,87,87
115,1,Cycling,1.0,WT,3.125,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,3,0,0,0,3,3,3,3,3
116,1,Cycling,2.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
117,1,Cycling,2.0,UI,87.5,84,84,19,19,22,21,84,84,84,84,66,84,84,84,84,66,66,65,84,18,18,18,84,84,84,84,84
118,1,Cycling,2.0,WT,6.25,6,6,2,2,2,0,6,6,6,6,5,6,6,6,6,5,5,4,6,1,1,1,6,6,6,6,6
119,1,Cycling,3.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
120,1,Cycling,3.0,UI,80.20833333333334,77,77,18,18,20,19,77,77,77,77,62,77,77,77,77,62,62,60,77,15,15,15,77,77,77,77,77
121,1,Cycling,3.0,WT,13.541666666666666,13,13,3,3,4,2,13,13,13,13,9,13,13,13,13,9,9,9,13,4,4,4,13,13,13,13,13
122,1,Mixing,0.0,A_r,3.125,3,3,2,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3
123,1,Mixing,0.0,B_r,2.083333333333333,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2
124,1,Mixing,0.0,UI,91.66666666666666,88,88,21,21,25,18,88,88,88,88,69,88,88,88,88,69,69,66,88,19,19,19,88,88,88,88,88
125,1,Mixing,0.0,WT,3.125,3,3,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,2,3,0,0,0,3,3,3,3,3
126,1,Mixing,1.0,A_r,4.166666666666666,4,4,2,2,1,0,4,4,4,4,4,4,4,4,4,4,4,3,4,0,0,0,4,4,4,4,4
127,1,Mixing,1.0,B_r,2.083333333333333,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2
128,1,Mixing,1.0,UI,82.29166666666666,79,79,19,19,21,16,79,79,79,79,61,79,79,79,79,61,61,57,79,18,18,18,79,79,79,79,79
129,1,Mixing,1.0,WT,11.458333333333332,11,11,2,2,4,4,11,11,11,11,10,11,11,11,11,10,10,11,11,1,1,1,11,11,11,11,11
130,1,Mixing,2.0,A_r,4.166666666666666,4,4,2,2,2,0,4,4,4,4,4,4,4,4,4,4,4,3,4,0,0,0,4,4,4,4,4
131,1,Mixing,2.0,B_r,2.083333333333333,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2
132,1,Mixing,2.0,UI,83.33333333333334,80,80,18,18,21,17,80,80,80,80,63,80,80,80,80,63,63,58,80,17,17,17,80,80,80,80,80
133,1,Mixing,2.0,WT,10.416666666666668,10,10,3,3,3,3,10,10,10,10,8,10,10,10,10,8,8,10,10,2,2,2,10,10,10,10,10
134,1,Mixing,3.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
135,1,Mixing,3.0,B_r,2.083333333333333,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2
136,1,Mixing,3.0,UI,80.20833333333334,77,77,17,17,21,18,77,77,77,77,59,77,77,77,77,59,59,58,77,18,18,18,77,77,77,77,77
137,1,Mixing,3.0,WT,11.458333333333332,11,11,3,3,3,2,11,11,11,11,10,11,11,11,11,10,10,9,11,1,1,1,11,11,11,11,11
138,1,Mono A,0.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
139,1,Mono A,0.0,UI,87.5,84,84,19,19,22,20,84,84,84,84,67,84,84,84,84,67,67,64,84,17,17,17,84,84,84,84,84
140,1,Mono A,0.0,WT,6.25,6,6,2,2,2,1,6,6,6,6,4,6,6,6,6,4,4,5,6,2,2,2,6,6,6,6,6
141,1,Mono A,1.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
142,1,Mono A,1.0,UI,92.70833333333334,89,89,21,21,23,21,89,89,89,89,70,89,89,89,89,70,70,69,89,19,19,19,89,89,89,89,89
143,1,Mono A,1.0,WT,1.0416666666666665,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
144,1,Mono A,2.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
145,1,Mono A,2.0,UI,88.54166666666666,85,85,20,20,22,21,85,85,85,85,67,85,85,85,85,67,67,65,85,18,18,18,85,85,85,85,85
146,1,Mono A,2.0,WT,5.208333333333334,5,5,1,1,2,0,5,5,5,5,4,5,5,5,5,4,4,4,5,1,1,1,5,5,5,5,5
147,1,Mono A,3.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
148,1,Mono A,3.0,UI,91.66666666666666,88,88,19,19,24,21,88,88,88,88,69,88,88,88,88,69,69,68,88,19,19,19,88,88,88,88,88
149,1,Mono A,3.0,WT,2.083333333333333,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,2,2,2,2,2
150,1,Mono B,0.0,A_r,3.125,3,3,2,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3
151,1,Mono B,0.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
152,1,Mono B,0.0,UI,72.91666666666666,70,70,18,18,17,15,70,70,70,70,57,70,70,70,70,57,57,52,70,13,13,13,70,70,70,70,70
153,1,Mono B,0.0,WT,19.791666666666664,19,19,3,3,8,5,19,19,19,19,13,19,19,19,19,13,13,14,19,6,6,6,19,19,19,19,19
154,1,Mono B,1.0,A_r,3.125,3,3,0,0,2,0,3,3,3,3,3,3,3,3,3,3,3,1,3,0,0,0,3,3,3,3,3
155,1,Mono B,1.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
156,1,Mono B,1.0,UI,84.375,81,81,19,19,21,20,81,81,81,81,62,81,81,81,81,62,62,63,81,19,19,19,81,81,81,81,81
157,1,Mono B,1.0,WT,8.333333333333332,8,8,4,4,3,0,8,8,8,8,8,8,8,8,8,8,8,5,8,0,0,0,8,8,8,8,8
158,1,Mono B,2.0,A_r,4.166666666666666,4,4,3,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
159,1,Mono B,2.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
160,1,Mono B,2.0,UI,76.04166666666666,73,73,14,14,22,17,73,73,73,73,56,73,73,73,73,56,56,52,73,17,17,17,73,73,73,73,73
161,1,Mono B,2.0,WT,15.625,15,15,6,6,3,3,15,15,15,15,13,15,15,15,15,13,13,13,15,2,2,2,15,15,15,15,15
162,1,Mono B,3.0,A_r,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1
163,1,Mono B,3.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
164,1,Mono B,3.0,UI,78.125,75,75,20,20,22,17,75,75,75,75,62,75,75,75,75,62,62,57,75,13,13,13,75,75,75,75,75
165,1,Mono B,3.0,WT,16.666666666666664,16,16,3,3,4,3,16,16,16,16,10,16,16,16,16,10,10,12,16,6,6,6,16,16,16,16,16
166,1,No treatment,0.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
167,1,No treatment,0.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
168,1,No treatment,0.0,UI,11.458333333333332,11,11,0,0,3,2,11,11,11,11,7,11,11,11,11,7,7,7,11,4,4,4,11,11,11,11,11
169,1,No treatment,0.0,WT,78.125,75,75,20,20,21,18,75,75,75,75,60,75,75,75,75,60,60,58,75,15,15,15,75,75,75,75,75
170,1,No treatment,1.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
171,1,No treatment,1.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
172,1,No treatment,1.0,UI,11.458333333333332,11,11,0,0,3,2,11,11,11,11,7,11,11,11,11,7,7,7,11,4,4,4,11,11,11,11,11
173,1,No treatment,1.0,WT,78.125,75,75,20,20,21,18,75,75,75,75,60,75,75,75,75,60,60,58,75,15,15,15,75,75,75,75,75
174,1,No treatment,2.0,A_r,6.25,6,6,3,3,2,0,6,6,6,6,6,6,6,6,6,6,6,4,6,0,0,0,6,6,6,6,6
175,1,No treatment,2.0,B_r,4.166666666666666,4,4,1,1,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,4,4,4,4
176,1,No treatment,2.0,UI,11.458333333333332,11,11,0,0,3,2,11,11,11,11,7,11,11,11,11,7,7,7,11,4,4,4,11,11,11,11,11
