,transfer_n,replicate,strategy,phenotype,fraction,contaminated,exclude,infected_by_strains,infected_by_wells,infection_to_well,infection_to_well_id,pheno_num,pheno_str,plate,received_transfer_strain,rep,count,rwell,tip,transfer_from_well_id,transfer_to_well,transfer_to_well_id,treatment_with,turnover_id,turnover_strain,turnover_strain_real,well
897,11,2.0,No treatment,A_r,31.25,30,30,11,11,7,10,30,30,30,26,30,30,30,30,26,26,25,30,4,4,4,30
898,11,2.0,No treatment,B_r,12.5,12,12,2,2,1,6,12,12,12,11,12,12,12,12,11,11,9,12,1,1,1,12
899,11,2.0,No treatment,UI,7.291666666666667,7,7,1,1,1,1,7,7,7,3,7,7,7,7,3,3,3,7,4,4,4,7
900,11,2.0,No treatment,WT,44.79166666666667,43,43,5,5,13,15,43,43,43,27,43,43,43,43,27,27,32,43,16,16,16,43
901,11,3.0,Combo,UI,100.0,96,96,21,21,23,33,96,96,96,70,96,96,96,96,70,70,72,96,26,26,26,96
902,11,3.0,Cycling,B_r,2.083333333333333,2,2,1,1,0,0,2,2,2,0,2,2,2,2,0,0,0,2,2,2,2,2
903,11,3.0,Cycling,UI,97.91666666666666,94,94,20,20,23,33,94,94,94,70,94,94,94,94,70,70,72,94,24,24,24,94
904,11,3.0,Mixing,A_r,2.083333333333333,2,2,1,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2
905,11,3.0,Mixing,B_r,5.208333333333334,5,5,3,3,1,2,5,5,5,4,5,5,5,5,4,4,4,5,1,1,1,5
906,11,3.0,Mixing,Fishy,1.0416666666666665,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
907,11,3.0,Mixing,UI,91.66666666666666,88,88,17,17,21,31,88,88,88,64,88,88,88,88,64,64,65,88,24,24,24,88
908,11,3.0,Mono A,A_r,32.29166666666667,31,31,11,11,6,10,31,31,31,27,31,31,31,31,27,27,26,31,4,4,4,31
909,11,3.0,Mono A,UI,67.70833333333334,65,65,10,10,17,23,65,65,65,43,65,65,65,65,43,43,46,65,22,22,22,65
910,11,3.0,Mono B,B_r,20.833333333333336,20,20,6,6,3,7,20,20,20,18,20,20,20,20,18,18,15,20,2,2,2,20
911,11,3.0,Mono B,UI,79.16666666666666,76,76,15,15,20,26,76,76,76,52,76,76,76,76,52,52,57,76,24,24,24,76
912,11,3.0,No treatment,A&B,1.0416666666666665,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
913,11,3.0,No treatment,AB_r,2.083333333333333,2,2,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
914,11,3.0,No treatment,A_r,29.166666666666668,28,28,10,10,5,10,28,28,28,24,28,28,28,28,24,24,24,28,4,4,4,28
915,11,3.0,No treatment,B_r,9.375,9,9,2,2,1,5,9,9,9,9,9,9,9,9,9,9,7,9,0,0,0,9
916,11,3.0,No treatment,Fishy,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
917,11,3.0,No treatment,UI,7.291666666666667,7,7,1,1,1,1,7,7,7,3,7,7,7,7,3,3,3,7,4,4,4,7
918,11,3.0,No treatment,WT,50.0,48,48,6,6,15,17,48,48,48,31,48,48,48,48,31,31,35,48,17,17,17,48
919,12,0.0,Combo,UI,98.95833333333334,95,95,24,24,33,21,95,95,95,72,95,95,95,95,72,72,75,95,23,23,23,95
920,12,0.0,Combo,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
921,12,0.0,Cycling,UI,98.95833333333334,95,95,24,24,33,21,95,95,95,72,95,95,95,95,72,72,75,95,23,23,23,95
922,12,0.0,Cycling,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
923,12,0.0,Mixing,A_r,1.0416666666666665,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
924,12,0.0,Mixing,B_r,3.125,3,3,1,1,0,0,3,3,3,2,3,3,3,3,2,2,2,3,1,1,1,3
925,12,0.0,Mixing,UI,94.79166666666666,91,91,23,23,33,20,91,91,91,69,91,91,91,91,69,69,72,91,22,22,22,91
926,12,0.0,Mixing,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
927,12,0.0,Mono A,A_r,34.375,33,33,12,12,10,8,33,33,33,32,33,33,33,33,32,32,29,33,1,1,1,33
928,12,0.0,Mono A,UI,65.625,63,63,12,12,23,13,63,63,63,40,63,63,63,63,40,40,46,63,23,23,23,63
929,12,0.0,Mono B,B_r,26.041666666666668,25,25,10,10,9,4,25,25,25,24,25,25,25,25,24,24,21,25,1,1,1,25
930,12,0.0,Mono B,UI,73.95833333333334,71,71,14,14,24,17,71,71,71,48,71,71,71,71,48,48,54,71,23,23,23,71
931,12,0.0,No treatment,AB_r,8.333333333333332,8,8,5,5,2,1,8,8,8,7,8,8,8,8,7,7,7,8,1,1,1,8
932,12,0.0,No treatment,A_r,31.25,30,30,6,6,10,8,30,30,30,29,30,30,30,30,29,29,25,30,1,1,1,30
933,12,0.0,No treatment,B_r,10.416666666666668,10,10,2,2,4,1,10,10,10,10,10,10,10,10,10,10,7,10,0,0,0,10
934,12,0.0,No treatment,Fishy,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
935,12,0.0,No treatment,UI,6.25,6,6,0,0,1,1,6,6,6,3,6,6,6,6,3,3,3,6,3,3,3,6
936,12,0.0,No treatment,WT,42.70833333333333,41,41,10,10,16,10,41,41,41,22,41,41,41,41,22,22,32,41,19,19,19,41
937,12,1.0,Combo,UI,100.0,96,96,24,24,33,21,96,96,96,72,96,96,96,96,72,72,75,96,24,24,24,96
938,12,1.0,Cycling,B_r,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
939,12,1.0,Cycling,UI,98.95833333333334,95,95,23,23,33,21,95,95,95,71,95,95,95,95,71,71,74,95,24,24,24,95
940,12,1.0,Mixing,B_r,2.083333333333333,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,2
941,12,1.0,Mixing,Fishy,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
942,12,1.0,Mixing,UI,96.875,93,93,23,23,33,21,93,93,93,69,93,93,93,93,69,69,74,93,24,24,24,93
943,12,1.0,Mono A,A_r,37.5,36,36,12,12,10,7,36,36,36,34,36,36,36,36,34,34,30,36,2,2,2,36
944,12,1.0,Mono A,UI,62.5,60,60,12,12,23,14,60,60,60,38,60,60,60,60,38,38,45,60,22,22,22,60
945,12,1.0,Mono B,B_r,29.166666666666668,28,28,11,11,8,3,28,28,28,24,28,28,28,28,24,24,23,28,4,4,4,28
946,12,1.0,Mono B,UI,70.83333333333334,68,68,13,13,25,18,68,68,68,48,68,68,68,68,48,48,52,68,20,20,20,68
947,12,1.0,No treatment,A&B,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
948,12,1.0,No treatment,AB_r,7.291666666666667,7,7,4,4,1,0,7,7,7,6,7,7,7,7,6,6,6,7,1,1,1,7
949,12,1.0,No treatment,A_r,28.125,27,27,6,6,9,6,27,27,27,26,27,27,27,27,26,26,22,27,1,1,1,27
950,12,1.0,No treatment,B_r,11.458333333333332,11,11,3,3,5,2,11,11,11,11,11,11,11,11,11,11,9,11,0,0,0,11
951,12,1.0,No treatment,Fishy,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
952,12,1.0,No treatment,UI,6.25,6,6,0,0,1,1,6,6,6,3,6,6,6,6,3,3,3,6,3,3,3,6
953,12,1.0,No treatment,WT,44.79166666666667,43,43,9,9,17,12,43,43,43,24,43,43,43,43,24,24,33,43,19,19,19,43
954,12,2.0,Combo,UI,100.0,96,96,24,24,33,21,96,96,96,72,96,96,96,96,72,72,75,96,24,24,24,96
955,12,2.0,Cycling,UI,100.0,96,96,24,24,33,21,96,96,96,72,96,96,96,96,72,72,75,96,24,24,24,96
956,12,2.0,Mixing,B_r,3.125,3,3,1,1,0,0,3,3,3,2,3,3,3,3,2,2,2,3,1,1,1,3
957,12,2.0,Mixing,UI,95.83333333333334,92,92,23,23,33,21,92,92,92,69,92,92,92,92,69,69,72,92,23,23,23,92
958,12,2.0,Mixing,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
959,12,2.0,Mono A,A_r,29.166666666666668,28,28,11,11,8,6,28,28,28,27,28,28,28,28,27,27,25,28,1,1,1,28
960,12,2.0,Mono A,UI,69.79166666666666,67,67,13,13,25,14,67,67,67,44,67,67,67,67,44,44,49,67,23,23,23,67
961,12,2.0,Mono A,WT,1.0416666666666665,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
962,12,2.0,Mono B,B_r,20.833333333333336,20,20,8,8,6,3,20,20,20,19,20,20,20,20,19,19,17,20,1,1,1,20
963,12,2.0,Mono B,UI,79.16666666666666,76,76,16,16,27,18,76,76,76,53,76,76,76,76,53,53,58,76,23,23,23,76
964,12,2.0,No treatment,AB_r,7.291666666666667,7,7,5,5,1,0,7,7,7,6,7,7,7,7,6,6,6,7,1,1,1,7
965,12,2.0,No treatment,A_r,28.125,27,27,7,7,9,6,27,27,27,27,27,27,27,27,27,27,23,27,0,0,0,27
966,12,2.0,No treatment,B_r,11.458333333333332,11,11,2,2,5,2,11,11,11,11,11,11,11,11,11,11,9,11,0,0,0,11
967,12,2.0,No treatment,UI,6.25,6,6,0,0,1,1,6,6,6,3,6,6,6,6,3,3,3,6,3,3,3,6
968,12,2.0,No treatment,WT,46.875,45,45,10,10,17,12,45,45,45,25,45,45,45,45,25,25,34,45,20,20,20,45
969,12,3.0,Combo,UI,100.0,96,96,24,24,33,21,96,96,96,72,96,96,96,96,72,72,75,96,24,24,24,96
970,12,3.0,Cycling,UI,100.0,96,96,24,24,33,21,96,96,96,72,96,96,96,96,72,72,75,96,24,24,24,96
971,12,3.0,Mixing,A_r,1.0416666666666665,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
972,12,3.0,Mixing,B_r,3.125,3,3,1,1,0,0,3,3,3,2,3,3,3,3,2,2,2,3,1,1,1,3
973,12,3.0,Mixing,UI,95.83333333333334,92,92,23,23,33,20,92,92,92,69,92,92,92,92,69,69,72,92,23,23,23,92
974,12,3.0,Mono A,A_r,34.375,33,33,12,12,9,6,33,33,33,32,33,33,33,33,32,32,28,33,1,1,1,33
975,12,3.0,Mono A,UI,65.625,63,63,12,12,24,15,63,63,63,40,63,63,63,63,40,40,47,63,23,23,23,63
976,12,3.0,Mono B,B_r,21.875,21,21,9,9,6,2,21,21,21,20,21,21,21,21,20,20,18,21,1,1,1,21
977,12,3.0,Mono B,UI,78.125,75,75,15,15,27,19,75,75,75,52,75,75,75,75,52,52,57,75,23,23,23,75
978,12,3.0,No treatment,A&B,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
979,12,3.0,No treatment,AB_r,7.291666666666667,7,7,5,5,1,0,7,7,7,6,7,7,7,7,6,6,6,7,1,1,1,7
980,12,3.0,No treatment,A_r,27.083333333333332,26,26,7,7,8,6,26,26,26,26,26,26,26,26,26,26,22,26,0,0,0,26
981,12,3.0,No treatment,B_r,10.416666666666668,10,10,2,2,5,2,10,10,10,10,10,10,10,10,10,10,8,10,0,0,0,10
982,12,3.0,No treatment,UI,7.291666666666667,7,7,1,1,1,1,7,7,7,4,7,7,7,7,4,4,4,7,3,3,3,7
983,12,3.0,No treatment,WT,46.875,45,45,9,9,18,12,45,45,45,25,45,45,45,45,25,25,34,45,20,20,20,45
984,13,0.0,Combo,A_r,2.083333333333333,2,2,1,1,0,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2
985,13,0.0,Combo,Fishy,1.0416666666666665,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
986,13,0.0,Combo,UI,95.83333333333334,92,92,16,16,20,18,92,92,92,75,92,92,92,92,75,75,71,92,17,17,17,92
987,13,0.0,Combo,WT,1.0416666666666665,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
988,13,0.0,Cycling,A_r,3.125,3,3,1,1,1,1,3,3,3,0,3,3,3,3,0,0,2,3,3,3,3,3
989,13,0.0,Cycling,Fishy,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
990,13,0.0,Cycling,UI,94.79166666666666,91,91,16,16,20,19,91,91,91,74,91,91,91,91,74,74,71,91,17,17,17,91
991,13,0.0,Cycling,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
992,13,0.0,Mixing,A_r,4.166666666666666,4,4,1,1,2,2,4,4,4,2,4,4,4,4,2,2,2,4,2,2,2,4
993,13,0.0,Mixing,B_r,2.083333333333333,2,2,1,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2
994,13,0.0,Mixing,UI,91.66666666666666,88,88,14,14,19,18,88,88,88,72,88,88,88,88,72,72,69,88,16,16,16,88
995,13,0.0,Mixing,WT,2.083333333333333,2,2,1,1,0,0,2,2,2,0,2,2,2,2,0,0,1,2,2,2,2,2
996,13,0.0,Mono A,A_r,38.54166666666667,37,37,11,11,9,8,37,37,37,32,37,37,37,37,32,32,26,37,5,5,5,37
997,13,0.0,Mono A,UI,60.416666666666664,58,58,6,6,12,12,58,58,58,43,58,58,58,58,43,43,48,58,15,15,15,58
998,13,0.0,Mono A,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
999,13,0.0,Mono B,A_r,1.0416666666666665,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1000,13,0.0,Mono B,B_r,28.125,27,27,8,8,4,4,27,27,27,25,27,27,27,27,25,25,17,27,2,2,2,27
1001,13,0.0,Mono B,UI,69.79166666666666,67,67,9,9,16,15,67,67,67,50,67,67,67,67,50,50,56,67,17,17,17,67
1002,13,0.0,Mono B,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1003,13,0.0,No treatment,AB_r,7.291666666666667,7,7,2,2,1,1,7,7,7,7,7,7,7,7,7,7,3,7,0,0,0,7
1004,13,0.0,No treatment,A_r,34.375,33,33,10,10,8,6,33,33,33,28,33,33,33,33,28,28,29,33,5,5,5,33
1005,13,0.0,No treatment,B_r,9.375,9,9,2,2,2,2,9,9,9,8,9,9,9,9,8,8,7,9,1,1,1,9
1006,13,0.0,No treatment,Fishy,2.083333333333333,2,2,1,1,0,0,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,2
1007,13,0.0,No treatment,UI,3.125,3,3,0,0,1,0,3,3,3,1,3,3,3,3,1,1,2,3,2,2,2,3
1008,13,0.0,No treatment,WT,43.75,42,42,2,2,9,11,42,42,42,29,42,42,42,42,29,29,33,42,13,13,13,42
1009,13,1.0,Combo,A_r,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1010,13,1.0,Combo,Fishy,1.0416666666666665,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1011,13,1.0,Combo,UI,95.83333333333334,92,92,15,15,21,20,92,92,92,75,92,92,92,92,75,75,70,92,17,17,17,92
1012,13,1.0,Combo,WT,2.083333333333333,2,2,1,1,0,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2
1013,13,1.0,Cycling,A_r,3.125,3,3,1,1,1,1,3,3,3,0,3,3,3,3,0,0,2,3,3,3,3,3
1014,13,1.0,Cycling,Fishy,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1015,13,1.0,Cycling,UI,95.83333333333334,92,92,16,16,20,19,92,92,92,74,92,92,92,92,74,74,71,92,18,18,18,92
1016,13,1.0,Mixing,A_r,3.125,3,3,0,0,1,1,3,3,3,1,3,3,3,3,1,1,2,3,2,2,2,3
1017,13,1.0,Mixing,B_r,2.083333333333333,2,2,1,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2
1018,13,1.0,Mixing,Fishy,1.0416666666666665,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1019,13,1.0,Mixing,UI,91.66666666666666,88,88,14,14,20,19,88,88,88,73,88,88,88,88,73,73,68,88,15,15,15,88
1020,13,1.0,Mixing,WT,2.083333333333333,2,2,1,1,0,0,2,2,2,0,2,2,2,2,0,0,1,2,2,2,2,2
1021,13,1.0,Mono A,A_r,38.54166666666667,37,37,11,11,8,8,37,37,37,33,37,37,37,37,33,33,27,37,4,4,4,37
1022,13,1.0,Mono A,UI,61.458333333333336,59,59,6,6,13,12,59,59,59,42,59,59,59,59,42,42,47,59,17,17,17,59
1023,13,1.0,Mono B,B_r,28.125,27,27,7,7,3,4,27,27,27,26,27,27,27,27,26,26,19,27,1,1,1,27
1024,13,1.0,Mono B,Fishy,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1025,13,1.0,Mono B,UI,70.83333333333334,68,68,10,10,18,16,68,68,68,49,68,68,68,68,49,49,54,68,19,19,19,68
1026,13,1.0,No treatment,AB_r,8.333333333333332,8,8,3,3,0,1,8,8,8,8,8,8,8,8,8,8,3,8,0,0,0,8
1027,13,1.0,No treatment,A_r,30.208333333333332,29,29,7,7,7,5,29,29,29,24,29,29,29,29,24,24,24,29,5,5,5,29
1028,13,1.0,No treatment,B_r,11.458333333333332,11,11,2,2,3,2,11,11,11,10,11,11,11,11,10,10,10,11,1,1,1,11
1029,13,1.0,No treatment,Fishy,2.083333333333333,2,2,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2
1030,13,1.0,No treatment,UI,4.166666666666666,4,4,0,0,1,0,4,4,4,1,4,4,4,4,1,1,2,4,3,3,3,4
1031,13,1.0,No treatment,WT,43.75,42,42,4,4,10,11,42,42,42,30,42,42,42,42,30,30,33,42,12,12,12,42
1032,13,2.0,Combo,UI,98.95833333333334,95,95,17,17,20,20,95,95,95,75,95,95,95,95,75,75,73,95,20,20,20,95
1033,13,2.0,Combo,WT,1.0416666666666665,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1034,13,2.0,Cycling,A_r,3.125,3,3,1,1,1,1,3,3,3,0,3,3,3,3,0,0,2,3,3,3,3,3
1035,13,2.0,Cycling,UI,96.875,93,93,16,16,20,19,93,93,93,75,93,93,93,93,75,75,72,93,18,18,18,93
1036,13,2.0,Mixing,A_r,1.0416666666666665,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1037,13,2.0,Mixing,B_r,2.083333333333333,2,2,1,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2
1038,13,2.0,Mixing,Fishy,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1039,13,2.0,Mixing,UI,94.79166666666666,91,91,15,15,20,19,91,91,91,73,91,91,91,91,73,73,70,91,18,18,18,91
1040,13,2.0,Mixing,WT,1.0416666666666665,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1041,13,2.0,Mono A,A_r,35.41666666666667,34,34,10,10,8,7,34,34,34,30,34,34,34,34,30,30,24,34,4,4,4,34
1042,13,2.0,Mono A,UI,64.58333333333334,62,62,7,7,13,13,62,62,62,45,62,62,62,62,45,45,50,62,17,17,17,62
1043,13,2.0,Mono B,B_r,23.958333333333336,23,23,7,7,4,4,23,23,23,22,23,23,23,23,22,22,13,23,1,1,1,23
1044,13,2.0,Mono B,UI,73.95833333333334,71,71,10,10,17,16,71,71,71,53,71,71,71,71,53,53,59,71,18,18,18,71
1045,13,2.0,Mono B,WT,2.083333333333333,2,2,0,0,0,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2
1046,13,2.0,No treatment,A&B,1.0416666666666665,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1047,13,2.0,No treatment,AB_r,6.25,6,6,2,2,0,1,6,6,6,6,6,6,6,6,6,6,2,6,0,0,0,6
1048,13,2.0,No treatment,A_r,30.208333333333332,29,29,7,7,8,5,29,29,29,25,29,29,29,29,25,25,24,29,4,4,4,29
1049,13,2.0,No treatment,B_r,9.375,9,9,2,2,2,2,9,9,9,8,9,9,9,9,8,8,7,9,1,1,1,9
1050,13,2.0,No treatment,Fishy,1.0416666666666665,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
1051,13,2.0,No treatment,UI,4.166666666666666,4,4,0,0,1,0,4,4,4,1,4,4,4,4,1,1,2,4,3,3,3,4
1052,13,2.0,No treatment,WT,47.91666666666667,46,46,5,5,10,11,46,46,46,33,46,46,46,46,33,33,38,46,13,13,13,46
1053,13,3.0,Combo,UI,100.0,96,96,17,17,21,20,96,96,96,75,96,96,96,96,75,75,74,96,21,21,21,96
1054,13,3.0,Cycling,A_r,3.125,3,3,1,1,1,1,3,3,3,0,3,3,3,3,0,0,2,3,3,3,3,3
1055,13,3.0,Cycling,UI,96.875,93,93,16,16,20,19,93,93,93,75,93,93,93,93,75,75,72,93,18,18,18,93
1056,13,3.0,Mixing,A_r,3.125,3,3,1,1,2,2,3,3,3,2,3,3,3,3,2,2,1,3,1,1,1,3
1057,13,3.0,Mixing,B_r,2.083333333333333,2,2,1,1,0,0,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2
1058,13,3.0,Mixing,UI,94.79166666666666,91,91,15,15,19,18,91,91,91,72,91,91,91,91,72,72,71,91,19,19,19,91
1059,13,3.0,Mono A,A_r,37.5,36,36,10,10,7,8,36,36,36,32,36,36,36,36,32,32,26,36,4,4,4,36
1060,13,3.0,Mono A,UI,62.5,60,60,7,7,14,12,60,60,60,43,60,60,60,60,43,43,48,60,17,17,17,60
1061,13,3.0,Mono B,B_r,23.958333333333336,23,23,7,7,2,4,23,23,23,22,23,23,23,23,22,22,15,23,1,1,1,23
1062,13,3.0,Mono B,Fishy,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1063,13,3.0,Mono B,UI,73.95833333333334,71,71,10,10,19,16,71,71,71,53,71,71,71,71,53,53,57,71,18,18,18,71
1064,13,3.0,Mono B,WT,1.0416666666666665,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1065,13,3.0,No treatment,A&B,3.125,3,3,1,1,0,2,3,3,3,3,3,3,3,3,3,3,1,3,0,0,0,3
1066,13,3.0,No treatment,AB_r,6.25,6,6,2,2,0,0,6,6,6,6,6,6,6,6,6,6,3,6,0,0,0,6
1067,13,3.0,No treatment,A_r,29.166666666666668,28,28,7,7,7,5,28,28,28,24,28,28,28,28,24,24,23,28,4,4,4,28
1068,13,3.0,No treatment,B_r,9.375,9,9,2,2,2,2,9,9,9,8,9,9,9,9,8,8,7,9,1,1,1,9
1069,13,3.0,No treatment,UI,4.166666666666666,4,4,0,0,1,0,4,4,4,1,4,4,4,4,1,1,2,4,3,3,3,4
1070,13,3.0,No treatment,WT,47.91666666666667,46,46,5,5,11,11,46,46,46,33,46,46,46,46,33,33,38,46,13,13,13,46
1071,14,0.0,Combo,UI,100.0,96,96,19,19,20,24,96,96,96,74,96,96,96,96,74,74,76,96,22,22,22,96
1072,14,0.0,Cycling,A_r,5.208333333333334,5,5,3,3,1,1,5,5,5,4,5,5,5,5,4,4,5,5,1,1,1,5
1073,14,0.0,Cycling,Fishy,1.0416666666666665,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1074,14,0.0,Cycling,UI,93.75,90,90,16,16,18,23,90,90,90,70,90,90,90,90,70,70,70,90,20,20,20,90
1075,14,0.0,Mixing,A_r,2.083333333333333,2,2,1,1,1,0,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,2
1076,14,0.0,Mixing,B_r,1.0416666666666665,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1077,14,0.0,Mixing,Fishy,2.083333333333333,2,2,2,2,0,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2
1078,14,0.0,Mixing,UI,94.79166666666666,91,91,16,16,19,23,91,91,91,70,91,91,91,91,70,70,72,91,21,21,21,91
1079,14,0.0,Mono A,A_r,39.58333333333333,38,38,12,12,7,13,38,38,38,34,38,38,38,38,34,34,34,38,4,4,4,38
1080,14,0.0,Mono A,UI,60.416666666666664,58,58,7,7,13,11,58,58,58,40,58,58,58,58,40,40,42,58,18,18,18,58
1081,14,0.0,Mono B,B_r,29.166666666666668,28,28,7,7,5,7,28,28,28,20,28,28,28,28,20,20,23,28,8,8,8,28
1082,14,0.0,Mono B,Fishy,1.0416666666666665,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1
1083,14,0.0,Mono B,UI,69.79166666666666,67,67,12,12,14,17,67,67,67,53,67,67,67,67,53,53,53,67,14,14,14,67
1084,14,0.0,No treatment,A&B,3.125,3,3,1,1,0,1,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3
1085,14,0.0,No treatment,AB_r,5.208333333333334,5,5,4,4,0,2,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,5
1086,14,0.0,No treatment,A_r,34.375,33,33,8,8,7,13,33,33,33,28,33,33,33,33,28,28,30,33,5,5,5,33
1087,14,0.0,No treatment,B_r,8.333333333333332,8,8,2,2,1,2,8,8,8,7,8,8,8,8,7,7,4,8,1,1,1,8
1088,14,0.0,No treatment,UI,6.25,6,6,0,0,0,0,6,6,6,2,6,6,6,6,2,2,3,6,4,4,4,6
1089,14,0.0,No treatment,WT,42.70833333333333,41,41,4,4,12,6,41,41,41,29,41,41,41,41,29,29,31,41,12,12,12,41
1090,14,1.0,Combo,UI,100.0,96,96,19,19,20,24,96,96,96,74,96,96,96,96,74,74,76,96,22,22,22,96
1091,14,1.0,Cycling,A_r,4.166666666666666,4,4,3,3,1,1,4,4,4,3,4,4,4,4,3,3,4,4,1,1,1,4
1092,14,1.0,Cycling,UI,95.83333333333334,92,92,16,16,19,23,92,92,92,71,92,92,92,92,71,71,72,92,21,21,21,92
1093,14,1.0,Mixing,A&B,1.0416666666666665,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1094,14,1.0,Mixing,A_r,4.166666666666666,4,4,3,3,0,2,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4
1095,14,1.0,Mixing,B_r,3.125,3,3,0,0,0,0,3,3,3,1,3,3,3,3,1,1,3,3,2,2,2,3
1096,14,1.0,Mixing,UI,90.625,87,87,16,16,18,22,87,87,87,69,87,87,87,87,69,69,67,87,18,18,18,87
1097,14,1.0,Mixing,WT,1.0416666666666665,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1098,14,1.0,Mono A,A_r,38.54166666666667,37,37,14,14,8,13,37,37,37,35,37,37,37,37,35,35,32,37,2,2,2,37
1099,14,1.0,Mono A,UI,61.458333333333336,59,59,5,5,12,11,59,59,59,39,59,59,59,59,39,39,44,59,20,20,20,59
