,transfer_n,plate,antibiotic,exp,strain_x,strain_x_hat,mean,weight,mw
0,1,1,none,20220127,U,U,0.9772727272727273,44,43.0
1,1,1,none,20220127,U,S,0.0,44,0.0
2,1,1,none,20220127,U,A_r,0.022727272727272728,44,1.0
3,1,1,none,20220127,U,B_r,0.0,44,0.0
4,1,1,none,20220127,U,A&B,0.0,44,0.0
5,1,1,none,20220127,U,AB_r,0.0,44,0.0
6,1,2,A,20220127,U,U,0.9772727272727273,44,43.0
7,1,2,A,20220127,U,S,0.0,44,0.0
8,1,2,A,20220127,U,A_r,0.022727272727272728,44,1.0
9,1,2,A,20220127,U,B_r,0.0,44,0.0
10,1,2,A,20220127,U,A&B,0.0,44,0.0
11,1,2,A,20220127,U,AB_r,0.0,44,0.0
12,1,6,A,20220127,U,U,1.0,20,20.0
13,1,6,A,20220127,U,S,0.0,20,0.0
14,1,6,A,20220127,U,A_r,0.0,20,0.0
15,1,6,A,20220127,U,B_r,0.0,20,0.0
16,1,6,A,20220127,U,A&B,0.0,20,0.0
17,1,6,A,20220127,U,AB_r,0.0,20,0.0
18,1,3,B,20220127,U,U,1.0,42,42.0
19,1,3,B,20220127,U,S,0.0,42,0.0
20,1,3,B,20220127,U,A_r,0.0,42,0.0
21,1,3,B,20220127,U,B_r,0.0,42,0.0
22,1,3,B,20220127,U,A&B,0.0,42,0.0
23,1,3,B,20220127,U,AB_r,0.0,42,0.0
24,1,6,B,20220127,U,U,1.0,23,23.0
25,1,6,B,20220127,U,S,0.0,23,0.0
26,1,6,B,20220127,U,A_r,0.0,23,0.0
27,1,6,B,20220127,U,B_r,0.0,23,0.0
28,1,6,B,20220127,U,A&B,0.0,23,0.0
29,1,6,B,20220127,U,AB_r,0.0,23,0.0
30,1,4,AB,20220127,U,U,1.0,44,44.0
31,1,4,AB,20220127,U,S,0.0,44,0.0
32,1,4,AB,20220127,U,A_r,0.0,44,0.0
33,1,4,AB,20220127,U,B_r,0.0,44,0.0
34,1,4,AB,20220127,U,A&B,0.0,44,0.0
35,1,4,AB,20220127,U,AB_r,0.0,44,0.0
36,1,1,none,20220127,S,U,0.005555555555555556,180,1.0
37,1,1,none,20220127,S,S,0.9888888888888889,180,178.0
38,1,1,none,20220127,S,A_r,0.0,180,0.0
39,1,1,none,20220127,S,B_r,0.005555555555555556,180,1.0
40,1,1,none,20220127,S,A&B,0.0,180,0.0
41,1,1,none,20220127,S,AB_r,0.0,180,0.0
42,1,2,A,20220127,S,U,0.9720670391061452,179,174.0
43,1,2,A,20220127,S,S,0.01675977653631285,179,3.0
44,1,2,A,20220127,S,A_r,0.0111731843575419,179,2.0
45,1,2,A,20220127,S,B_r,0.0,179,0.0
46,1,2,A,20220127,S,A&B,0.0,179,0.0
47,1,2,A,20220127,S,AB_r,0.0,179,0.0
48,1,6,A,20220127,S,U,0.9875,80,79.0
49,1,6,A,20220127,S,S,0.0,80,0.0
50,1,6,A,20220127,S,A_r,0.0125,80,1.0
51,1,6,A,20220127,S,B_r,0.0,80,0.0
52,1,6,A,20220127,S,A&B,0.0,80,0.0
53,1,6,A,20220127,S,AB_r,0.0,80,0.0
54,1,3,B,20220127,S,U,0.22777777777777777,180,41.0
55,1,3,B,20220127,S,S,0.7666666666666667,180,138.0
56,1,3,B,20220127,S,A_r,0.0,180,0.0
57,1,3,B,20220127,S,B_r,0.005555555555555556,180,1.0
58,1,3,B,20220127,S,A&B,0.0,180,0.0
59,1,3,B,20220127,S,AB_r,0.0,180,0.0
60,1,6,B,20220127,S,U,0.26,100,26.0
61,1,6,B,20220127,S,S,0.71,100,71.0
62,1,6,B,20220127,S,A_r,0.01,100,1.0
63,1,6,B,20220127,S,B_r,0.02,100,2.0
64,1,6,B,20220127,S,A&B,0.0,100,0.0
65,1,6,B,20220127,S,AB_r,0.0,100,0.0
66,1,4,AB,20220127,S,U,0.770949720670391,179,138.0
67,1,4,AB,20220127,S,S,0.22905027932960895,179,41.0
68,1,4,AB,20220127,S,A_r,0.0,179,0.0
69,1,4,AB,20220127,S,B_r,0.0,179,0.0
70,1,4,AB,20220127,S,A&B,0.0,179,0.0
71,1,4,AB,20220127,S,AB_r,0.0,179,0.0
72,1,1,none,20220127,A_r,U,0.0,48,0.0
73,1,1,none,20220127,A_r,S,0.0,48,0.0
74,1,1,none,20220127,A_r,A_r,1.0,48,48.0
75,1,1,none,20220127,A_r,B_r,0.0,48,0.0
76,1,1,none,20220127,A_r,A&B,0.0,48,0.0
77,1,1,none,20220127,A_r,AB_r,0.0,48,0.0
78,1,2,A,20220127,A_r,U,0.0,48,0.0
79,1,2,A,20220127,A_r,S,0.0,48,0.0
80,1,2,A,20220127,A_r,A_r,1.0,48,48.0
81,1,2,A,20220127,A_r,B_r,0.0,48,0.0
82,1,2,A,20220127,A_r,A&B,0.0,48,0.0
83,1,2,A,20220127,A_r,AB_r,0.0,48,0.0
84,1,6,A,20220127,A_r,U,0.0,20,0.0
85,1,6,A,20220127,A_r,S,0.0,20,0.0
86,1,6,A,20220127,A_r,A_r,1.0,20,20.0
87,1,6,A,20220127,A_r,B_r,0.0,20,0.0
88,1,6,A,20220127,A_r,A&B,0.0,20,0.0
89,1,6,A,20220127,A_r,AB_r,0.0,20,0.0
90,1,3,B,20220127,A_r,U,0.06976744186046512,43,3.0
91,1,3,B,20220127,A_r,S,0.11627906976744186,43,5.0
92,1,3,B,20220127,A_r,A_r,0.813953488372093,43,35.0
93,1,3,B,20220127,A_r,B_r,0.0,43,0.0
94,1,3,B,20220127,A_r,A&B,0.0,43,0.0
95,1,3,B,20220127,A_r,AB_r,0.0,43,0.0
96,1,6,B,20220127,A_r,U,0.08695652173913043,23,2.0
97,1,6,B,20220127,A_r,S,0.2608695652173913,23,6.0
