x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
8,1014,26,3,8,0.3882545519458491,1,136,146,146,127,17,146,0
9,935,41,5,10,0.46279911822868275,1,143,148,156,153,21,156,0
9,952,42,0,0,0.0,1,142,151,145,99,15,151,0
9,967,30,0,0,0.0,1,140,150,146,110,16,150,0
9,988,66,0,0,0.0,1,145,146,148,155,5,148,0
10,908,9,0,0,0.0,1,144,150,139,65,18,150,0
10,913,9,0,0,0.0,1,145,151,138,62,21,151,0
10,920,12,0,0,0.0,1,145,151,138,62,21,151,0
10,926,9,0,0,0.0,1,144,151,138,65,21,151,0
21,970,1956,42,184,0.22958245313537629,1,140,141,123,44,32,141,0
32,1022,23,3,6,0.5365254046950514,1,118,124,112,63,24,124,0
33,176,175,9,26,0.3348376791504684,1,107,104,91,34,38,107,0
38,190,49,4,13,0.3121197143653221,1,118,125,122,109,14,125,0
41,234,15,0,0,0.0,1,145,155,157,134,19,157,0
41,255,48,8,14,0.6100981346396068,1,146,157,150,100,17,157,0
41,267,18,0,0,0.0,1,143,155,149,106,19,155,0
52,1063,9,0,0,0.0,1,136,138,109,45,53,138,0
69,1085,504,13,49,0.26961606250723663,1,141,143,119,46,42,143,0
73,130,554,9,79,0.11377599954783812,1,149,162,140,67,34,162,0
100,1107,139,11,21,0.532953371790314,1,111,111,113,170,4,113,0
105,99,114,6,19,0.3388182633498057,1,113,120,105,62,31,120,0
111,111,12,0,0,0.0,1,133,144,140,112,19,144,0
112,557,9,0,0,0.0,0,153,165,143,65,34,165,0
119,1103,23,3,7,0.43502801349237924,1,105,105,105,0,0,105,0
135,111,12,0,0,0.0,1,143,147,156,156,21,156,0
226,110,15,0,0,0.0,1,147,157,149,93,16,157,0
261,696,15,0,0,0.0,1,157,170,144,63,38,170,0
267,697,16,0,0,0.0,1,157,170,144,63,38,170,0
274,688,12,0,0,0.0,1,158,169,144,61,37,169,0
275,700,9,0,0,0.0,1,158,168,143,59,37,168,0
277,693,19,0,0,0.0,1,158,168,143,59,37,168,0
283,639,45,7,8,0.8625008278304244,0,151,164,138,63,40,164,0
290,908,20,0,0,0.0,0,152,160,137,57,36,160,0
291,684,30,4,9,0.4573837072345546,1,155,168,142,63,39,168,0
299,681,9,0,0,0.0,1,153,166,140,63,39,166,0
303,919,31,5,7,0.6906171081501665,0,150,158,135,57,37,158,0
314,1017,140,13,17,0.7659592036646081,0,146,153,135,59,29,153,0
315,110,12,0,0,0.0,1,149,160,146,75,22,160,0
316,934,81,8,14,0.5994589776183625,1,150,158,135,57,37,158,0
325,939,17,0,0,0.0,1,149,154,132,52,36,154,0
331,744,37,6,7,0.8088051844629146,0,157,167,140,58,41,167,0
331,975,30,4,9,0.45783723164636037,0,144,149,129,53,34,149,0
333,947,61,7,12,0.5933117343453668,1,148,153,133,53,33,153,0
344,596,9,0,0,0.0,1,156,169,143,63,39,169,0
346,676,48,6,11,0.5570539648098096,0,150,163,135,62,43,163,0
346,951,9,0,0,0.0,1,146,151,131,53,33,151,0
352,603,9,0,0,0.0,1,154,167,141,63,39,167,0
354,593,9,0,0,0.0,0,155,169,143,65,39,169,0
355,905,9,0,0,0.0,0,150,158,137,58,33,158,0
362,682,9,0,0,0.0,1,153,166,138,62,43,166,0
366,868,25,4,5,0.8884159690926378,1,153,161,137,56,38,161,0
369,860,12,0,0,0.0,1,155,164,137,56,41,164,0
372,943,38,4,9,0.46329626670620927,0,145,150,129,52,35,150,0
374,586,9,0,0,0.0,1,152,168,139,65,44,168,0
377,577,12,0,0,0.0,1,154,170,141,65,43,170,0
378,680,393,24,30,0.7898522664990116,1,155,168,140,62,42,168,0
379,588,16,0,0,0.0,1,151,167,138,65,44,167,0
379,641,12,0,0,0.0,0,153,166,138,62,43,166,0
382,448,18,0,0,0.0,0,159,174,148,67,38,174,0
383,352,9,0,0,0.0,0,158,171,146,64,37,171,0
383,807,1308,36,46,0.7841051061009877,0,149,156,114,49,68,156,2
384,576,30,6,13,0.48924845500809777,1,153,168,139,64,44,168,0
384,752,1291,34,45,0.7553449263940627,0,147,156,114,51,68,156,1
385,109,82,4,27,0.15295931684549283,1,150,161,153,96,17,161,0
385,701,9,0,0,0.0,0,153,166,138,62,43,166,0
387,586,20,0,0,0.0,1,153,166,138,62,43,166,0
389,608,12,0,0,0.0,1,152,168,140,66,42,168,0
390,646,9,0,0,0.0,1,155,168,140,62,42,168,0
391,651,36,6,8,0.7849277108476632,1,154,167,139,62,42,167,0
392,595,9,0,0,0.0,1,152,169,137,65,48,169,0
394,643,12,0,0,0.0,1,155,168,140,62,42,168,0
397,578,50,6,9,0.7271022172573803,1,153,166,138,62,43,166,0
397,635,37,5,8,0.6345986180935431,1,154,167,137,60,45,167,0
398,611,118,10,18,0.5642289290288531,1,156,172,145,67,40,172,0
398,1040,9,0,0,0.0,0,143,148,128,53,34,148,0
401,109,9,0,0,0.0,1,156,170,158,91,20,170,0
402,589,16,0,0,0.0,1,154,170,141,65,43,170,0
402,604,22,3,5,0.6717973627942302,1,155,171,142,65,43,171,0
403,595,21,4,5,0.7715446419758838,1,155,171,142,65,43,171,0
407,584,63,6,17,0.3421528930613391,1,155,171,142,65,43,171,0
407,908,15,0,0,0.0,0,147,155,131,56,39,155,0
408,882,53,6,10,0.5735051152196451,0,151,159,135,56,38,159,0
408,1034,15,0,0,0.0,1,139,147,126,58,36,147,0
411,1043,24,3,7,0.47153483796176604,1,141,149,128,58,35,149,0
413,865,22,0,0,0.0,0,156,164,140,56,37,164,0
417,1035,24,0,0,0.0,1,140,148,127,58,36,148,0
419,462,9,0,0,0.0,0,154,170,143,67,40,170,0
420,799,12,0,0,0.0,1,145,156,128,59,45,156,0
421,401,15,0,0,0.0,0,156,169,143,63,39,169,0
426,929,9,0,0,0.0,0,142,150,129,58,35,150,0
427,260,21,4,5,0.7715446419758838,1,159,171,151,67,29,171,0
431,180,322,18,24,0.7695408591023852,0,168,180,159,66,29,180,0
433,254,37,5,9,0.5665555611458923,1,161,173,151,65,32,173,0
434,686,14,0,0,0.0,0,161,174,148,63,38,174,0
441,665,9,0,0,0.0,1,161,178,142,62,51,178,0
444,769,3514,54,112,0.48696822219620745,1,150,158,119,51,62,158,0
446,660,12,0,0,0.0,1,163,180,144,62,51,180,0
449,533,12,0,0,0.0,0,154,171,139,65,47,171,0
450,552,9,0,0,0.0,0,157,174,138,62,52,174,0
455,660,12,0,0,0.0,1,163,180,144,62,51,180,0
460,262,9,0,0,0.0,1,157,169,147,65,33,169,0
460,675,171,12,20,0.578349743902656,1,163,176,145,60,44,176,0
461,257,9,0,0,0.0,1,158,169,151,68,27,169,0
461,547,9,0,0,0.0,1,157,174,138,62,52,174,0
461,616,16,0,0,0.0,1,165,183,145,62,52,183,0
463,361,9,0,0,0.0,0,157,172,145,66,40,172,0
465,547,18,0,0,0.0,1,156,173,138,63,51,173,0
466,538,21,3,6,0.5451116240952946,1,157,174,138,62,52,174,0
469,256,9,0,0,0.0,1,159,171,147,63,35,171,0
469,616,21,3,5,0.6741998864722828,1,164,182,144,62,53,182,0
469,627,14,0,0,0.0,1,165,182,146,62,50,182,0
474,246,15,0,0,0.0,0,159,171,149,65,32,171,0
474,316,61,6,13,0.4697566222900423,1,158,170,146,63,36,170,0
477,324,25,3,7,0.5512944855995477,1,157,172,149,70,34,172,0
478,670,9,0,0,0.0,1,165,180,143,59,52,180,0
484,319,19,0,0,0.0,1,159,172,146,63,38,172,0
485,257,28,4,7,0.6364543964263945,1,157,169,145,63,36,169,0
485,671,31,4,9,0.47150018575207375,1,162,179,142,62,52,179,0
487,393,32,4,9,0.4750285961821941,1,155,172,138,63,50,172,0
489,589,14,0,0,0.0,0,165,183,145,62,52,183,0
489,871,109,10,14,0.7045316721662458,1,157,167,140,58,41,167,0
490,1042,23,3,6,0.5264961093035386,1,141,149,128,58,35,149,0
491,529,22,4,5,0.8660254144230933,1,156,173,137,62,53,173,0
492,883,9,0,0,0.0,1,153,163,136,58,42,163,0
492,1033,9,0,0,0.0,1,140,148,127,58,36,148,0
493,235,57,6,12,0.5200571621099059,0,158,170,148,65,32,170,0
494,314,9,0,0,0.0,1,162,175,149,63,37,175,0
495,385,9,0,0,0.0,1,158,174,147,67,39,174,0
495,719,26,4,6,0.58493065867049,1,161,175,139,59,52,175,0
497,249,19,0,0,0.0,1,159,171,149,65,32,171,0
497,262,48,6,14,0.4534751646979183,1,158,170,146,63,36,170,0
497,790,21,4,5,0.7715446419758838,0,161,172,139,56,48,172,0
498,530,37,4,10,0.38934322030711,1,157,174,140,63,49,174,0
501,713,12,0,0,0.0,1,163,177,141,59,51,177,0
503,320,12,0,0,0.0,1,162,175,148,62,39,175,0
503,883,9,0,0,0.0,1,155,165,140,59,38,165,0
503,1052,40,4,11,0.34376863104933264,1,143,151,130,58,35,151,0
504,708,21,3,6,0.5774471325813738,1,162,176,140,59,52,176,0
505,649,9,0,0,0.0,1,163,181,143,62,53,181,0
506,668,37,4,10,0.4821196545170134,0,162,178,142,61,51,178,0
506,1038,21,3,6,0.5459446695752059,0,140,148,127,58,36,148,0
507,614,9,0,0,0.0,0,164,182,142,61,56,182,0
507,736,9,0,0,0.0,0,164,178,143,59,50,178,0
508,261,25,4,5,0.7971720932558319,1,157,169,145,63,36,169,0
508,643,12,0,0,0.0,1,162,180,142,62,53,180,0
509,255,15,0,0,0.0,1,159,171,149,65,32,171,0
512,534,22,3,6,0.5481891660498611,1,159,177,140,63,53,177,0
513,178,9,0,0,0.0,1,166,178,154,63,34,178,0
513,249,9,0,0,0.0,1,160,173,147,63,38,173,0
514,499,15,0,0,0.0,1,158,175,139,62,52,175,0
514,815,14,0,0,0.0,1,160,173,140,59,48,173,0
515,897,19,0,0,0.0,1,151,161,136,59,39,161,0
