x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,908,9,0,0,0.0,1,150,155,151,93,8,155,0
9,915,24,0,0,0.0,1,150,155,153,110,8,155,0
9,933,12,0,0,0.0,0,148,153,151,110,8,153,0
9,1015,21,0,0,0.0,0,144,147,144,85,5,147,0
15,916,9,0,0,0.0,1,144,156,137,69,31,156,0
16,904,28,4,7,0.6364543964263945,1,145,153,130,57,38,153,0
16,921,9,0,0,0.0,1,143,156,130,63,42,156,0
21,1034,316,13,35,0.37764882478982176,1,105,105,91,42,33,105,0
23,949,737,6,136,0.049022719170603225,1,144,146,124,46,38,146,0
31,1022,29,4,7,0.5945450268603747,1,117,117,108,42,19,117,0
34,912,21,0,0,0.0,1,139,146,137,75,15,146,0
34,972,27,0,0,0.0,1,133,144,134,88,19,144,0
35,175,183,11,25,0.47135261027512637,1,119,133,119,85,26,133,0
39,237,397,10,117,0.09015565037150469,1,134,146,147,130,22,147,0
61,1071,43,4,10,0.42400853913094894,1,143,148,118,49,51,148,0
69,1080,15,0,0,0.0,1,144,147,129,49,31,147,0
73,129,460,25,595,0.04347234496901143,1,154,167,142,64,38,167,0
80,1090,94,4,23,0.21008919150293281,1,143,147,124,49,39,147,0
100,1108,109,9,18,0.5270654253318093,1,110,113,102,54,24,113,0
105,100,75,7,13,0.5730550888723922,1,117,122,105,55,35,122,0
110,112,15,0,0,0.0,1,137,147,155,146,29,155,0
124,1105,42,0,0,0.0,1,111,113,112,106,4,113,0
153,746,1677,42,48,0.8856199979697718,0,130,136,99,49,69,136,171
153,809,2299,51,54,0.950258894827795,0,141,147,111,49,62,147,172
154,628,1510,40,45,0.9041540666715309,0,147,155,116,51,64,155,117
155,575,1436,40,42,0.9527792021777423,0,149,157,120,51,60,157,118
155,690,1487,42,43,0.9644249410348472,0,132,138,102,49,66,138,170
156,460,1717,42,49,0.8601536242569403,0,148,156,119,51,60,156,120
156,521,1922,44,54,0.8140375916596984,0,148,156,117,51,63,156,119
156,974,2903,57,63,0.894729543543755,0,120,122,98,46,50,122,192
158,181,1857,46,49,0.9439916649686952,0,141,147,118,51,50,147,197
158,404,1361,40,41,0.9728340714598589,0,138,146,109,51,64,146,151
159,243,2197,49,55,0.8989122389828514,0,142,148,120,51,48,148,198
164,1105,90,0,0,0.0,1,127,129,124,59,9,129,0
214,633,1081,35,37,0.9459511825579815,0,149,157,118,51,63,157,116
215,519,1336,39,41,0.9614655360442387,0,151,162,122,54,62,162,103
215,576,1629,44,44,0.9832948179580453,0,146,155,115,52,65,155,102
