x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
8,962,24,3,11,0.28085371502793316,1,159,165,159,85,9,165,0
8,1012,15,0,0,0.0,0,156,157,158,148,3,158,0
9,914,15,0,0,0.0,1,163,164,168,161,7,168,0
9,934,15,0,0,0.0,1,162,162,160,42,3,162,0
9,948,12,0,0,0.0,1,164,161,156,26,12,164,0
9,955,21,0,0,0.0,1,163,160,155,26,12,163,0
11,907,12,0,0,0.0,1,163,161,144,38,29,163,0
15,950,15,0,0,0.0,1,156,163,138,54,39,163,0
16,986,18,0,0,0.0,1,155,160,128,49,51,160,0
22,950,882,12,111,0.11572828617446876,1,159,155,128,37,49,159,0
22,1034,301,13,30,0.4486673807096772,1,120,116,98,34,46,120,0
23,130,36,4,11,0.35613475689286844,1,110,92,108,217,41,110,0
32,1022,33,4,7,0.60481965148503,1,127,118,109,21,36,127,0
35,176,170,8,26,0.31823824592494176,1,129,134,112,52,41,134,0
37,912,50,4,13,0.31192403066600727,1,152,152,143,42,15,152,0
39,192,46,4,12,0.36830316699552373,1,133,138,140,139,12,140,0
41,253,88,3,31,0.1262117678831532,1,164,170,158,63,17,170,0
62,1073,52,4,13,0.34314168800167355,1,156,156,127,42,47,156,0
66,1086,9,0,0,0.0,1,159,158,131,40,44,159,0
72,131,447,14,48,0.2972840641207537,1,173,182,155,56,37,182,0
76,1089,144,9,21,0.4517792723613647,1,157,157,125,42,51,157,0
100,1107,121,12,18,0.6416650636314253,1,125,123,122,14,6,125,0
109,104,120,8,20,0.413501826741421,1,126,124,111,36,30,126,0
122,1104,47,4,13,0.333162732709582,1,120,123,113,55,20,123,0
130,111,41,4,11,0.42957128411985174,1,155,164,163,122,13,164,0
144,111,33,0,0,0.0,1,162,167,160,72,10,167,0
147,1104,9,0,0,0.0,1,140,137,119,36,38,140,0
149,858,1516,40,46,0.8686612398414737,0,162,158,120,38,66,162,315
151,917,2281,48,57,0.8398785554384496,0,161,155,119,36,66,161,316
