x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
23,132,49,3,15,0.25207853565245114,1,82,83,131,169,95,131,0
25,1031,423,15,37,0.40347102726863093,1,99,103,88,53,37,103,0
26,961,487,4,122,0.036403008685441635,1,141,144,127,49,30,144,0
41,904,42,3,14,0.25117894313657857,1,138,142,145,145,12,145,0
46,228,21,0,0,0.0,1,148,163,158,113,23,163,0
46,251,18,0,0,0.0,1,147,162,161,124,23,162,0
46,260,18,0,0,0.0,1,150,162,158,113,18,162,0
62,1068,42,4,12,0.32666125764401654,1,144,148,127,50,36,148,0
68,127,62,3,18,0.2178545609910049,1,155,173,159,94,26,173,0
68,1075,9,0,0,0.0,1,143,148,126,52,37,148,0
75,132,272,5,54,0.10468132482720262,1,152,163,143,65,31,163,0
83,1090,79,3,23,0.1651547497068909,1,143,146,125,48,36,146,0
103,1106,167,11,23,0.49006676744053856,1,100,104,103,116,9,104,0
111,556,17,0,0,0.0,0,163,177,160,77,24,177,0
118,1103,9,0,0,0.0,1,118,119,114,50,10,119,0
122,1101,9,0,0,0.0,1,126,128,123,59,9,128,0
223,300,9,0,0,0.0,0,168,184,174,100,22,184,0
228,865,9,0,0,0.0,0,158,165,157,79,12,165,0
284,638,24,3,6,0.6077371828792099,0,149,164,145,76,29,164,0
339,708,12,0,0,0.0,0,154,169,150,76,28,169,0
346,689,18,0,0,0.0,0,154,169,148,72,31,169,0
352,217,12,0,0,0.0,0,165,178,168,94,18,178,0
388,195,12,0,0,0.0,0,162,178,167,98,22,178,0
441,110,9,0,0,0.0,1,169,185,184,124,22,185,0
445,167,15,0,0,0.0,0,167,181,164,77,23,181,0
449,1020,9,0,0,0.0,0,147,157,146,81,17,157,0
454,1133,9,0,0,0.0,1,154,163,183,156,40,183,0
476,589,12,0,0,0.0,0,158,176,150,71,37,176,0
485,163,15,0,0,0.0,0,167,182,163,76,26,182,0
499,1030,24,0,0,0.0,1,149,159,148,81,17,159,0
500,1035,40,5,10,0.5778985308569627,1,148,158,150,93,16,158,0
501,165,18,0,0,0.0,1,165,180,161,76,26,180,0
510,161,9,0,0,0.0,1,167,182,163,76,26,182,0
510,1115,1658,24,173,0.1418219050124334,1,155,163,152,73,17,163,0
511,165,27,0,0,0.0,1,165,180,161,76,26,180,0
513,616,9,0,0,0.0,0,158,178,150,72,40,178,0
515,161,9,0,0,0.0,1,167,181,166,82,21,181,0
522,1033,39,4,10,0.43935583708983117,0,150,160,151,89,15,160,0
531,353,18,0,0,0.0,0,158,176,152,74,34,176,0
540,161,33,5,7,0.7622805384586556,0,166,181,162,76,26,181,0
541,784,15,0,0,0.0,0,155,171,147,70,35,171,0
554,1037,12,0,0,0.0,0,152,162,151,81,17,162,0
556,163,15,0,0,0.0,0,165,180,161,76,26,180,0
564,838,9,0,0,0.0,0,152,167,146,72,32,167,0
579,158,9,0,0,0.0,1,166,181,159,71,30,181,0
585,163,12,0,0,0.0,1,165,180,158,71,31,180,0
585,1029,15,0,0,0.0,0,151,161,152,89,15,161,0
594,1042,9,0,0,0.0,0,153,163,154,89,15,163,0
595,161,65,7,14,0.5037936701966267,1,165,180,159,72,29,180,0
598,1028,24,4,6,0.5833408016559015,0,150,160,148,77,19,160,0
620,1112,20,0,0,0.0,1,159,164,157,72,10,164,0
629,1035,73,7,12,0.606536637713662,1,149,162,152,94,20,162,0
630,1112,74,13,15,0.8447759388703833,1,158,165,158,85,10,165,0
637,572,9,0,0,0.0,0,160,180,152,72,39,180,0
642,161,9,0,0,0.0,1,166,181,160,72,29,181,0
643,1035,37,4,10,0.4647916063514687,1,151,164,154,94,20,164,0
649,158,36,4,10,0.46799381888943514,1,169,181,159,65,30,181,0
651,1111,12,0,0,0.0,0,156,166,155,81,16,166,0
660,162,76,9,13,0.6952097259395519,1,170,182,160,65,30,182,0
663,1040,26,4,6,0.750922398043174,0,151,164,154,94,20,164,0
674,159,24,0,0,0.0,1,167,183,161,73,30,183,0
676,771,18,0,0,0.0,0,155,171,145,68,38,171,0
689,161,41,5,8,0.6203318789689151,0,170,183,157,63,36,183,0
689,1018,9,0,0,0.0,0,147,160,150,94,20,160,0
704,157,23,4,6,0.6457637144967718,1,170,185,162,70,31,185,0
