x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,1006,9,0,0,0.0,1,142,146,156,157,22,156,0
9,1014,33,4,8,0.5027901184220174,1,140,142,154,163,23,154,0
10,949,60,0,0,0.0,1,142,147,153,150,18,153,0
10,963,21,3,6,0.5774471325813738,1,142,147,152,148,16,152,0
10,971,24,0,0,0.0,1,143,149,154,146,18,154,0
10,987,42,0,0,0.0,1,142,147,141,77,10,147,0
22,1033,325,14,33,0.4219313304524893,1,103,105,92,49,31,105,0
23,132,69,5,17,0.2934835765956334,1,78,64,100,186,91,100,0
27,954,511,6,103,0.05959445369057724,0,140,142,129,49,23,142,0
32,1022,28,4,8,0.5966606003002456,1,128,134,111,53,43,134,0
35,176,176,11,24,0.45803733454728957,1,108,112,105,66,15,112,0
40,193,43,4,12,0.31664469418162533,1,128,136,125,73,20,136,0
41,219,24,0,0,0.0,1,139,154,158,136,30,158,0
41,248,138,0,0,0.0,1,144,154,155,131,18,155,0
69,131,23,6,7,0.808956111769983,1,157,172,161,96,22,172,0
75,1081,199,8,129,0.062185174134860056,1,143,145,129,47,28,145,0
80,132,305,8,102,0.07807067889775599,1,151,162,147,73,23,162,0
101,1108,117,10,20,0.5078133416378494,1,110,111,95,45,36,111,0
108,101,124,8,21,0.374902131217445,1,115,122,108,63,29,122,0
111,557,12,0,0,0.0,0,155,166,149,70,26,166,0
122,1105,45,5,10,0.5127307151883256,1,101,97,99,233,10,101,0
130,108,35,3,11,0.2880393087696733,1,131,139,141,136,18,141,0
138,109,12,0,0,0.0,1,143,152,151,122,15,152,0
283,638,29,0,0,0.0,0,148,163,142,72,32,163,0
384,353,9,0,0,0.0,0,158,173,152,72,30,173,0
391,106,151,4,39,0.11657707554627718,1,148,158,149,89,16,158,0
392,1107,127,5,34,0.16886782355364507,1,122,124,119,59,10,124,0
446,1121,9,0,0,0.0,1,153,160,165,145,18,165,0
473,691,9,0,0,0.0,0,152,168,139,65,44,168,0
518,782,12,0,0,0.0,0,151,167,140,67,41,167,0
521,161,15,0,0,0.0,1,168,180,158,65,31,180,0
528,1033,27,3,8,0.3948370471088496,0,149,158,141,65,27,158,0
529,168,9,0,0,0.0,1,167,179,155,63,34,179,0
539,164,9,0,0,0.0,0,168,180,156,63,34,180,0
555,162,43,4,10,0.49077146674490046,1,165,177,155,65,31,177,0
563,159,21,0,0,0.0,1,169,181,157,63,33,181,0
566,163,9,0,0,0.0,1,167,179,155,63,34,179,0
577,166,21,4,6,0.6957778321173012,1,166,178,154,63,34,178,0
577,172,9,0,0,0.0,1,165,177,153,63,34,177,0
581,1032,12,0,0,0.0,0,150,159,142,65,27,159,0
607,167,9,0,0,0.0,0,166,178,154,63,34,178,0
608,1121,15,0,0,0.0,1,155,167,167,127,18,167,0
637,572,9,0,0,0.0,0,150,171,132,65,58,171,0
650,162,18,0,0,0.0,0,166,178,154,63,34,178,0
668,159,9,0,0,0.0,0,170,180,155,59,35,180,0
671,172,18,0,0,0.0,0,168,179,153,60,37,179,0
683,163,20,0,0,0.0,0,170,180,155,59,35,180,0
708,158,9,0,0,0.0,1,169,182,154,62,39,182,0
715,163,15,0,0,0.0,1,170,180,155,59,35,180,0
720,1029,12,0,0,0.0,1,149,160,144,71,25,160,0
720,1033,9,0,0,0.0,1,149,160,144,71,25,160,0
722,159,9,0,0,0.0,1,170,180,153,58,38,180,0
727,323,9,0,0,0.0,0,160,177,141,62,51,177,0
728,158,9,0,0,0.0,1,171,181,154,58,38,181,0
742,163,15,0,0,0.0,0,170,180,153,58,38,180,0
759,842,21,3,6,0.5774471325813738,0,147,163,137,68,40,163,0
765,163,9,0,0,0.0,0,170,180,155,59,35,180,0
770,602,9,0,0,0.0,0,158,180,141,66,55,180,0
779,159,30,4,8,0.5086283009163574,0,172,183,152,57,43,183,0
794,477,18,0,0,0.0,0,160,180,145,66,49,180,0
794,1137,1348,5,336,0.015174435684923836,0,147,159,188,157,55,188,0
795,506,9,0,0,0.0,0,161,182,141,64,57,182,0
802,163,9,0,0,0.0,0,171,181,156,59,35,181,0
806,326,9,0,0,0.0,0,162,179,143,62,51,179,0
813,1025,16,0,0,0.0,0,148,159,143,71,25,159,0
819,625,9,0,0,0.0,0,159,180,139,64,58,180,0
826,163,29,0,0,0.0,1,170,181,151,58,42,181,0
826,591,9,0,0,0.0,0,159,179,141,64,54,179,0
828,1030,9,0,0,0.0,0,147,158,142,71,25,158,0
833,162,9,0,0,0.0,1,170,180,153,58,38,180,0
841,164,29,4,6,0.6609298206255435,1,169,179,152,58,38,179,0
851,834,9,0,0,0.0,0,149,165,139,68,40,165,0
858,542,9,0,0,0.0,0,159,180,137,63,60,180,0
859,157,31,5,7,0.6906171081501665,0,171,181,154,58,38,181,0
868,171,24,3,6,0.5848079341506377,1,168,178,151,58,38,178,0
878,161,12,0,0,0.0,1,171,181,154,58,38,181,0
897,163,17,0,0,0.0,1,170,180,153,58,38,180,0
903,158,26,4,5,0.8266102320164979,1,170,180,153,58,38,180,0
907,164,12,0,0,0.0,1,171,181,154,58,38,181,0
907,510,9,0,0,0.0,0,160,180,142,64,53,180,0
908,550,9,0,0,0.0,0,158,179,138,64,58,179,0
927,159,18,0,0,0.0,0,171,181,154,58,38,181,0
932,1025,95,8,15,0.5266945897281102,0,141,152,135,69,28,152,0
938,593,9,0,0,0.0,0,156,177,138,65,56,177,0
950,161,9,0,0,0.0,1,170,180,155,59,35,180,0
951,172,12,0,0,0.0,1,167,177,152,59,36,177,0
955,165,31,0,0,0.0,1,170,180,155,59,35,180,0
961,556,15,0,0,0.0,0,149,169,134,66,52,169,0
962,167,25,4,6,0.6555005190637873,1,169,179,154,59,35,179,0
971,158,12,0,0,0.0,1,172,182,157,59,35,182,0
972,163,12,0,0,0.0,1,170,180,155,59,35,180,0
973,169,12,0,0,0.0,1,169,179,154,59,35,179,0
977,163,15,0,0,0.0,1,169,179,154,59,35,179,0
992,166,9,0,0,0.0,1,169,179,154,59,35,179,0
996,155,15,0,0,0.0,1,169,179,154,59,35,179,0
999,161,24,3,7,0.4556570900720001,1,168,178,153,59,35,178,0
