x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,966,22,4,5,0.8660254144230933,1,140,149,153,140,21,153,0
19,968,2701,53,187,0.2858563685776056,1,140,146,120,52,45,146,0
22,130,98,6,19,0.32491897590405383,1,59,66,109,164,116,109,0
33,175,190,9,33,0.27315971393468685,1,103,110,89,56,48,110,0
40,191,34,4,8,0.4732399010734809,1,119,130,129,123,21,130,0
42,252,9,0,0,0.0,1,144,157,157,127,21,157,0
69,1085,463,13,48,0.27537037094819017,1,141,143,121,46,39,143,0
73,129,586,8,235,0.03742713845058649,1,147,159,139,68,32,159,0
103,1105,214,11,29,0.3833404533502763,1,90,89,95,177,16,95,0
106,101,140,8,24,0.34703940439144937,1,115,116,102,45,30,116,0
112,557,9,0,0,0.0,0,153,164,148,71,24,164,0
119,1101,23,3,6,0.5365254046950514,1,108,110,107,70,6,110,0
133,112,27,0,0,0.0,1,149,157,135,57,35,157,0
142,112,9,0,0,0.0,1,152,159,142,60,27,159,0
169,112,9,0,0,0.0,1,157,158,152,49,9,158,0
184,682,9,0,0,0.0,0,158,170,148,65,32,170,0
205,222,9,0,0,0.0,0,162,176,159,77,24,176,0
226,112,9,0,0,0.0,1,154,160,146,60,22,160,0
284,638,24,0,0,0.0,0,150,161,143,68,28,161,0
293,233,9,0,0,0.0,0,162,174,154,68,29,174,0
388,109,104,4,34,0.14096449275628292,1,147,156,161,142,22,161,0
395,580,54,6,11,0.5673483396469146,0,164,180,151,65,41,180,0
396,672,26,3,7,0.5545024720518935,1,165,179,148,61,44,179,0
400,666,16,0,0,0.0,1,165,179,151,63,39,179,0
403,671,9,0,0,0.0,1,165,178,151,62,38,178,0
407,735,18,0,0,0.0,0,162,175,146,61,42,175,0
412,674,12,0,0,0.0,1,165,178,148,60,42,178,0
422,736,28,4,7,0.535012274522766,1,161,174,146,62,41,174,0
422,745,9,0,0,0.0,1,161,174,146,62,41,174,0
440,688,28,4,7,0.6614816818923813,1,160,173,143,60,44,173,0
446,645,12,0,0,0.0,0,164,181,149,65,45,181,0
449,697,15,0,0,0.0,1,158,175,143,65,46,175,0
452,974,15,0,0,0.0,1,156,165,144,60,32,165,0
454,851,9,0,0,0.0,0,154,164,140,60,37,164,0
454,906,33,5,10,0.4885143710818155,0,156,166,142,60,36,166,0
457,707,9,0,0,0.0,1,159,172,142,60,44,172,0
462,737,18,0,0,0.0,0,160,174,139,59,51,174,0
466,971,145,10,19,0.5048732766191855,1,158,166,145,58,32,166,0
469,627,9,0,0,0.0,0,163,181,143,62,53,181,0
474,973,15,0,0,0.0,1,155,163,142,58,32,163,0
477,913,9,0,0,0.0,1,155,164,143,60,32,164,0
479,907,12,0,0,0.0,1,154,164,140,60,37,164,0
485,913,9,0,0,0.0,1,154,164,140,60,37,164,0
485,967,18,0,0,0.0,1,155,164,143,60,32,164,0
487,972,9,0,0,0.0,1,155,164,145,62,29,164,0
491,870,9,0,0,0.0,0,154,164,140,60,37,164,0
492,851,18,0,0,0.0,0,155,165,140,59,38,165,0
510,687,9,0,0,0.0,0,156,170,139,61,46,170,0
518,781,9,0,0,0.0,0,151,168,136,65,48,168,0
518,1133,95,3,38,0.09616441535426412,1,145,153,180,160,49,180,0
563,438,9,0,0,0.0,0,157,171,137,59,50,171,0
564,654,9,0,0,0.0,0,155,173,135,62,56,173,0
570,1134,198,0,0,0.0,1,149,158,185,159,49,185,0
571,1104,24,0,0,0.0,1,147,156,153,113,14,156,0
585,182,12,0,0,0.0,0,168,178,153,59,35,178,0
587,342,9,0,0,0.0,0,157,171,138,60,49,171,0
589,1104,24,0,0,0.0,1,147,154,156,136,14,156,0
595,1020,15,0,0,0.0,0,153,162,143,62,29,162,0
596,1104,12,0,0,0.0,1,146,155,150,103,14,155,0
605,184,32,4,10,0.437205224637726,0,168,178,151,58,38,178,0
613,1104,105,3,41,0.08444302743266804,1,145,155,155,127,16,155,0
614,1134,9,0,0,0.0,0,152,163,196,159,57,196,0
626,194,25,3,7,0.5325561983594874,0,164,174,147,58,39,174,0
632,182,9,0,0,0.0,1,166,179,151,62,39,179,0
633,1105,9,0,0,0.0,1,148,158,149,89,16,158,0
637,572,9,0,0,0.0,0,152,170,130,61,60,170,0
638,1051,9,0,0,0.0,0,151,160,143,65,27,160,0
642,175,40,5,7,0.7186016475436486,1,167,180,152,62,39,180,0
643,1105,12,0,0,0.0,1,145,155,151,110,16,155,0
648,1042,119,11,18,0.6129920419972854,1,151,160,143,65,27,160,0
653,1028,39,5,14,0.36151925311187105,1,149,158,141,65,27,158,0
654,1035,31,5,6,0.8808658870435783,1,147,156,139,65,27,156,0
666,1040,54,5,12,0.4406735816892104,1,147,156,139,65,27,156,0
667,176,59,5,12,0.46634857299768123,0,169,179,152,58,38,179,0
681,284,9,0,0,0.0,0,157,171,135,59,53,171,0
686,172,9,0,0,0.0,1,170,180,153,58,38,180,0
689,183,16,0,0,0.0,1,167,178,148,58,42,178,0
693,172,50,5,12,0.4376710838335209,1,171,180,153,56,38,180,0
711,654,9,0,0,0.0,0,155,173,135,62,56,173,0
717,173,85,11,12,0.8713347749453692,1,171,181,154,58,38,181,0
721,190,18,0,0,0.0,1,165,176,146,58,43,176,0
721,1136,552,6,141,0.043382357730676106,0,139,152,172,153,48,172,0
723,807,892,31,35,0.8749015862293466,0,141,150,107,51,73,150,1
729,169,12,0,0,0.0,1,169,182,152,60,42,182,0
736,169,49,5,10,0.5010377680141619,1,169,181,151,59,42,181,0
745,1033,12,0,0,0.0,1,145,156,139,70,27,156,0
748,176,24,3,10,0.33824642355984597,1,168,179,148,57,44,179,0
748,183,35,5,8,0.6718938151742497,1,166,177,147,58,43,177,0
752,284,17,0,0,0.0,0,159,171,135,56,53,171,0
753,1033,12,0,0,0.0,1,146,157,141,71,25,157,0
758,847,9,0,0,0.0,1,147,159,129,59,48,159,0
760,841,12,0,0,0.0,1,148,159,129,58,48,159,0
