x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,953,64,4,17,0.22767680589761433,1,144,155,159,138,24,159,0
10,981,36,0,0,0.0,1,147,152,148,93,8,152,0
10,990,9,0,0,0.0,1,145,151,146,92,10,151,0
11,907,12,0,0,0.0,1,149,151,151,127,3,151,0
11,935,21,0,0,0.0,1,147,151,144,66,11,151,0
16,907,44,7,9,0.7723108460119812,1,151,150,127,40,40,151,0
22,976,1737,554,12767,0.04345009293218245,1,141,145,120,49,43,145,0
23,131,71,5,17,0.3017428917050679,1,77,63,103,184,99,103,0
35,176,188,8,30,0.2868125864242227,1,102,110,101,80,20,110,0
41,190,43,3,11,0.34276237517468355,1,123,130,138,150,27,138,0
43,251,16,0,0,0.0,1,145,158,156,120,20,158,0
43,257,12,0,0,0.0,1,147,161,154,106,22,161,0
69,1084,417,13,42,0.3128275737542823,1,142,145,121,47,42,145,0
72,130,490,14,51,0.2802147112558056,1,151,166,142,69,36,166,0
103,1106,184,11,27,0.4150380306704893,1,102,110,111,132,20,111,0
119,1101,31,3,8,0.3896412915591568,1,120,122,116,56,12,122,0
158,630,1672,42,48,0.8683738281323555,0,147,154,120,51,56,154,199
159,461,1939,46,51,0.8994749459785091,0,148,155,121,51,55,155,183
159,522,1825,43,51,0.8393037490312081,0,149,157,120,51,60,157,182
159,689,1388,38,44,0.8603496891679662,0,136,141,107,48,61,141,192
160,745,1595,41,46,0.897028466323037,0,136,142,108,50,61,142,191
160,807,1850,46,48,0.9685819192235553,0,142,146,114,47,55,146,190
161,974,3119,61,63,0.9669560472822999,0,133,136,109,47,50,136,215
162,242,2622,54,59,0.9253857810074692,0,141,147,121,52,45,147,197
162,575,1115,36,37,0.9838340315602498,0,150,160,125,54,55,160,181
164,180,1514,41,44,0.9406455532653845,0,137,143,115,51,49,143,144
164,405,916,32,34,0.9410605821651618,0,140,147,114,51,57,147,184
218,401,1770,44,49,0.8909312491248929,0,149,156,123,51,53,156,96
219,113,12,0,0,0.0,1,159,164,155,66,13,164,0
219,518,1420,39,43,0.913529348609104,0,152,162,125,53,58,162,94
219,633,785,29,32,0.9083473686058556,0,141,147,109,49,65,147,179
220,575,1582,43,44,0.9797320609840543,0,149,157,118,51,63,157,180
220,688,1335,39,42,0.9332104239900453,0,149,157,121,51,58,157,178
220,744,1406,40,42,0.9698763284686779,0,146,152,116,49,60,152,200
221,806,1793,44,49,0.8987836846105617,0,145,150,118,49,54,150,189
222,182,1277,36,43,0.8350250891238102,0,141,148,117,52,53,148,143
222,463,1570,42,45,0.9294813930653528,0,152,161,128,54,52,161,95
223,241,1233,38,39,0.9763760064090152,0,139,147,116,53,53,147,196
272,920,1357,39,42,0.9326713574195589,0,139,145,111,50,59,145,187
273,243,1226,37,39,0.9667701393751191,0,145,151,123,51,47,151,195
275,578,1595,43,45,0.972322777072912,0,155,166,126,54,61,166,64
275,856,1928,48,49,0.9860042188844855,0,148,154,120,49,56,154,186
276,181,1342,37,43,0.868687373709823,0,147,154,121,51,54,154,142
277,519,1142,35,38,0.9287708446054259,0,157,168,128,54,60,168,93
277,690,1814,46,48,0.9566261602554904,0,149,157,119,51,61,157,177
280,406,2520,53,58,0.922477684825629,0,146,154,117,51,61,154,198
283,638,22,4,5,0.8737262400095507,0,152,168,141,67,40,168,0
323,112,32,0,0,0.0,1,157,167,159,93,15,167,0
329,920,1624,43,46,0.9297803552934083,0,150,156,122,50,55,156,188
330,857,1477,41,43,0.9524956397080261,0,148,154,120,49,56,154,185
332,576,1068,34,38,0.888651364794294,0,145,157,110,53,76,157,63
333,182,1699,45,46,0.9703462366099466,0,139,146,113,51,57,146,141
333,241,981,32,36,0.8970851254828239,0,148,155,120,50,57,155,194
333,517,1103,36,37,0.9716645189330235,0,148,156,115,50,67,156,92
365,454,14,0,0,0.0,0,169,185,158,67,37,185,0
384,1035,2046,49,50,0.9828113179772281,0,136,139,108,46,56,139,157
386,293,1173,36,38,0.9608707133717702,0,138,145,111,51,59,145,112
386,517,1119,36,37,0.9944866019226272,0,147,156,113,51,70,156,91
386,802,946,32,35,0.8968533464452353,0,154,160,122,49,60,160,115
386,974,1441,40,43,0.9457688300497712,0,145,150,118,49,54,150,120
387,238,1183,36,39,0.9171963276836158,0,148,154,118,49,59,154,193
388,179,1082,35,37,0.9582439581264293,0,133,140,106,51,61,140,140
388,352,888,32,34,0.9405957815278656,0,150,157,121,50,58,157,111
388,746,1570,43,44,0.9729327602956767,0,146,154,113,50,67,154,116
388,861,1512,40,45,0.8822083758056845,0,150,158,121,51,59,158,118
389,110,63,3,21,0.1510454423396461,1,157,166,161,103,13,166,0
390,579,1311,39,40,0.9546313562102376,0,150,161,118,53,68,161,62
390,915,1740,43,48,0.9055664312960844,0,153,159,123,49,57,159,119
441,518,1073,35,37,0.9475802704614372,0,150,161,118,53,68,161,90
441,579,1224,36,41,0.8803532755458106,0,151,163,117,53,71,163,61
443,745,1521,42,43,0.9780751561147589,0,148,157,114,51,69,157,117
443,803,1637,43,45,0.9576150486139193,0,151,159,120,51,62,159,114
443,1032,1619,41,48,0.8564841084660818,0,139,144,112,49,56,144,156
444,294,1073,35,36,0.9660724404740582,0,151,159,120,51,62,159,109
444,351,1199,37,39,0.9518328269102043,0,148,158,117,52,66,158,110
444,972,1445,41,42,0.9670602201245106,0,144,150,116,50,57,150,155
447,177,1483,41,43,0.9546981651913741,0,149,157,117,50,64,157,139
447,236,1606,42,46,0.9168809647787751,0,151,159,122,51,59,159,138
498,916,1076,35,36,0.9655894361187413,0,144,151,117,51,57,151,154
499,460,2029,47,52,0.903439281337323,0,150,162,116,53,72,162,89
500,575,1295,38,40,0.9579744455836288,0,153,165,118,53,72,165,60
500,684,2263,51,54,0.9426427833251745,0,148,160,114,53,73,160,21
500,800,1159,36,38,0.9366848015111391,0,154,162,121,50,64,162,113
501,352,1138,35,39,0.9003897121720905,0,148,157,117,52,64,157,137
501,518,1237,37,40,0.9274213104874108,0,144,156,108,53,78,156,59
501,862,1649,44,45,0.9643998325345056,0,143,151,110,50,69,151,153
502,290,1494,41,43,0.9556624466477301,0,147,155,114,50,67,155,108
502,747,1101,35,38,0.9419192387906316,0,154,165,122,53,66,165,22
503,1029,2150,50,52,0.9652136664883442,0,136,139,108,46,56,139,158
532,1134,18,0,0,0.0,0,148,158,186,158,52,186,0
554,745,847,30,33,0.9244567114012918,0,149,161,115,53,72,161,23
555,916,1651,43,46,0.9357948208179016,0,137,143,107,49,64,143,80
556,519,1379,40,42,0.9592097635180783,0,145,158,105,52,85,158,58
556,803,1666,45,45,0.9915974604030174,0,145,154,111,51,71,154,24
557,687,1153,34,39,0.8751126056889597,0,152,164,116,53,74,164,20
559,576,1165,35,40,0.859423939456999,0,153,165,115,52,77,165,57
562,1134,15,0,0,0.0,1,148,155,191,163,57,191,0
570,1107,30,0,0,0.0,1,151,158,149,75,14,158,0
571,1134,24,0,0,0.0,1,148,155,191,163,57,191,0
586,1107,15,0,0,0.0,1,149,157,146,73,17,157,0
589,1134,15,0,0,0.0,0,145,155,187,159,57,187,0
601,1134,12,0,0,0.0,0,146,157,183,157,51,183,0
610,976,1285,38,41,0.9318291811430613,0,140,147,113,51,58,147,77
611,691,1182,37,38,0.9701295246329581,0,152,165,111,52,83,165,19
612,860,1030,34,36,0.9413848190732952,0,149,157,120,51,60,157,79
613,174,2626,54,60,0.9004593523366013,0,158,165,123,49,64,165,107
613,241,2512,54,58,0.9463839520073294,0,145,153,112,50,68,153,106
613,1135,9,0,0,0.0,0,148,156,180,159,45,180,0
614,630,1194,36,40,0.9190428801863328,0,152,165,112,52,81,165,18
615,918,744,28,31,0.9088059053914926,0,142,152,115,53,62,152,78
634,1107,15,0,0,0.0,1,148,158,150,93,16,158,0
636,572,9,0,0,0.0,0,158,179,136,63,61,179,0
643,1135,24,0,0,0.0,1,146,157,181,156,49,181,0
651,1107,24,0,0,0.0,1,148,155,148,85,11,155,0
667,861,1465,41,42,0.9828703403583054,0,144,153,110,51,71,153,73
667,1034,1862,46,49,0.9469448096904322,0,133,140,107,51,60,140,159
670,631,1542,42,44,0.9490334040756637,0,148,161,107,52,85,161,17
670,689,1540,42,44,0.9400351976831732,0,153,166,113,52,81,166,33
670,915,1248,37,40,0.9104596687680248,0,143,154,114,54,66,154,74
670,972,1646,44,45,0.9766011995979204,0,140,147,113,51,58,147,76
716,1137,550,5,130,0.04591708948593714,1,135,141,165,161,46,165,0
722,465,1804,45,48,0.9332548759031183,0,157,170,114,52,83,170,10
724,178,1004,34,36,0.9557490815191948,0,156,163,121,49,65,163,88
724,916,705,27,30,0.9119011615790263,0,145,155,120,54,57,155,75
725,241,2275,52,53,0.9728972861178241,0,151,158,114,49,71,158,105
725,403,1491,41,43,0.9538561510359403,0,153,164,108,50,87,164,11
725,744,1755,42,51,0.8161348664131297,0,150,162,114,53,75,162,34
726,306,9,0,0,0.0,0,167,181,148,60,46,181,0
726,857,1333,38,42,0.898429038464053,0,145,156,114,53,68,156,28
727,1036,1431,38,46,0.827602116931832,0,133,139,111,51,51,139,160
728,802,621,26,30,0.8657633841386917,0,151,162,119,53,67,162,27
728,975,1011,33,36,0.9114344534278133,0,141,148,114,51,58,148,32
764,324,88,9,13,0.7164908847231927,1,169,186,150,62,49,186,0
766,316,9,0,0,0.0,1,167,184,151,64,45,184,0
778,313,14,0,0,0.0,1,167,185,147,62,52,185,0
781,323,18,0,0,0.0,1,168,186,148,62,52,186,0
781,464,1535,42,44,0.9625184288954813,0,157,171,113,52,86,171,9
782,329,9,0,0,0.0,1,168,186,148,62,52,186,0
782,800,1330,39,40,0.976938875109047,0,149,161,115,53,72,161,26
783,179,2256,51,55,0.9320995763055907,0,151,158,116,49,67,158,87
784,859,1349,39,42,0.9330987896760802,0,148,157,114,51,69,157,29
784,916,1583,41,47,0.8617331122082033,0,141,149,110,51,66,149,30
785,237,940,32,35,0.9032119356980359,0,149,158,111,50,75,158,86
785,405,1248,37,40,0.928288160671953,0,148,159,103,50,89,159,12
785,742,1009,33,36,0.9230161865892154,0,144,154,102,50,86,154,25
785,973,948,32,34,0.9455330487369484,0,132,139,105,51,62,139,31
785,1032,1574,43,44,0.9685649008614702,0,131,138,106,51,59,138,161
803,1137,50,3,19,0.18201391814327728,0,140,154,180,155,56,180,0
831,580,1926,41,57,0.7289612293346872,0,155,169,110,52,89,169,1
836,518,1108,34,38,0.9076934932268175,0,155,168,112,52,85,168,2
839,803,1642,43,46,0.9478119423717697,0,147,156,111,51,73,156,35
842,402,2002,46,54,0.859826984427781,0,153,163,113,50,78,163,13
845,193,33,5,7,0.7156193177614375,0,170,183,155,62,39,183,0
847,1058,35,5,8,0.6163980577971795,0,143,153,140,75,21,153,0
858,187,9,0,0,0.0,1,172,185,157,62,38,185,0
868,193,39,5,10,0.48226418609432475,1,171,181,154,58,38,181,0
884,180,9,0,0,0.0,1,172,185,159,63,35,185,0
885,187,39,4,12,0.3880388760432606,1,171,184,158,63,36,184,0
892,180,27,4,7,0.5334516024746192,1,172,185,159,63,35,185,0
894,579,1664,43,46,0.9298323779045158,0,156,169,113,52,84,169,4
896,519,1630,42,47,0.9060942458386336,0,155,168,112,52,85,168,3
901,179,63,6,14,0.43399515414130047,1,173,186,158,62,38,186,0
905,1056,9,0,0,0.0,0,141,152,136,71,26,152,0
913,180,50,6,10,0.5793496742990901,1,172,185,159,63,35,185,0
921,180,9,0,0,0.0,1,171,184,158,63,36,184,0
923,1136,901,5,215,0.02419502018662801,1,146,158,170,148,36,170,0
947,239,2368,51,57,0.8919026127234451,0,145,153,107,49,76,153,85
948,693,1371,38,46,0.8411975421550243,0,141,151,99,50,87,151,41
948,1034,1680,42,48,0.8744942191416847,0,130,136,108,51,52,136,162
950,464,1144,38,38,0.9795101776567438,0,149,162,109,52,83,162,49
