x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
21,1033,350,15,29,0.5274888266874564,1,105,102,97,26,19,105,0
27,926,482,5,111,0.05146857415493418,0,143,146,132,51,24,146,0
27,995,12,0,0,0.0,0,141,144,130,51,24,144,0
31,1023,12,0,0,0.0,1,131,136,113,51,43,136,0
33,176,175,10,25,0.41346420856444216,1,108,110,105,59,11,110,0
39,191,30,3,8,0.40718446310856876,1,125,135,129,101,18,135,0
41,222,9,0,0,0.0,1,150,158,161,139,17,161,0
65,1070,70,3,21,0.1707764501547201,1,144,146,128,47,31,146,0
71,128,22,3,6,0.44842183067710567,1,157,173,147,68,38,173,0
79,131,287,22,258,0.08765777651958148,1,152,161,156,103,14,161,0
82,1088,100,4,26,0.1652957165262882,1,141,144,134,55,17,144,0
100,1108,112,8,20,0.4285824994544895,1,109,111,98,49,29,111,0
107,101,134,7,23,0.33264346185042565,1,115,122,106,61,33,122,0
111,557,15,0,0,0.0,0,154,168,151,77,25,168,0
119,246,9,0,0,0.0,0,161,174,164,94,19,174,0
120,1105,21,0,0,0.0,1,104,109,104,85,11,109,0
176,229,46,6,9,0.6027134158410411,0,153,167,156,94,21,167,0
282,854,9,0,0,0.0,0,160,169,150,62,28,169,0
284,638,23,4,5,0.8660254144230933,0,151,166,145,72,32,166,0
353,218,15,0,0,0.0,0,167,182,161,72,29,182,0
383,352,12,0,0,0.0,0,167,185,161,74,33,185,0
385,107,9,0,0,0.0,1,153,163,153,85,15,163,0
399,1107,53,6,13,0.455578600462833,1,133,139,129,67,18,139,0
405,864,16,0,0,0.0,0,155,164,145,62,29,164,0
442,1120,12,0,0,0.0,1,153,161,159,116,12,161,0
452,851,9,0,0,0.0,0,149,161,139,65,34,161,0
461,1121,12,0,0,0.0,1,154,162,165,139,17,165,0
493,999,16,0,0,0.0,0,152,161,144,65,26,161,0
607,1019,9,0,0,0.0,0,149,160,143,69,27,160,0
622,182,12,0,0,0.0,0,167,180,154,63,36,180,0
637,571,12,0,0,0.0,0,155,175,138,65,53,175,0
641,1118,12,0,0,0.0,1,155,166,156,88,16,166,0
656,172,15,0,0,0.0,1,168,181,155,63,36,181,0
662,1021,12,0,0,0.0,0,149,160,144,71,25,160,0
667,180,18,0,0,0.0,1,168,181,155,63,36,181,0
677,673,12,0,0,0.0,0,156,176,139,65,53,176,0
688,175,9,0,0,0.0,0,168,181,154,62,38,181,0
694,308,12,0,0,0.0,1,160,177,145,65,46,177,0
698,302,12,0,0,0.0,1,162,176,147,63,42,176,0
711,793,12,0,0,0.0,0,152,168,139,65,44,168,0
723,163,14,0,0,0.0,0,171,184,156,62,38,184,0
723,746,918,31,35,0.8806166837625592,0,143,156,113,55,70,156,1
723,1137,693,5,151,0.03432976930280801,1,134,143,165,157,47,165,0
724,177,9,0,0,0.0,0,168,181,153,62,39,181,0
737,174,16,0,0,0.0,1,167,180,154,63,36,180,0
744,1028,9,0,0,0.0,0,148,159,143,71,25,159,0
747,168,12,0,0,0.0,1,170,183,157,63,36,183,0
759,843,75,5,18,0.29649431058338876,0,150,163,137,63,40,163,0
769,164,9,0,0,0.0,0,172,185,157,62,38,185,0
789,530,15,0,0,0.0,0,161,181,145,66,50,181,0
793,166,9,0,0,0.0,0,171,184,156,62,38,184,0
794,432,15,0,0,0.0,0,160,180,140,63,56,180,0
795,1027,12,0,0,0.0,0,148,159,143,71,25,159,0
803,1137,66,4,17,0.25863933593743016,1,138,153,175,152,53,175,0
804,186,9,0,0,0.0,0,166,179,151,62,39,179,0
