,transfer_n,plate,antibiotic,exp,strain_x,strain_x_hat,mean,weight,mw
0,3,1,none,20220412,U,U,1.0,1,1.0
1,3,1,none,20220412,U,S,0.0,1,0.0
2,3,1,none,20220412,U,A_r,0.0,1,0.0
3,3,1,none,20220412,U,B_r,0.0,1,0.0
4,3,1,none,20220412,U,A&B,0.0,1,0.0
5,3,1,none,20220412,U,AB_r,0.0,1,0.0
6,2,2,A,20220412,U,U,1.0,74,74.0
7,2,2,A,20220412,U,S,0.0,74,0.0
8,2,2,A,20220412,U,A_r,0.0,74,0.0
9,2,2,A,20220412,U,B_r,0.0,74,0.0
10,2,2,A,20220412,U,A&B,0.0,74,0.0
11,2,2,A,20220412,U,AB_r,0.0,74,0.0
12,2,6,A,20220412,U,U,1.0,48,48.0
13,2,6,A,20220412,U,S,0.0,48,0.0
14,2,6,A,20220412,U,A_r,0.0,48,0.0
15,2,6,A,20220412,U,B_r,0.0,48,0.0
16,2,6,A,20220412,U,A&B,0.0,48,0.0
17,2,6,A,20220412,U,AB_r,0.0,48,0.0
18,3,2,A,20220412,U,U,1.0,60,60.0
19,3,2,A,20220412,U,S,0.0,60,0.0
20,3,2,A,20220412,U,A_r,0.0,60,0.0
21,3,2,A,20220412,U,B_r,0.0,60,0.0
22,3,2,A,20220412,U,A&B,0.0,60,0.0
23,3,2,A,20220412,U,AB_r,0.0,60,0.0
24,3,6,A,20220412,U,U,1.0,54,54.0
25,3,6,A,20220412,U,S,0.0,54,0.0
26,3,6,A,20220412,U,A_r,0.0,54,0.0
27,3,6,A,20220412,U,B_r,0.0,54,0.0
28,3,6,A,20220412,U,A&B,0.0,54,0.0
29,3,6,A,20220412,U,AB_r,0.0,54,0.0
30,4,2,A,20220412,U,U,1.0,51,51.0
31,4,2,A,20220412,U,S,0.0,51,0.0
32,4,2,A,20220412,U,A_r,0.0,51,0.0
33,4,2,A,20220412,U,B_r,0.0,51,0.0
34,4,2,A,20220412,U,A&B,0.0,51,0.0
35,4,2,A,20220412,U,AB_r,0.0,51,0.0
36,4,6,A,20220412,U,U,0.9545454545454546,44,42.0
37,4,6,A,20220412,U,S,0.0,44,0.0
38,4,6,A,20220412,U,A_r,0.045454545454545456,44,2.0
39,4,6,A,20220412,U,B_r,0.0,44,0.0
40,4,6,A,20220412,U,A&B,0.0,44,0.0
41,4,6,A,20220412,U,AB_r,0.0,44,0.0
42,5,2,A,20220412,U,U,1.0,55,55.0
43,5,2,A,20220412,U,S,0.0,55,0.0
44,5,2,A,20220412,U,A_r,0.0,55,0.0
45,5,2,A,20220412,U,B_r,0.0,55,0.0
46,5,2,A,20220412,U,A&B,0.0,55,0.0
47,5,2,A,20220412,U,AB_r,0.0,55,0.0
48,5,5,A,20220412,U,U,0.7285714285714285,70,51.0
49,5,5,A,20220412,U,S,0.0,70,0.0
50,5,5,A,20220412,U,A_r,0.2714285714285714,70,19.0
51,5,5,A,20220412,U,B_r,0.0,70,0.0
52,5,5,A,20220412,U,A&B,0.0,70,0.0
53,5,5,A,20220412,U,AB_r,0.0,70,0.0
54,5,6,A,20220412,U,U,1.0,47,47.0
55,5,6,A,20220412,U,S,0.0,47,0.0
56,5,6,A,20220412,U,A_r,0.0,47,0.0
57,5,6,A,20220412,U,B_r,0.0,47,0.0
58,5,6,A,20220412,U,A&B,0.0,47,0.0
59,5,6,A,20220412,U,AB_r,0.0,47,0.0
60,6,2,A,20220412,U,U,1.0,83,83.0
61,6,2,A,20220412,U,S,0.0,83,0.0
62,6,2,A,20220412,U,A_r,0.0,83,0.0
63,6,2,A,20220412,U,B_r,0.0,83,0.0
64,6,2,A,20220412,U,A&B,0.0,83,0.0
65,6,2,A,20220412,U,AB_r,0.0,83,0.0
66,6,5,A,20220412,U,U,1.0,117,117.0
67,6,5,A,20220412,U,S,0.0,117,0.0
68,6,5,A,20220412,U,A_r,0.0,117,0.0
69,6,5,A,20220412,U,B_r,0.0,117,0.0
70,6,5,A,20220412,U,A&B,0.0,117,0.0
71,6,5,A,20220412,U,AB_r,0.0,117,0.0
72,6,6,A,20220412,U,U,1.0,27,27.0
73,6,6,A,20220412,U,S,0.0,27,0.0
74,6,6,A,20220412,U,A_r,0.0,27,0.0
75,6,6,A,20220412,U,B_r,0.0,27,0.0
76,6,6,A,20220412,U,A&B,0.0,27,0.0
77,6,6,A,20220412,U,AB_r,0.0,27,0.0
78,7,2,A,20220412,U,U,1.0,76,76.0
79,7,2,A,20220412,U,S,0.0,76,0.0
