,transfer,row,col,strain_wanted,strain_real,contaminated,replicate
t3_S_J5,3,J,5,,,False,1
t3_S_J6,3,J,6,,,False,3
t3_S_J7,3,J,7,,,False,1
t3_S_J8,3,J,8,,,False,3
t3_S_J9,3,J,9,,,False,1
t3_S_J10,3,J,10,,,False,3
t3_S_J11,3,J,11,,,False,1
t3_S_J12,3,J,12,,,False,3
t3_S_J13,3,J,13,,,False,1
t3_S_J14,3,J,14,,,False,3
t3_S_J15,3,J,15,,,False,1
t3_S_J16,3,J,16,,,False,3
t3_S_J17,3,J,17,,,False,1
t3_S_J18,3,J,18,,,False,3
t3_S_J19,3,J,19,,,False,1
t3_S_J20,3,J,20,,,False,3
t3_S_J21,3,J,21,,,False,1
t3_S_J22,3,J,22,,,False,3
t3_S_J23,3,J,23,,,False,1
t3_S_J24,3,J,24,,,False,3
t3_S_K1,3,K,1,,,False,0
t3_S_K2,3,K,2,,,False,2
t3_S_K3,3,K,3,,,False,0
t3_S_K4,3,K,4,,,False,2
t3_S_K5,3,K,5,,,False,0
t3_S_K6,3,K,6,,,False,2
t3_S_K7,3,K,7,,,False,0
t3_S_K8,3,K,8,,,False,2
t3_S_K9,3,K,9,,,False,0
t3_S_K10,3,K,10,,,False,2
t3_S_K11,3,K,11,,,False,0
t3_S_K12,3,K,12,,,False,2
t3_S_K13,3,K,13,,,False,0
t3_S_K14,3,K,14,,,False,2
t3_S_K15,3,K,15,,,False,0
t3_S_K16,3,K,16,,,False,2
t3_S_K17,3,K,17,,,False,0
t3_S_K18,3,K,18,,,False,2
t3_S_K19,3,K,19,,,False,0
t3_S_K20,3,K,20,,,False,2
t3_S_K21,3,K,21,,,False,0
t3_S_K22,3,K,22,,,False,2
t3_S_K23,3,K,23,,,False,0
t3_S_K24,3,K,24,,,False,2
t3_S_L1,3,L,1,,,False,1
t3_S_L2,3,L,2,,,False,3
t3_S_L3,3,L,3,,,False,1
t3_S_L4,3,L,4,,,False,3
t3_S_L5,3,L,5,,,False,1
t3_S_L6,3,L,6,,,False,3
t3_S_L7,3,L,7,,,False,1
t3_S_L8,3,L,8,,,False,3
t3_S_L9,3,L,9,,,False,1
t3_S_L10,3,L,10,,,False,3
t3_S_L11,3,L,11,,,False,1
t3_S_L12,3,L,12,,,False,3
t3_S_L13,3,L,13,,,False,1
t3_S_L14,3,L,14,,,False,3
t3_S_L15,3,L,15,,,False,1
t3_S_L16,3,L,16,,,False,3
t3_S_L17,3,L,17,,,False,1
t3_S_L18,3,L,18,,,False,3
t3_S_L19,3,L,19,,,False,1
t3_S_L20,3,L,20,,,False,3
t3_S_L21,3,L,21,,,False,1
t3_S_L22,3,L,22,,,False,3
t3_S_L23,3,L,23,,,False,1
t3_S_L24,3,L,24,,,False,3
t3_S_M1,3,M,1,,,False,0
t3_S_M2,3,M,2,,,False,2
t3_S_M3,3,M,3,,,False,0
t3_S_M4,3,M,4,,,False,2
t3_S_M5,3,M,5,,,False,0
t3_S_M6,3,M,6,,,False,2
t3_S_M7,3,M,7,,,False,0
t3_S_M8,3,M,8,,,False,2
t3_S_M9,3,M,9,,,False,0
t3_S_M10,3,M,10,,,False,2
t3_S_M11,3,M,11,,,False,0
t3_S_M12,3,M,12,,,False,2
t3_S_M13,3,M,13,,,False,0
t3_S_M14,3,M,14,,,False,2
t3_S_M15,3,M,15,,,False,0
t3_S_M16,3,M,16,,,False,2
t3_S_M17,3,M,17,,,False,0
t3_S_M18,3,M,18,,,False,2
t3_S_M19,3,M,19,,,False,0
t3_S_M20,3,M,20,,,False,2
t3_S_M21,3,M,21,,,False,0
t3_S_M22,3,M,22,,,False,2
t3_S_M23,3,M,23,,,False,0
t3_S_M24,3,M,24,,,False,2
t3_S_N1,3,N,1,,,False,1
t3_S_N2,3,N,2,,,False,3
t3_S_N3,3,N,3,,,False,1
t3_S_N4,3,N,4,,,False,3
t3_S_N5,3,N,5,,,False,1
t3_S_N6,3,N,6,,,False,3
t3_S_N7,3,N,7,,,False,1
t3_S_N8,3,N,8,,,False,3
t3_S_N9,3,N,9,,,False,1
t3_S_N10,3,N,10,,,False,3
t3_S_N11,3,N,11,,,False,1
t3_S_N12,3,N,12,,,False,3
t3_S_N13,3,N,13,,,False,1
t3_S_N14,3,N,14,,,False,3
t3_S_N15,3,N,15,,,False,1
t3_S_N16,3,N,16,,,False,3
t3_S_N17,3,N,17,,,False,1
t3_S_N18,3,N,18,,,False,3
t3_S_N19,3,N,19,,,False,1
t3_S_N20,3,N,20,,,False,3
t3_S_N21,3,N,21,,,False,1
t3_S_N22,3,N,22,,,False,3
t3_S_N23,3,N,23,,,False,1
t3_S_N24,3,N,24,,,False,3
t3_S_O1,3,O,1,,,False,0
t3_S_O2,3,O,2,,,False,2
t3_S_O3,3,O,3,,,False,0
t3_S_O4,3,O,4,,,False,2
t3_S_O5,3,O,5,,,False,0
t3_S_O6,3,O,6,,,False,2
t3_S_O7,3,O,7,,,False,0
t3_S_O8,3,O,8,,,False,2
t3_S_O9,3,O,9,,,False,0
t3_S_O10,3,O,10,,,False,2
t3_S_O11,3,O,11,,,False,0
t3_S_O12,3,O,12,,,False,2
t3_S_O13,3,O,13,,,False,0
t3_S_O14,3,O,14,,,False,2
t3_S_O15,3,O,15,,,False,0
t3_S_O16,3,O,16,,,False,2
t3_S_O17,3,O,17,,,False,0
t3_S_O18,3,O,18,,,False,2
t3_S_O19,3,O,19,,,False,0
t3_S_O20,3,O,20,,,False,2
t3_S_O21,3,O,21,,,False,0
t3_S_O22,3,O,22,,,False,2
t3_S_O23,3,O,23,,,False,0
t3_S_O24,3,O,24,,,False,2
t3_S_P1,3,P,1,,,False,1
t3_S_P2,3,P,2,,,False,3
t3_S_P3,3,P,3,,,False,1
t3_S_P4,3,P,4,,,False,3
t3_S_P5,3,P,5,,,False,1
t3_S_P6,3,P,6,,,False,3
t3_S_P7,3,P,7,,,False,1
t3_S_P8,3,P,8,,,False,3
t3_S_P9,3,P,9,,,False,1
t3_S_P10,3,P,10,,,False,3
t3_S_P11,3,P,11,,,False,1
t3_S_P12,3,P,12,,,False,3
t3_S_P13,3,P,13,,,False,1
t3_S_P14,3,P,14,,,False,3
t3_S_P15,3,P,15,,,False,1
t3_S_P16,3,P,16,,,False,3
t3_S_P17,3,P,17,,,False,1
t3_S_P18,3,P,18,,,False,3
t3_S_P19,3,P,19,,,False,1
t3_S_P20,3,P,20,,,False,3
t3_S_P21,3,P,21,,,False,1
t3_S_P22,3,P,22,,,False,3
t3_S_P23,3,P,23,,,False,1
t3_S_P24,3,P,24,,,False,3
t4_S_A1,4,A,1,,,False,0
t4_S_A2,4,A,2,,,False,2
t4_S_A3,4,A,3,,,False,0
t4_S_A4,4,A,4,,,False,2
t4_S_A5,4,A,5,,,False,0
t4_S_A6,4,A,6,,,False,2
t4_S_A7,4,A,7,,,False,0
t4_S_A8,4,A,8,,,False,2
t4_S_A9,4,A,9,,,False,0
t4_S_A10,4,A,10,,,False,2
t4_S_A11,4,A,11,,,False,0
t4_S_A12,4,A,12,,,False,2
t4_S_A13,4,A,13,,,False,0
t4_S_A14,4,A,14,,,False,2
t4_S_A15,4,A,15,,,False,0
t4_S_A16,4,A,16,,,False,2
t4_S_A17,4,A,17,,,False,0
t4_S_A18,4,A,18,,,False,2
t4_S_A19,4,A,19,,,False,0
t4_S_A20,4,A,20,,,False,2
t4_S_A21,4,A,21,,,False,0
t4_S_A22,4,A,22,,,False,2
t4_S_A23,4,A,23,,,False,0
t4_S_A24,4,A,24,,,False,2
t4_S_B1,4,B,1,,,False,1
t4_S_B2,4,B,2,,,False,3
t4_S_B3,4,B,3,,,False,1
t4_S_B4,4,B,4,,,False,3
t4_S_B5,4,B,5,,,False,1
t4_S_B6,4,B,6,,,False,3
t4_S_B7,4,B,7,,,False,1
t4_S_B8,4,B,8,,,False,3
t4_S_B9,4,B,9,,,False,1
t4_S_B10,4,B,10,,,False,3
t4_S_B11,4,B,11,,,False,1
t4_S_B12,4,B,12,,,False,3
t4_S_B13,4,B,13,,,False,1
t4_S_B14,4,B,14,,,False,3
t4_S_B15,4,B,15,,,False,1
t4_S_B16,4,B,16,,,False,3
t4_S_B17,4,B,17,,,False,1
t4_S_B18,4,B,18,,,False,3
t4_S_B19,4,B,19,,,False,1
t4_S_B20,4,B,20,,,False,3
t4_S_B21,4,B,21,,,False,1
t4_S_B22,4,B,22,,,False,3
t4_S_B23,4,B,23,,,False,1
t4_S_B24,4,B,24,,,False,3
t4_S_C1,4,C,1,,,False,0
t4_S_C2,4,C,2,,,False,2
t4_S_C3,4,C,3,,,False,0
t4_S_C4,4,C,4,,,False,2
t4_S_C5,4,C,5,,,False,0
t4_S_C6,4,C,6,,,False,2
t4_S_C7,4,C,7,,,False,0
t4_S_C8,4,C,8,,,False,2
t4_S_C9,4,C,9,,,False,0
t4_S_C10,4,C,10,,,False,2
t4_S_C11,4,C,11,,,False,0
t4_S_C12,4,C,12,,,False,2
t4_S_C13,4,C,13,,,False,0
t4_S_C14,4,C,14,,,False,2
t4_S_C15,4,C,15,,,False,0
t4_S_C16,4,C,16,,,False,2
t4_S_C17,4,C,17,,,False,0
t4_S_C18,4,C,18,,,False,2
t4_S_C19,4,C,19,,,False,0
t4_S_C20,4,C,20,,,False,2
t4_S_C21,4,C,21,,,False,0
t4_S_C22,4,C,22,,,False,2
t4_S_C23,4,C,23,,,False,0
t4_S_C24,4,C,24,,,False,2
t4_S_D1,4,D,1,,,False,1
t4_S_D2,4,D,2,,,False,3
t4_S_D3,4,D,3,,,False,1
t4_S_D4,4,D,4,,,False,3
t4_S_D5,4,D,5,,,False,1
t4_S_D6,4,D,6,,,False,3
t4_S_D7,4,D,7,,,False,1
t4_S_D8,4,D,8,,,False,3
t4_S_D9,4,D,9,,,False,1
t4_S_D10,4,D,10,,,False,3
t4_S_D11,4,D,11,,,False,1
t4_S_D12,4,D,12,,,False,3
t4_S_D13,4,D,13,,,False,1
t4_S_D14,4,D,14,,,False,3
t4_S_D15,4,D,15,,,False,1
t4_S_D16,4,D,16,,,False,3
t4_S_D17,4,D,17,,,False,1
t4_S_D18,4,D,18,,,False,3
t4_S_D19,4,D,19,,,False,1
t4_S_D20,4,D,20,,,False,3
t4_S_D21,4,D,21,,,False,1
t4_S_D22,4,D,22,,,False,3
t4_S_D23,4,D,23,,,False,1
t4_S_D24,4,D,24,,,False,3
t4_S_E1,4,E,1,,,False,0
t4_S_E2,4,E,2,,,False,2
t4_S_E3,4,E,3,,,False,0
t4_S_E4,4,E,4,,,False,2
t4_S_E5,4,E,5,,,False,0
t4_S_E6,4,E,6,,,False,2
t4_S_E7,4,E,7,,,False,0
t4_S_E8,4,E,8,,,False,2
t4_S_E9,4,E,9,,,False,0
t4_S_E10,4,E,10,,,False,2
t4_S_E11,4,E,11,,,False,0
t4_S_E12,4,E,12,,,False,2
t4_S_E13,4,E,13,,,False,0
t4_S_E14,4,E,14,,,False,2
t4_S_E15,4,E,15,,,False,0
t4_S_E16,4,E,16,,,False,2
t4_S_E17,4,E,17,,,False,0
t4_S_E18,4,E,18,,,False,2
t4_S_E19,4,E,19,,,False,0
t4_S_E20,4,E,20,,,False,2
t4_S_E21,4,E,21,,,False,0
t4_S_E22,4,E,22,,,False,2
t4_S_E23,4,E,23,,,False,0
t4_S_E24,4,E,24,,,False,2
t4_S_F1,4,F,1,,,False,1
t4_S_F2,4,F,2,,,False,3
t4_S_F3,4,F,3,,,False,1
t4_S_F4,4,F,4,,,False,3
t4_S_F5,4,F,5,,,False,1
t4_S_F6,4,F,6,,,False,3
t4_S_F7,4,F,7,,,False,1
t4_S_F8,4,F,8,,,False,3
t4_S_F9,4,F,9,,,False,1
t4_S_F10,4,F,10,,,False,3
t4_S_F11,4,F,11,,,False,1
t4_S_F12,4,F,12,,,False,3
t4_S_F13,4,F,13,,,False,1
t4_S_F14,4,F,14,,,False,3
t4_S_F15,4,F,15,,,False,1
t4_S_F16,4,F,16,,,False,3
t4_S_F17,4,F,17,,,False,1
t4_S_F18,4,F,18,,,False,3
t4_S_F19,4,F,19,,,False,1
t4_S_F20,4,F,20,,,False,3
t4_S_F21,4,F,21,,,False,1
t4_S_F22,4,F,22,,,False,3
t4_S_F23,4,F,23,,,False,1
t4_S_F24,4,F,24,,,False,3
t4_S_G1,4,G,1,,,False,0
t4_S_G2,4,G,2,,,False,2
t4_S_G3,4,G,3,,,False,0
t4_S_G4,4,G,4,,,False,2
t4_S_G5,4,G,5,wt,wt,False,0
t4_S_G6,4,G,6,wt,wt,False,2
t4_S_G7,4,G,7,,,False,0
t4_S_G8,4,G,8,,,False,2
t4_S_G9,4,G,9,A_r,A_r,False,0
t4_S_G10,4,G,10,A_r,A_r,False,2
t4_S_G11,4,G,11,,,False,0
t4_S_G12,4,G,12,,,False,2
t4_S_G13,4,G,13,B_r,B_r,False,0
t4_S_G14,4,G,14,B_r,B_r,False,2
t4_S_G15,4,G,15,,,False,0
t4_S_G16,4,G,16,,,False,2
t4_S_G17,4,G,17,AB_r,AB_r,False,0
t4_S_G18,4,G,18,AB_r,AB_r,False,2
t4_S_G19,4,G,19,,,False,0
t4_S_G20,4,G,20,,,False,2
t4_S_G21,4,G,21,UI,UI,False,0
t4_S_G22,4,G,22,UI,UI,False,2
t4_S_G23,4,G,23,bl,bl,False,0
t4_S_G24,4,G,24,bl,bl,False,2
t4_S_H1,4,H,1,,,False,1
t4_S_H2,4,H,2,,,False,3
t4_S_H3,4,H,3,,,False,1
t4_S_H4,4,H,4,,,False,3
t4_S_H5,4,H,5,wt,wt,False,1
t4_S_H6,4,H,6,wt,wt,False,3
t4_S_H7,4,H,7,,,False,1
t4_S_H8,4,H,8,,,False,3
t4_S_H9,4,H,9,A_r,A_r,False,1
t4_S_H10,4,H,10,A_r,A_r,False,3
t4_S_H11,4,H,11,,,False,1
t4_S_H12,4,H,12,,,False,3
t4_S_H13,4,H,13,B_r,B_r,False,1
t4_S_H14,4,H,14,B_r,B_r,False,3
t4_S_H15,4,H,15,,,False,1
t4_S_H16,4,H,16,,,False,3
t4_S_H17,4,H,17,AB_r,AB_r,False,1
t4_S_H18,4,H,18,AB_r,AB_r,False,3
t4_S_H19,4,H,19,,,False,1
t4_S_H20,4,H,20,,,False,3
t4_S_H21,4,H,21,UI,UI,False,1
t4_S_H22,4,H,22,UI,UI,False,3
t4_S_H23,4,H,23,bl,bl,False,1
t4_S_H24,4,H,24,bl,bl,False,3
t4_S_I1,4,I,1,,,False,0
t4_S_I2,4,I,2,,,False,2
t4_S_I3,4,I,3,,,False,0
t4_S_I4,4,I,4,,,False,2
t4_S_I5,4,I,5,,,False,0
t4_S_I6,4,I,6,,,False,2
t4_S_I7,4,I,7,,,False,0
t4_S_I8,4,I,8,,,False,2
t4_S_I9,4,I,9,,,False,0
t4_S_I10,4,I,10,,,False,2
t4_S_I11,4,I,11,,,False,0
t4_S_I12,4,I,12,,,False,2
t4_S_I13,4,I,13,,,False,0
t4_S_I14,4,I,14,,,False,2
t4_S_I15,4,I,15,,,False,0
t4_S_I16,4,I,16,,,False,2
t4_S_I17,4,I,17,,,False,0
t4_S_I18,4,I,18,,,False,2
t4_S_I19,4,I,19,,,False,0
t4_S_I20,4,I,20,,,False,2
t4_S_I21,4,I,21,,,False,0
t4_S_I22,4,I,22,,,False,2
t4_S_I23,4,I,23,,,False,0
t4_S_I24,4,I,24,,,False,2
t4_S_J1,4,J,1,,,False,1
t4_S_J2,4,J,2,,,False,3
t4_S_J3,4,J,3,,,False,1
t4_S_J4,4,J,4,,,False,3
t4_S_J5,4,J,5,,,False,1
t4_S_J6,4,J,6,,,False,3
t4_S_J7,4,J,7,,,False,1
t4_S_J8,4,J,8,,,False,3
t4_S_J9,4,J,9,,,False,1
t4_S_J10,4,J,10,,,False,3
t4_S_J11,4,J,11,,,False,1
t4_S_J12,4,J,12,,,False,3
t4_S_J13,4,J,13,,,False,1
t4_S_J14,4,J,14,,,False,3
t4_S_J15,4,J,15,,,False,1
t4_S_J16,4,J,16,,,False,3
t4_S_J17,4,J,17,,,False,1
t4_S_J18,4,J,18,,,False,3
t4_S_J19,4,J,19,,,False,1
t4_S_J20,4,J,20,,,False,3
t4_S_J21,4,J,21,,,False,1
t4_S_J22,4,J,22,,,False,3
t4_S_J23,4,J,23,,,False,1
t4_S_J24,4,J,24,,,False,3
t4_S_K1,4,K,1,,,False,0
t4_S_K2,4,K,2,,,False,2
t4_S_K3,4,K,3,,,False,0
t4_S_K4,4,K,4,,,False,2
t4_S_K5,4,K,5,,,False,0
t4_S_K6,4,K,6,,,False,2
t4_S_K7,4,K,7,,,False,0
t4_S_K8,4,K,8,,,False,2
t4_S_K9,4,K,9,,,False,0
t4_S_K10,4,K,10,,,False,2
t4_S_K11,4,K,11,,,False,0
t4_S_K12,4,K,12,,,False,2
t4_S_K13,4,K,13,,,False,0
t4_S_K14,4,K,14,,,False,2
t4_S_K15,4,K,15,,,False,0
t4_S_K16,4,K,16,,,False,2
t4_S_K17,4,K,17,,,False,0
t4_S_K18,4,K,18,,,False,2
t4_S_K19,4,K,19,,,False,0
t4_S_K20,4,K,20,,,False,2
t4_S_K21,4,K,21,,,False,0
t4_S_K22,4,K,22,,,False,2
t4_S_K23,4,K,23,,,False,0
t4_S_K24,4,K,24,,,False,2
t4_S_L1,4,L,1,,,False,1
t4_S_L2,4,L,2,,,False,3
t4_S_L3,4,L,3,,,False,1
t4_S_L4,4,L,4,,,False,3
t4_S_L5,4,L,5,,,False,1
t4_S_L6,4,L,6,,,False,3
t4_S_L7,4,L,7,,,False,1
t4_S_L8,4,L,8,,,False,3
t4_S_L9,4,L,9,,,False,1
t4_S_L10,4,L,10,,,False,3
t4_S_L11,4,L,11,,,False,1
t4_S_L12,4,L,12,,,False,3
t4_S_L13,4,L,13,,,False,1
t4_S_L14,4,L,14,,,False,3
t4_S_L15,4,L,15,,,False,1
t4_S_L16,4,L,16,,,False,3
t4_S_L17,4,L,17,,,False,1
t4_S_L18,4,L,18,,,False,3
t4_S_L19,4,L,19,,,False,1
t4_S_L20,4,L,20,,,False,3
t4_S_L21,4,L,21,,,False,1
t4_S_L22,4,L,22,,,False,3
t4_S_L23,4,L,23,,,False,1
t4_S_L24,4,L,24,,,False,3
t4_S_M1,4,M,1,,,False,0
t4_S_M2,4,M,2,,,False,2
t4_S_M3,4,M,3,,,False,0
t4_S_M4,4,M,4,,,False,2
t4_S_M5,4,M,5,,,False,0
t4_S_M6,4,M,6,,,False,2
t4_S_M7,4,M,7,,,False,0
t4_S_M8,4,M,8,,,False,2
t4_S_M9,4,M,9,,,False,0
t4_S_M10,4,M,10,,,False,2
t4_S_M11,4,M,11,,,False,0
t4_S_M12,4,M,12,,,False,2
t4_S_M13,4,M,13,,,False,0
t4_S_M14,4,M,14,,,False,2
t4_S_M15,4,M,15,,,False,0
t4_S_M16,4,M,16,,,False,2
t4_S_M17,4,M,17,,,False,0
t4_S_M18,4,M,18,,,False,2
t4_S_M19,4,M,19,,,False,0
t4_S_M20,4,M,20,,,False,2
t4_S_M21,4,M,21,,,False,0
t4_S_M22,4,M,22,,,False,2
t4_S_M23,4,M,23,,,False,0
t4_S_M24,4,M,24,,,False,2
t4_S_N1,4,N,1,,,False,1
t4_S_N2,4,N,2,,,False,3
t4_S_N3,4,N,3,,,False,1
t4_S_N4,4,N,4,,,False,3
t4_S_N5,4,N,5,,,False,1
t4_S_N6,4,N,6,,,False,3
t4_S_N7,4,N,7,,,False,1
t4_S_N8,4,N,8,,,False,3
t4_S_N9,4,N,9,,,False,1
t4_S_N10,4,N,10,,,False,3
t4_S_N11,4,N,11,,,False,1
t4_S_N12,4,N,12,,,False,3
t4_S_N13,4,N,13,,,False,1
t4_S_N14,4,N,14,,,False,3
t4_S_N15,4,N,15,,,False,1
t4_S_N16,4,N,16,,,False,3
t4_S_N17,4,N,17,,,False,1
t4_S_N18,4,N,18,,,False,3
t4_S_N19,4,N,19,,,False,1
t4_S_N20,4,N,20,,,False,3
t4_S_N21,4,N,21,,,False,1
t4_S_N22,4,N,22,,,False,3
t4_S_N23,4,N,23,,,False,1
t4_S_N24,4,N,24,,,False,3
t4_S_O1,4,O,1,,,False,0
t4_S_O2,4,O,2,,,False,2
t4_S_O3,4,O,3,,,False,0
t4_S_O4,4,O,4,,,False,2
t4_S_O5,4,O,5,,,False,0
t4_S_O6,4,O,6,,,False,2
t4_S_O7,4,O,7,,,False,0
t4_S_O8,4,O,8,,,False,2
t4_S_O9,4,O,9,,,False,0
t4_S_O10,4,O,10,,,False,2
t4_S_O11,4,O,11,,,False,0
t4_S_O12,4,O,12,,,False,2
t4_S_O13,4,O,13,,,False,0
t4_S_O14,4,O,14,,,False,2
t4_S_O15,4,O,15,,,False,0
t4_S_O16,4,O,16,,,False,2
t4_S_O17,4,O,17,,,False,0
t4_S_O18,4,O,18,,,False,2
t4_S_O19,4,O,19,,,False,0
t4_S_O20,4,O,20,,,False,2
t4_S_O21,4,O,21,,,False,0
t4_S_O22,4,O,22,,,False,2
t4_S_O23,4,O,23,,,False,0
t4_S_O24,4,O,24,,,False,2
t4_S_P1,4,P,1,,,False,1
t4_S_P2,4,P,2,,,False,3
t4_S_P3,4,P,3,,,False,1
t4_S_P4,4,P,4,,,False,3
t4_S_P5,4,P,5,,,False,1
t4_S_P6,4,P,6,,,False,3
t4_S_P7,4,P,7,,,False,1
t4_S_P8,4,P,8,,,False,3
t4_S_P9,4,P,9,,,False,1
t4_S_P10,4,P,10,,,False,3
t4_S_P11,4,P,11,,,False,1
t4_S_P12,4,P,12,,,False,3
t4_S_P13,4,P,13,,,False,1
t4_S_P14,4,P,14,,,False,3
t4_S_P15,4,P,15,,,False,1
t4_S_P16,4,P,16,,,False,3
t4_S_P17,4,P,17,,,False,1
t4_S_P18,4,P,18,,,False,3
t4_S_P19,4,P,19,,,False,1
t4_S_P20,4,P,20,,,False,3
t4_S_P21,4,P,21,,,False,1
t4_S_P22,4,P,22,,,False,3
t4_S_P23,4,P,23,,,False,1
t4_S_P24,4,P,24,,,False,3
t5_S_A1,5,A,1,,,False,0
t5_S_A2,5,A,2,,,False,2
t5_S_A3,5,A,3,,,False,0
t5_S_A4,5,A,4,,,False,2
t5_S_A5,5,A,5,,,False,0
t5_S_A6,5,A,6,,,False,2
t5_S_A7,5,A,7,,,False,0
t5_S_A8,5,A,8,,,False,2
t5_S_A9,5,A,9,,,False,0
t5_S_A10,5,A,10,,,False,2
t5_S_A11,5,A,11,,,False,0
t5_S_A12,5,A,12,,,False,2
t5_S_A13,5,A,13,,,False,0
t5_S_A14,5,A,14,,,False,2
t5_S_A15,5,A,15,,,False,0
t5_S_A16,5,A,16,,,False,2
t5_S_A17,5,A,17,,,False,0
t5_S_A18,5,A,18,,,False,2
t5_S_A19,5,A,19,,,False,0
t5_S_A20,5,A,20,,,False,2
t5_S_A21,5,A,21,,,False,0
t5_S_A22,5,A,22,,,False,2
t5_S_A23,5,A,23,,,False,0
t5_S_A24,5,A,24,,,False,2
t5_S_B1,5,B,1,,,False,1
t5_S_B2,5,B,2,,,False,3
t5_S_B3,5,B,3,,,False,1
t5_S_B4,5,B,4,,,False,3
t5_S_B5,5,B,5,,,False,1
t5_S_B6,5,B,6,,,False,3
t5_S_B7,5,B,7,,,False,1
t5_S_B8,5,B,8,,,False,3
t5_S_B9,5,B,9,,,False,1
t5_S_B10,5,B,10,,,False,3
t5_S_B11,5,B,11,,,False,1
t5_S_B12,5,B,12,,,False,3
t5_S_B13,5,B,13,,,False,1
t5_S_B14,5,B,14,,,False,3
t5_S_B15,5,B,15,,,False,1
t5_S_B16,5,B,16,,,False,3
t5_S_B17,5,B,17,,,False,1
t5_S_B18,5,B,18,,,False,3
t5_S_B19,5,B,19,,,False,1
t5_S_B20,5,B,20,,,False,3
t5_S_B21,5,B,21,,,False,1
t5_S_B22,5,B,22,,,False,3
t5_S_B23,5,B,23,,,False,1
t5_S_B24,5,B,24,,,False,3
t5_S_C1,5,C,1,,,False,0
t5_S_C2,5,C,2,,,False,2
t5_S_C3,5,C,3,,,False,0
t5_S_C4,5,C,4,,,False,2
t5_S_C5,5,C,5,,,False,0
t5_S_C6,5,C,6,,,False,2
t5_S_C7,5,C,7,,,False,0
t5_S_C8,5,C,8,,,False,2
t5_S_C9,5,C,9,,,False,0
t5_S_C10,5,C,10,,,False,2
t5_S_C11,5,C,11,,,False,0
t5_S_C12,5,C,12,,,False,2
t5_S_C13,5,C,13,,,False,0
t5_S_C14,5,C,14,,,False,2
t5_S_C15,5,C,15,,,False,0
t5_S_C16,5,C,16,,,False,2
t5_S_C17,5,C,17,,,False,0
t5_S_C18,5,C,18,,,False,2
t5_S_C19,5,C,19,,,False,0
t5_S_C20,5,C,20,,,False,2
t5_S_C21,5,C,21,,,False,0
t5_S_C22,5,C,22,,,False,2
t5_S_C23,5,C,23,,,False,0
t5_S_C24,5,C,24,,,False,2
t5_S_D1,5,D,1,,,False,1
t5_S_D2,5,D,2,,,False,3
t5_S_D3,5,D,3,,,False,1
t5_S_D4,5,D,4,,,False,3
t5_S_D5,5,D,5,,,False,1
t5_S_D6,5,D,6,,,False,3
t5_S_D7,5,D,7,,,False,1
t5_S_D8,5,D,8,,,False,3
t5_S_D9,5,D,9,,,False,1
t5_S_D10,5,D,10,,,False,3
t5_S_D11,5,D,11,,,False,1
t5_S_D12,5,D,12,,,False,3
t5_S_D13,5,D,13,,,False,1
t5_S_D14,5,D,14,,,False,3
t5_S_D15,5,D,15,,,False,1
t5_S_D16,5,D,16,,,False,3
t5_S_D17,5,D,17,,,False,1
t5_S_D18,5,D,18,,,False,3
t5_S_D19,5,D,19,,,False,1
t5_S_D20,5,D,20,,,False,3
t5_S_D21,5,D,21,,,False,1
t5_S_D22,5,D,22,,,False,3
t5_S_D23,5,D,23,,,False,1
t5_S_D24,5,D,24,,,False,3
t5_S_E1,5,E,1,,,False,0
t5_S_E2,5,E,2,,,False,2
t5_S_E3,5,E,3,,,False,0
t5_S_E4,5,E,4,,,False,2
t5_S_E5,5,E,5,,,False,0
t5_S_E6,5,E,6,,,False,2
t5_S_E7,5,E,7,,,False,0
t5_S_E8,5,E,8,,,False,2
t5_S_E9,5,E,9,,,False,0
t5_S_E10,5,E,10,,,False,2
t5_S_E11,5,E,11,,,False,0
t5_S_E12,5,E,12,,,False,2
t5_S_E13,5,E,13,,,False,0
t5_S_E14,5,E,14,,,False,2
t5_S_E15,5,E,15,,,False,0
t5_S_E16,5,E,16,,,False,2
t5_S_E17,5,E,17,,,False,0
t5_S_E18,5,E,18,,,False,2
t5_S_E19,5,E,19,,,False,0
t5_S_E20,5,E,20,,,False,2
t5_S_E21,5,E,21,,,False,0
t5_S_E22,5,E,22,,,False,2
t5_S_E23,5,E,23,,,False,0
t5_S_E24,5,E,24,,,False,2
t5_S_F1,5,F,1,,,False,1
t5_S_F2,5,F,2,,,False,3
t5_S_F3,5,F,3,,,False,1
t5_S_F4,5,F,4,,,False,3
t5_S_F5,5,F,5,,,False,1
t5_S_F6,5,F,6,,,False,3
t5_S_F7,5,F,7,,,False,1
t5_S_F8,5,F,8,,,False,3
t5_S_F9,5,F,9,,,False,1
t5_S_F10,5,F,10,,,False,3
t5_S_F11,5,F,11,,,False,1
t5_S_F12,5,F,12,,,False,3
t5_S_F13,5,F,13,,,False,1
t5_S_F14,5,F,14,,,False,3
t5_S_F15,5,F,15,,,False,1
t5_S_F16,5,F,16,,,False,3
t5_S_F17,5,F,17,,,False,1
t5_S_F18,5,F,18,,,False,3
t5_S_F19,5,F,19,,,False,1
t5_S_F20,5,F,20,,,False,3
t5_S_F21,5,F,21,,,False,1
t5_S_F22,5,F,22,,,False,3
t5_S_F23,5,F,23,,,False,1
t5_S_F24,5,F,24,,,False,3
