ID,plate,well,row,col,tip,rep,rwell,transfer_n,turnover_strain,treatment_with,turnover_id,infection_to_well,infection_to_well_id,transfer_from_well_id,transfer_to_well_id,exclude,pheno_str,pheno_num,phenotype,strategy
t7_P5_H16,5,184,H,16,4,3,44,7,,B,,53.0,t8_P5_J10,t6_P5_H16,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_G17,5,161,G,17,4,0,45,7,wt,B,t7_S_A7,,,,t8_P5_G17,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_G18,5,162,G,18,4,2,45,7,wt,B,t7_S_A8,,,,t8_P5_G18,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_H17,5,185,H,17,4,1,45,7,wt,B,t7_S_B7,,,,t8_P5_H17,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_H18,5,186,H,18,4,3,45,7,wt,B,t7_S_B8,,,,t8_P5_H18,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_G19,5,163,G,19,4,0,46,7,,B,,,,t6_P5_G19,t8_P5_G19,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_G20,5,164,G,20,4,2,46,7,,B,,,,t6_P5_G20,t8_P5_G20,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_H19,5,187,H,19,4,1,46,7,,B,,,,t6_P5_H19,t8_P5_H19,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_H20,5,188,H,20,4,3,46,7,,B,,,,t6_P5_H20,t8_P5_H20,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_G21,5,165,G,21,4,0,47,7,,B,,,,t6_P5_G21,t8_P5_G21,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_G22,5,166,G,22,4,2,47,7,,B,,,,t6_P5_G22,t8_P5_G22,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_H21,5,189,H,21,4,1,47,7,,B,,,,t6_P5_H21,t8_P5_H21,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_H22,5,190,H,22,4,3,47,7,,B,,,,t6_P5_H22,t8_P5_H22,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_G23,5,167,G,23,4,0,48,7,,B,,,,t6_P5_G23,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_G24,5,168,G,24,4,2,48,7,,B,,,,t6_P5_G24,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_H23,5,191,H,23,4,1,48,7,,B,,,,t6_P5_H23,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_H24,5,192,H,24,4,3,48,7,,B,,,,t6_P5_H24,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I1,5,193,I,1,5,0,49,7,,B,,,,t6_P5_I1,t8_P5_I1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I2,5,194,I,2,5,2,49,7,,B,,,,t6_P5_I2,t8_P5_I2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J1,5,217,J,1,5,1,49,7,,B,,,,t6_P5_J1,t8_P5_J1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J2,5,218,J,2,5,3,49,7,,B,,,,t6_P5_J2,t8_P5_J2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I3,5,195,I,3,5,0,50,7,,B,,62.0,t8_P5_K3,t6_P5_I3,t8_P5_I3,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I4,5,196,I,4,5,2,50,7,,B,,62.0,t8_P5_K4,t6_P5_I4,t8_P5_I4,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J3,5,219,J,3,5,1,50,7,,B,,62.0,t8_P5_L3,t6_P5_J3,t8_P5_J3,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J4,5,220,J,4,5,3,50,7,,B,,62.0,t8_P5_L4,t6_P5_J4,t8_P5_J4,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I5,5,197,I,5,5,0,51,7,bl,none,t7_S_A11,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I6,5,198,I,6,5,2,51,7,bl,none,t7_S_A12,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J5,5,221,J,5,5,1,51,7,bl,none,t7_S_B11,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J6,5,222,J,6,5,3,51,7,bl,none,t7_S_B12,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I7,5,199,I,7,5,0,52,7,wt,B,t7_S_A7,,,,t8_P5_I7,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I8,5,200,I,8,5,2,52,7,wt,B,t7_S_A8,,,,t8_P5_I8,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_J7,5,223,J,7,5,1,52,7,wt,B,t7_S_B7,,,,t8_P5_J7,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J8,5,224,J,8,5,3,52,7,wt,B,t7_S_B8,,,,t8_P5_J8,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_I9,5,201,I,9,5,0,53,7,,B,,,,t6_P5_I9,t8_P5_I9,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I10,5,202,I,10,5,2,53,7,,B,,,,t6_P5_I10,t8_P5_I10,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J9,5,225,J,9,5,1,53,7,,B,,,,t6_P5_J9,t8_P5_J9,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J10,5,226,J,10,5,3,53,7,,B,,,,t6_P5_J10,t8_P5_J10,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I11,5,203,I,11,5,0,54,7,bl,none,t7_S_A11,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I12,5,204,I,12,5,2,54,7,bl,none,t7_S_A12,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J11,5,227,J,11,5,1,54,7,bl,none,t7_S_B11,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J12,5,228,J,12,5,3,54,7,bl,none,t7_S_B12,,,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I13,5,205,I,13,5,0,55,7,,B,,7.0,t8_P5_A13,t6_P5_I13,t8_P5_I13,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I14,5,206,I,14,5,2,55,7,,B,,7.0,t8_P5_A14,t6_P5_I14,t8_P5_I14,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J13,5,229,J,13,5,1,55,7,,B,,7.0,t8_P5_B13,t6_P5_J13,t8_P5_J13,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J14,5,230,J,14,5,3,55,7,,B,,7.0,t8_P5_B14,t6_P5_J14,t8_P5_J14,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I15,5,207,I,15,5,0,56,7,wt,B,t7_S_A7,13.0,t8_P5_C1,,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I16,5,208,I,16,5,2,56,7,wt,B,t7_S_A8,13.0,t8_P5_C2,,,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_J15,5,231,J,15,5,1,56,7,wt,B,t7_S_B7,13.0,t8_P5_D1,,,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_J16,5,232,J,16,5,3,56,7,wt,B,t7_S_B8,13.0,t8_P5_D2,,,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_I17,5,209,I,17,5,0,57,7,wt,B,t7_S_A7,,,,t8_P5_I17,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I18,5,210,I,18,5,2,57,7,wt,B,t7_S_A8,,,,t8_P5_I18,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J17,5,233,J,17,5,1,57,7,wt,B,t7_S_B7,,,,t8_P5_J17,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J18,5,234,J,18,5,3,57,7,wt,B,t7_S_B8,,,,t8_P5_J18,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I19,5,211,I,19,5,0,58,7,wt,B,t7_S_A7,,,,t8_P5_I19,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I20,5,212,I,20,5,2,58,7,wt,B,t7_S_A8,,,,t8_P5_I20,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J19,5,235,J,19,5,1,58,7,wt,B,t7_S_B7,,,,t8_P5_J19,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_J20,5,236,J,20,5,3,58,7,wt,B,t7_S_B8,,,,t8_P5_J20,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I21,5,213,I,21,5,0,59,7,,B,,,,t6_P5_I21,t8_P5_I21,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I22,5,214,I,22,5,2,59,7,,B,,,,t6_P5_I22,t8_P5_I22,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J21,5,237,J,21,5,1,59,7,,B,,,,t6_P5_J21,t8_P5_J21,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J22,5,238,J,22,5,3,59,7,,B,,,,t6_P5_J22,t8_P5_J22,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I23,5,215,I,23,5,0,60,7,,B,,31.0,t8_P5_E13,t6_P5_I23,t8_P5_I23,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_I24,5,216,I,24,5,2,60,7,,B,,31.0,t8_P5_E14,t6_P5_I24,t8_P5_I24,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J23,5,239,J,23,5,1,60,7,,B,,31.0,t8_P5_F13,t6_P5_J23,t8_P5_J23,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_J24,5,240,J,24,5,3,60,7,,B,,31.0,t8_P5_F14,t6_P5_J24,t8_P5_J24,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K1,5,241,K,1,6,0,61,7,,B,,66.0,t8_P5_K11,t6_P5_K1,t8_P5_K1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K2,5,242,K,2,6,2,61,7,,B,,66.0,t8_P5_K12,t6_P5_K2,t8_P5_K2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L1,5,265,L,1,6,1,61,7,,B,,66.0,t8_P5_L11,t6_P5_L1,t8_P5_L1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L2,5,266,L,2,6,3,61,7,,B,,66.0,t8_P5_L12,t6_P5_L2,t8_P5_L2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K3,5,243,K,3,6,0,62,7,,B,,,,t6_P5_K3,t8_P5_K3,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K4,5,244,K,4,6,2,62,7,,B,,,,t6_P5_K4,t8_P5_K4,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L3,5,267,L,3,6,1,62,7,,B,,,,t6_P5_L3,t8_P5_L3,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L4,5,268,L,4,6,3,62,7,,B,,,,t6_P5_L4,t8_P5_L4,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K5,5,245,K,5,6,0,63,7,,B,,,,t6_P5_K5,t8_P5_K5,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K6,5,246,K,6,6,2,63,7,,B,,,,t6_P5_K6,t8_P5_K6,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L5,5,269,L,5,6,1,63,7,,B,,,,t6_P5_L5,t8_P5_L5,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L6,5,270,L,6,6,3,63,7,,B,,,,t6_P5_L6,t8_P5_L6,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K7,5,247,K,7,6,0,64,7,,B,,,,t6_P5_K7,t8_P5_K7,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K8,5,248,K,8,6,2,64,7,,B,,,,t6_P5_K8,t8_P5_K8,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L7,5,271,L,7,6,1,64,7,,B,,,,t6_P5_L7,t8_P5_L7,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L8,5,272,L,8,6,3,64,7,,B,,,,t6_P5_L8,t8_P5_L8,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K9,5,249,K,9,6,0,65,7,,B,,,,t6_P5_K9,t8_P5_K9,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K10,5,250,K,10,6,2,65,7,,B,,,,t6_P5_K10,t8_P5_K10,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L9,5,273,L,9,6,1,65,7,,B,,,,t6_P5_L9,t8_P5_L9,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L10,5,274,L,10,6,3,65,7,,B,,,,t6_P5_L10,t8_P5_L10,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K11,5,251,K,11,6,0,66,7,,B,,,,t6_P5_K11,t8_P5_K11,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K12,5,252,K,12,6,2,66,7,,B,,,,t6_P5_K12,t8_P5_K12,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L11,5,275,L,11,6,1,66,7,,B,,,,t6_P5_L11,t8_P5_L11,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L12,5,276,L,12,6,3,66,7,,B,,,,t6_P5_L12,t8_P5_L12,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K13,5,253,K,13,6,0,67,7,UI,B,t7_S_A9,,,,t8_P5_K13,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K14,5,254,K,14,6,2,67,7,UI,B,t7_S_A10,,,,t8_P5_K14,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L13,5,277,L,13,6,1,67,7,UI,B,t7_S_B9,,,,t8_P5_L13,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L14,5,278,L,14,6,3,67,7,UI,B,t7_S_B10,,,,t8_P5_L14,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K15,5,255,K,15,6,0,68,7,wt,B,t7_S_A7,,,,t8_P5_K15,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_K16,5,256,K,16,6,2,68,7,wt,B,t7_S_A8,,,,t8_P5_K16,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_L15,5,279,L,15,6,1,68,7,wt,B,t7_S_B7,,,,t8_P5_L15,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L16,5,280,L,16,6,3,68,7,wt,B,t7_S_B8,,,,t8_P5_L16,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_K17,5,257,K,17,6,0,69,7,,B,,,,t6_P5_K17,t8_P5_K17,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K18,5,258,K,18,6,2,69,7,,B,,,,t6_P5_K18,t8_P5_K18,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L17,5,281,L,17,6,1,69,7,,B,,,,t6_P5_L17,t8_P5_L17,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L18,5,282,L,18,6,3,69,7,,B,,,,t6_P5_L18,t8_P5_L18,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K19,5,259,K,19,6,0,70,7,,B,,,,t6_P5_K19,t8_P5_K19,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K20,5,260,K,20,6,2,70,7,,B,,,,t6_P5_K20,t8_P5_K20,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L19,5,283,L,19,6,1,70,7,,B,,,,t6_P5_L19,t8_P5_L19,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L20,5,284,L,20,6,3,70,7,,B,,,,t6_P5_L20,t8_P5_L20,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K21,5,261,K,21,6,0,71,7,,B,,,,t6_P5_K21,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K22,5,262,K,22,6,2,71,7,,B,,,,t6_P5_K22,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L21,5,285,L,21,6,1,71,7,,B,,,,t6_P5_L21,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L22,5,286,L,22,6,3,71,7,,B,,,,t6_P5_L22,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K23,5,263,K,23,6,0,72,7,,B,,90.0,t8_P5_O11,t6_P5_K23,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_K24,5,264,K,24,6,2,72,7,,B,,90.0,t8_P5_O12,t6_P5_K24,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L23,5,287,L,23,6,1,72,7,,B,,90.0,t8_P5_P11,t6_P5_L23,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_L24,5,288,L,24,6,3,72,7,,B,,90.0,t8_P5_P12,t6_P5_L24,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M1,5,289,M,1,7,0,73,7,,B,,,,t6_P5_M1,t8_P5_M1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M2,5,290,M,2,7,2,73,7,,B,,,,t6_P5_M2,t8_P5_M2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N1,5,313,N,1,7,1,73,7,,B,,,,t6_P5_N1,t8_P5_N1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N2,5,314,N,2,7,3,73,7,,B,,,,t6_P5_N2,t8_P5_N2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M3,5,291,M,3,7,0,74,7,wt,B,t7_S_A7,,,,t8_P5_M3,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M4,5,292,M,4,7,2,74,7,wt,B,t7_S_A8,,,,t8_P5_M4,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_N3,5,315,N,3,7,1,74,7,wt,B,t7_S_B7,,,,t8_P5_N3,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N4,5,316,N,4,7,3,74,7,wt,B,t7_S_B8,,,,t8_P5_N4,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_M5,5,293,M,5,7,0,75,7,wt,B,t7_S_A7,,,,t8_P5_M5,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M6,5,294,M,6,7,2,75,7,wt,B,t7_S_A8,,,,t8_P5_M6,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N5,5,317,N,5,7,1,75,7,wt,B,t7_S_B7,,,,t8_P5_N5,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_N6,5,318,N,6,7,3,75,7,wt,B,t7_S_B8,,,,t8_P5_N6,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_M7,5,295,M,7,7,0,76,7,,B,,,,t6_P5_M7,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M8,5,296,M,8,7,2,76,7,,B,,,,t6_P5_M8,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N7,5,319,N,7,7,1,76,7,,B,,,,t6_P5_N7,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N8,5,320,N,8,7,3,76,7,,B,,,,t6_P5_N8,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M9,5,297,M,9,7,0,77,7,,B,,,,t6_P5_M9,t8_P5_M9,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M10,5,298,M,10,7,2,77,7,,B,,,,t6_P5_M10,t8_P5_M10,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N9,5,321,N,9,7,1,77,7,,B,,,,t6_P5_N9,t8_P5_N9,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N10,5,322,N,10,7,3,77,7,,B,,,,t6_P5_N10,t8_P5_N10,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M11,5,299,M,11,7,0,78,7,,B,,,,t6_P5_M11,t8_P5_M11,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M12,5,300,M,12,7,2,78,7,,B,,,,t6_P5_M12,t8_P5_M12,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N11,5,323,N,11,7,1,78,7,,B,,,,t6_P5_N11,t8_P5_N11,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N12,5,324,N,12,7,3,78,7,,B,,,,t6_P5_N12,t8_P5_N12,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M13,5,301,M,13,7,0,79,7,wt,B,t7_S_A7,15.0,t8_P5_C5,,t8_P5_M13,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M14,5,302,M,14,7,2,79,7,wt,B,t7_S_A8,15.0,t8_P5_C6,,t8_P5_M14,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_N13,5,325,N,13,7,1,79,7,wt,B,t7_S_B7,15.0,t8_P5_D5,,t8_P5_N13,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N14,5,326,N,14,7,3,79,7,wt,B,t7_S_B8,15.0,t8_P5_D6,,t8_P5_N14,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_M15,5,303,M,15,7,0,80,7,,B,,,,t6_P5_M15,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M16,5,304,M,16,7,2,80,7,,B,,,,t6_P5_M16,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N15,5,327,N,15,7,1,80,7,,B,,,,t6_P5_N15,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N16,5,328,N,16,7,3,80,7,,B,,,,t6_P5_N16,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M17,5,305,M,17,7,0,81,7,wt,B,t7_S_A7,,,,t8_P5_M17,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M18,5,306,M,18,7,2,81,7,wt,B,t7_S_A8,,,,t8_P5_M18,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N17,5,329,N,17,7,1,81,7,wt,B,t7_S_B7,,,,t8_P5_N17,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_N18,5,330,N,18,7,3,81,7,wt,B,t7_S_B8,,,,t8_P5_N18,,['0' '0' '0' '1'],1,WT,Cycling
t7_P5_M19,5,307,M,19,7,0,82,7,,B,,,,t6_P5_M19,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M20,5,308,M,20,7,2,82,7,,B,,,,t6_P5_M20,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N19,5,331,N,19,7,1,82,7,,B,,,,t6_P5_N19,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N20,5,332,N,20,7,3,82,7,,B,,,,t6_P5_N20,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M21,5,309,M,21,7,0,83,7,,B,,53.0,t8_P5_I9,t6_P5_M21,t8_P5_M21,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M22,5,310,M,22,7,2,83,7,,B,,53.0,t8_P5_I10,t6_P5_M22,t8_P5_M22,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N21,5,333,N,21,7,1,83,7,,B,,53.0,t8_P5_J9,t6_P5_N21,t8_P5_N21,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N22,5,334,N,22,7,3,83,7,,B,,53.0,t8_P5_J10,t6_P5_N22,t8_P5_N22,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M23,5,311,M,23,7,0,84,7,,B,,18.0,t8_P5_C11,t6_P5_M23,t8_P5_M23,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_M24,5,312,M,24,7,2,84,7,,B,,18.0,t8_P5_C12,t6_P5_M24,t8_P5_M24,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N23,5,335,N,23,7,1,84,7,,B,,18.0,t8_P5_D11,t6_P5_N23,t8_P5_N23,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_N24,5,336,N,24,7,3,84,7,,B,,18.0,t8_P5_D12,t6_P5_N24,t8_P5_N24,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O1,5,337,O,1,8,0,85,7,,B,,,,t6_P5_O1,t8_P5_O1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O2,5,338,O,2,8,2,85,7,,B,,,,t6_P5_O2,t8_P5_O2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P1,5,361,P,1,8,1,85,7,,B,,,,t6_P5_P1,t8_P5_P1,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P2,5,362,P,2,8,3,85,7,,B,,,,t6_P5_P2,t8_P5_P2,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O3,5,339,O,3,8,0,86,7,,B,,68.0,t8_P5_K15,t6_P5_O3,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O4,5,340,O,4,8,2,86,7,,B,,68.0,t8_P5_K16,t6_P5_O4,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P3,5,363,P,3,8,1,86,7,,B,,68.0,t8_P5_L15,t6_P5_P3,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P4,5,364,P,4,8,3,86,7,,B,,68.0,t8_P5_L16,t6_P5_P4,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O5,5,341,O,5,8,0,87,7,,B,,,,t6_P5_O5,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O6,5,342,O,6,8,2,87,7,,B,,,,t6_P5_O6,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P5,5,365,P,5,8,1,87,7,,B,,,,t6_P5_P5,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P6,5,366,P,6,8,3,87,7,,B,,,,t6_P5_P6,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O7,5,343,O,7,8,0,88,7,,B,,,,t6_P5_O7,t8_P5_O7,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O8,5,344,O,8,8,2,88,7,,B,,,,t6_P5_O8,t8_P5_O8,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P7,5,367,P,7,8,1,88,7,,B,,,,t6_P5_P7,t8_P5_P7,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P8,5,368,P,8,8,3,88,7,,B,,,,t6_P5_P8,t8_P5_P8,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O9,5,345,O,9,8,0,89,7,,B,,,,t6_P5_O9,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O10,5,346,O,10,8,2,89,7,,B,,,,t6_P5_O10,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P9,5,369,P,9,8,1,89,7,,B,,,,t6_P5_P9,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P10,5,370,P,10,8,3,89,7,,B,,,,t6_P5_P10,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O11,5,347,O,11,8,0,90,7,,B,,,,t6_P5_O11,t8_P5_O11,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O12,5,348,O,12,8,2,90,7,,B,,,,t6_P5_O12,t8_P5_O12,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P11,5,371,P,11,8,1,90,7,,B,,,,t6_P5_P11,t8_P5_P11,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P12,5,372,P,12,8,3,90,7,,B,,,,t6_P5_P12,t8_P5_P12,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O13,5,349,O,13,8,0,91,7,,B,,,,t6_P5_O13,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_O14,5,350,O,14,8,2,91,7,,B,,,,t6_P5_O14,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P13,5,373,P,13,8,1,91,7,,B,,,,t6_P5_P13,,,['0' '0' '0' '0'],0,UI,Cycling
t7_P5_P14,5,374,P,14,8,3,91,7,,B,,,,t6_P5_P14,,,['0' '0' '0' '0'],0,UI,Cycling
