x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
14,935,62,3,27,0.11781983275742794,1,129,135,144,153,26,144,0
14,973,145,3,46,0.08361062129870693,1,127,136,144,147,30,144,0
14,999,24,0,0,0.0,1,125,132,140,150,27,140,0
14,1012,9,0,0,0.0,1,124,128,140,159,29,140,0
14,1023,39,5,7,0.6578106534011083,1,100,106,123,158,47,123,0
15,895,18,0,0,0.0,1,129,137,140,139,20,140,0
15,905,30,0,0,0.0,1,127,135,138,139,20,138,0
15,919,45,0,0,0.0,1,128,135,138,140,18,138,0
22,130,118,6,22,0.29342573896766677,1,51,51,99,170,123,99,0
22,1033,389,16,28,0.5669049778193017,1,89,92,82,55,27,92,0
25,1047,9,0,0,0.0,1,107,109,110,141,6,110,0
30,974,9,0,0,0.0,0,131,134,120,51,26,134,0
34,893,12,0,0,0.0,1,128,137,117,61,37,137,0
38,181,398,18,36,0.4983743401999845,1,114,120,92,51,59,120,0
61,1066,26,3,7,0.4796702459688438,1,130,133,125,58,15,133,0
66,125,134,14,21,0.6983508709194327,1,140,147,139,79,13,147,0
69,1072,21,3,5,0.6741998864722828,1,128,134,120,60,26,134,0
74,130,285,16,47,0.3454143633048113,1,133,140,127,65,23,140,0
82,1086,18,0,0,0.0,1,130,133,129,74,7,133,0
89,1093,39,3,12,0.3150657683247898,1,128,134,120,60,26,134,0
100,1110,149,7,24,0.30476356789237613,1,95,98,90,58,20,98,0
179,382,12,0,0,0.0,0,145,158,148,94,20,158,0
226,294,238,15,18,0.854940323244516,0,132,142,131,81,19,142,0
249,384,23,3,7,0.4218903465072647,0,145,159,146,88,22,159,0
253,1027,1896,44,52,0.8571137836528259,0,125,128,101,47,53,128,32
256,959,1770,45,47,0.9565685930489477,0,127,131,106,49,48,131,33
277,311,29,3,8,0.4712957352737565,0,144,157,147,94,21,157,0
321,967,1792,45,48,0.9207182918213533,0,129,133,108,49,47,133,30
321,1030,1973,47,51,0.9242803104741208,0,128,133,103,49,57,133,31
327,334,12,0,0,0.0,0,148,162,149,88,22,162,0
331,110,24,0,0,0.0,1,141,147,137,67,17,147,0
346,109,33,2,13,0.220439850758896,1,137,146,145,122,15,146,0
351,317,9,0,0,0.0,1,149,163,149,85,21,163,0
355,315,12,0,0,0.0,1,149,163,149,85,21,163,0
373,110,12,0,0,0.0,1,140,150,141,89,16,150,0
376,309,69,3,23,0.14951576678280823,1,150,164,147,77,26,164,0
391,109,102,7,25,0.2808168718933549,1,138,145,147,136,15,147,0
394,310,27,0,0,0.0,1,149,163,146,77,26,163,0
421,317,137,8,38,0.2150132782787658,1,147,161,144,77,26,161,0
426,1110,42,3,12,0.296627182131445,1,132,143,129,75,24,143,0
452,346,144,6,39,0.1518070150799776,1,151,166,147,76,29,166,0
463,371,19,0,0,0.0,1,152,169,149,78,30,169,0
465,382,9,0,0,0.0,1,155,170,149,72,31,170,0
465,395,18,0,0,0.0,0,155,170,151,76,28,170,0
586,555,25,4,5,0.8884159690926378,1,153,174,143,71,45,174,0
590,575,9,0,0,0.0,0,159,178,148,69,42,178,0
596,557,12,0,0,0.0,1,155,176,145,71,44,176,0
601,570,9,0,0,0.0,1,160,181,148,69,46,181,0
604,566,9,0,0,0.0,1,158,179,146,69,47,179,0
606,570,9,0,0,0.0,1,160,181,148,69,46,181,0
617,109,9,0,0,0.0,1,151,167,158,103,24,167,0
626,110,15,0,0,0.0,1,152,168,162,111,24,168,0
699,1138,360,5,100,0.05350988734854099,1,121,129,148,157,46,148,0
707,395,1745,45,47,0.9666865543889819,0,147,160,117,55,68,160,3
707,458,1691,43,47,0.9211718166234452,0,145,158,114,55,71,158,2
747,1138,18,0,0,0.0,1,130,140,160,155,47,160,0
760,1138,36,3,12,0.2784979814797911,1,129,142,161,152,50,161,0
765,336,623,26,27,0.9734294273194324,0,158,170,134,56,53,170,5
767,460,1640,44,45,0.9724999899659108,0,148,161,113,54,76,161,1
770,397,1642,43,46,0.9318017554180602,0,148,160,119,54,65,160,4
839,1139,27,0,0,0.0,1,130,144,165,153,54,165,0
893,1138,329,4,110,0.037920997781344654,1,126,135,157,157,50,157,0
931,285,1795,46,48,0.9615411135614366,0,144,155,115,54,65,155,7
933,346,1705,44,46,0.9572017882288908,0,146,157,117,54,64,157,6
994,283,1647,42,47,0.9080412202379629,0,144,155,115,54,65,155,8
994,342,1527,41,45,0.9049981547991226,0,145,156,116,54,65,156,17
1044,399,1486,40,44,0.9175836749902345,0,146,158,118,55,64,158,10
1044,458,1529,40,45,0.8940046367182819,0,145,157,117,55,64,157,9
1105,400,1368,40,40,0.9907068749582386,0,143,155,115,55,65,155,11
1108,463,2098,48,52,0.9262237495629331,0,143,156,111,54,73,156,12
1157,284,1736,45,47,0.9634618118376842,0,140,147,113,51,58,147,14
1157,344,1572,42,45,0.9180261540693014,0,138,148,113,54,60,148,13
1203,106,15,0,0,0.0,1,145,153,130,57,38,153,0
1216,287,1276,38,40,0.9449362563359327,0,140,147,114,51,57,147,15
1218,348,1510,40,45,0.907599033788684,0,136,146,111,54,61,146,18
1267,174,1512,42,44,0.9618272141005727,0,137,143,115,51,49,143,26
1268,231,1157,36,39,0.9213134612892627,0,139,145,117,51,49,145,25
1272,288,973,33,35,0.934475637415793,0,141,147,119,51,48,147,16
1273,346,1180,35,40,0.8602068948855544,0,137,147,113,54,58,147,19
1329,231,1523,39,47,0.8302218389116969,0,135,141,113,51,50,141,24
1330,287,1254,38,39,0.9754424065109115,0,136,143,110,51,58,143,23
1330,348,1601,41,46,0.9000752248242084,0,135,142,109,51,59,142,20
1331,173,1842,44,50,0.8834659623716721,0,134,139,107,49,58,139,27
1384,286,1117,34,39,0.8882154817647839,0,135,142,111,52,55,142,22
1384,346,1107,34,39,0.8666063175033731,0,133,142,113,55,52,142,21
1421,1007,61,7,9,0.8519540306753566,0,100,96,95,8,12,100,0
1425,708,9,0,0,0.0,0,135,146,129,69,29,146,0
1442,286,1690,43,47,0.9237773658259428,0,127,134,103,52,58,134,28
1446,346,2190,50,53,0.9286929760018112,0,129,135,107,51,52,135,29
1511,111,12,0,0,0.0,1,125,131,112,55,36,131,0
1541,108,203,17,62,0.2776305571987298,1,128,132,116,53,30,132,0
1552,1111,68,7,10,0.6644733984664393,0,104,103,99,34,12,104,0
1566,954,16,0,0,0.0,1,127,133,118,59,28,133,0
1569,1052,118,5,28,0.1936352856000764,1,128,135,119,61,30,135,0
1569,1070,9,0,0,0.0,1,128,134,119,59,28,134,0
1570,947,32,0,0,0.0,1,128,132,115,52,32,132,0
1570,963,22,2,7,0.38252719346471586,1,127,133,119,60,26,133,0
