x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
15,1021,33,5,6,0.7531330804635962,1,108,111,129,163,41,129,0
16,985,9,0,0,0.0,0,128,133,129,93,9,133,0
23,133,50,6,12,0.4885376728739689,1,68,69,117,169,106,117,0
24,1032,373,15,29,0.5222297699975802,1,90,94,80,54,37,94,0
25,1046,9,0,0,0.0,1,105,109,117,155,26,117,0
29,955,24,0,0,0.0,0,132,137,117,53,37,137,0
34,1020,9,0,0,0.0,1,124,125,110,45,30,125,0
35,175,257,13,28,0.47371027212711814,1,93,101,89,70,30,101,0
42,195,15,0,0,0.0,1,130,140,126,72,25,140,0
66,136,9,0,0,0.0,1,146,156,139,67,27,156,0
72,129,30,4,8,0.4798219368928851,1,146,154,141,68,21,154,0
77,1079,197,8,77,0.10614925464566519,1,132,134,119,48,28,134,0
82,132,230,9,157,0.06161709805674171,1,140,152,137,76,25,152,0
101,1108,152,8,24,0.35009514696795946,1,99,100,94,49,15,100,0
111,102,182,11,23,0.5033021199143575,1,105,111,104,78,16,111,0
115,931,16,0,0,0.0,1,127,131,106,49,48,131,0
139,572,3255,55,73,0.7478727898976665,0,128,135,101,51,64,135,247
143,906,3161,61,68,0.9019958367774696,1,121,124,97,47,55,124,0
144,412,1912,43,55,0.7868893733746181,0,131,137,103,50,63,137,205
145,974,1219,36,42,0.8587576270429141,0,121,124,93,46,63,124,248
146,295,1837,43,52,0.8286410512277449,0,125,132,99,51,63,132,244
146,635,1513,39,46,0.8451347860757202,0,132,138,102,49,66,138,159
148,698,2355,51,56,0.9189746282310959,0,132,138,102,49,66,138,158
149,1029,1467,41,44,0.9525681906573255,0,120,120,94,42,55,120,252
150,355,1562,39,50,0.7946481229221639,0,130,136,102,50,63,136,206
206,692,1367,37,44,0.8511623334922576,0,138,146,109,51,64,146,157
207,414,1496,41,44,0.9156864776027255,0,139,147,108,51,67,147,204
208,293,1336,38,42,0.9087152959487809,0,135,142,109,51,59,142,243
208,350,1137,36,38,0.9487719438367319,0,139,146,112,51,59,146,207
208,632,1221,35,42,0.8383027583004319,0,141,149,112,51,63,149,160
208,970,1427,39,44,0.8841630692526474,0,130,133,103,46,57,133,253
209,519,2849,56,62,0.8997390618399888,0,135,143,106,51,65,143,246
211,1035,1782,44,50,0.8788087527603489,0,123,123,97,42,53,123,251
249,189,2809,55,63,0.8665757331106317,0,128,135,102,51,62,135,245
252,856,1500,37,49,0.7584714823498174,0,133,139,105,49,62,139,236
256,921,1753,43,51,0.834591350895113,1,132,138,104,49,62,138,0
258,634,1471,40,44,0.9147369507030233,0,144,154,117,53,61,154,120
258,746,1208,38,39,0.9670358654350049,0,140,148,111,51,63,148,238
258,804,1140,36,38,0.94571734831856,0,139,145,109,49,63,145,237
260,292,1387,38,44,0.8750440509829409,0,140,146,118,51,48,146,242
261,409,1000,33,36,0.9408962421448486,0,142,149,115,51,58,149,203
261,688,1000,33,35,0.9418295029054229,0,144,154,119,54,57,154,156
263,354,1083,35,37,0.9329793046837034,0,143,153,119,54,56,153,208
315,804,956,33,35,0.9348189714482285,0,145,152,118,51,57,152,234
315,860,1250,37,40,0.9300309802091489,0,141,147,113,49,58,147,235
316,411,1476,39,46,0.8345905726307806,0,141,151,116,54,59,151,202
316,691,1022,34,35,0.9741142227767584,0,147,157,120,53,60,157,155
317,748,1142,36,38,0.9365980812111748,0,148,155,121,51,55,155,233
318,241,1226,37,40,0.9363050299165168,0,145,152,119,51,55,152,199
318,353,1147,36,39,0.9263239622894585,0,145,152,118,51,57,152,241
318,630,1198,37,39,0.9443568450835305,0,142,152,115,53,62,152,119
318,924,1556,38,48,0.7880747649345546,0,136,141,109,49,57,141,239
319,180,1883,45,52,0.8554980245502886,0,135,142,110,51,57,142,198
319,295,1183,37,38,0.9903145354126418,0,144,154,120,54,56,154,128
366,1037,2120,49,53,0.9129743286098781,0,126,131,99,49,62,131,250
370,972,1167,33,42,0.7990456858773547,0,135,139,112,48,49,139,249
371,862,1080,35,36,0.9738436947775605,0,146,153,119,51,56,153,136
373,239,964,32,35,0.9084292427784535,0,146,155,124,54,50,155,200
373,805,954,33,34,0.9791986874594871,0,150,158,121,51,59,158,135
373,919,934,32,35,0.9161674414595914,0,143,148,116,49,55,148,240
374,473,2639,51,63,0.8179421998273882,0,142,153,113,54,66,153,201
374,633,1343,38,43,0.8767436624047495,0,146,157,115,53,68,157,118
374,690,1276,37,41,0.9205821295024723,0,148,159,119,54,64,159,117
374,747,1171,36,38,0.9467302845372337,0,148,158,121,53,59,158,116
375,296,1103,36,37,0.9742320779711793,0,149,159,124,54,56,159,127
375,352,1256,38,39,0.9810976147377763,0,150,160,123,53,58,160,126
376,410,1231,36,40,0.9054380721301147,0,147,157,120,53,60,157,125
378,180,1820,42,52,0.8122351270402378,0,139,146,112,51,59,146,197
428,1109,15,0,0,0.0,1,141,149,133,63,27,149,0
429,975,1129,35,39,0.9170193074805338,0,140,147,114,51,57,147,131
430,744,1042,35,35,0.9819224195144906,0,151,162,122,54,62,162,115
430,804,1249,38,39,0.9866828219975651,0,150,158,121,51,59,158,134
431,409,945,33,34,0.9575106409074683,0,154,164,125,53,60,164,124
431,862,1212,37,38,0.9738699390641565,0,144,151,117,51,57,151,133
431,917,1350,38,42,0.8881084868463118,0,142,148,114,50,58,148,132
431,1037,1343,35,45,0.7837184125703799,0,135,139,112,48,49,139,232
432,239,1197,35,41,0.8458532904947823,0,147,154,120,51,56,154,195
433,182,1508,41,45,0.9208678039270826,0,141,147,112,49,60,147,196
433,352,1451,39,45,0.8695132090077002,0,149,160,120,54,63,160,193
433,630,1695,44,47,0.9563285976441579,0,145,156,114,53,68,156,154
433,689,1036,35,35,0.9783682184194742,0,149,160,118,53,66,160,114
436,294,1768,42,50,0.8391233223202961,0,148,156,119,51,60,156,194
478,526,2160,49,54,0.8990403211470673,0,146,159,115,55,70,159,121
484,404,1340,37,43,0.8720503255891148,0,151,162,120,53,66,162,123
485,463,1102,33,39,0.8607162897898548,0,152,164,119,53,69,164,122
486,688,1161,35,39,0.9056453918795505,0,152,165,122,55,66,165,113
486,860,1018,34,35,0.9678729041150907,0,148,158,121,53,59,158,77
487,745,1063,35,36,0.9894788018828496,0,151,163,123,55,62,163,153
487,1033,1265,35,43,0.8228848872618768,0,137,143,115,51,49,143,231
488,804,972,33,34,0.9760303341401126,0,152,162,125,53,58,162,76
488,973,1084,36,36,0.9839636755622622,0,141,147,119,51,48,147,130
539,236,2303,49,57,0.8635897380511225,0,147,155,118,51,60,155,152
541,861,1005,33,36,0.9284230576210029,0,146,156,119,53,60,156,78
541,916,944,33,34,0.958014864315001,0,145,152,118,51,57,152,79
