x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
19,951,2621,40,189,0.21116710498212857,1,125,128,106,48,43,128,0
22,130,104,5,21,0.26759897500094737,1,51,52,96,169,119,96,0
29,175,164,9,22,0.42363039316259965,1,90,101,83,68,45,101,0
34,1021,44,4,11,0.36091429655969676,1,97,98,96,63,5,98,0
41,191,74,5,17,0.3286167788563426,1,96,111,101,99,34,111,0
46,180,79,8,13,0.6211441867465226,1,120,123,116,60,14,123,0
49,152,9,0,0,0.0,1,131,137,104,50,61,137,0
50,1063,9,0,0,0.0,1,125,124,104,40,42,125,0
68,1086,487,14,45,0.31349458113412376,1,131,133,109,46,46,133,0
70,127,661,17,52,0.332083076085691,1,135,145,121,60,42,145,0
100,1108,163,11,24,0.4555157282087908,1,94,95,100,162,15,100,0
122,906,18,0,0,0.0,1,126,129,102,47,53,129,0
123,1101,9,0,0,0.0,1,114,115,106,47,19,115,0
130,889,9,0,0,0.0,1,129,132,105,47,52,132,0
134,1102,65,3,18,0.21070453788571747,1,103,101,87,37,39,103,0
141,876,15,0,0,0.0,1,131,137,109,51,52,137,0
141,1071,133,13,23,0.5748378699267201,1,121,125,125,127,8,125,0
143,115,9,0,0,0.0,1,132,143,122,64,37,143,0
147,634,2040,47,52,0.9112978873263473,0,130,136,100,49,67,136,109
148,1104,21,3,8,0.37711663623277525,1,113,111,93,38,45,113,0
150,293,1992,47,52,0.9088739373848174,0,129,134,102,49,60,134,71
150,917,2926,58,67,0.8669825355909677,1,122,122,96,42,54,122,0
154,358,1545,42,44,0.9441716092430564,0,129,136,103,51,61,136,70
168,945,23,4,7,0.6219214006630247,1,128,132,105,48,52,132,0
205,696,1706,44,47,0.9326579899153246,0,131,137,103,50,63,137,110
209,633,1537,41,45,0.8956182042472757,0,135,142,108,51,61,142,108
211,296,1216,36,42,0.8564565876470794,0,132,138,108,50,55,138,72
211,356,1356,36,45,0.8133184118655135,0,132,137,105,49,59,137,69
257,113,36,3,11,0.3586898879045913,1,138,148,139,89,17,148,0
259,749,1145,32,43,0.7539607933310957,0,137,144,110,51,60,144,103
260,809,2077,46,55,0.8404952665949273,0,133,139,105,49,62,139,102
262,626,1836,43,51,0.8584886374920577,0,141,149,112,51,63,149,107
264,695,1145,36,37,0.9740169929883183,0,140,147,113,51,58,147,104
265,298,1041,34,36,0.9304443559595311,0,132,139,106,51,60,139,111
268,355,1030,33,37,0.9094011395958426,0,136,143,109,51,60,143,68
320,294,1260,37,41,0.9006792149426182,0,135,142,108,51,61,142,112
321,356,1238,37,40,0.9358034484752159,0,138,145,111,51,59,145,67
321,635,1242,36,41,0.8710643027049273,0,141,149,110,51,66,149,106
322,694,1551,42,44,0.9477959800722877,0,145,153,116,51,61,153,99
326,750,1325,35,45,0.7782602700408837,0,142,148,114,50,58,148,100
326,813,1857,45,52,0.8709707020140138,0,136,142,108,50,61,142,101
370,106,460,7,102,0.07166946204926498,1,129,136,132,103,13,136,0
374,580,1099,34,39,0.8818676849630536,0,144,155,115,54,65,155,52
375,412,1137,35,39,0.9173252848402258,0,141,149,112,51,63,149,55
375,466,1147,36,38,0.94689895911937,0,139,149,112,53,63,149,54
