x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
14,954,40,0,0,0.0,1,129,137,148,152,32,148,0
14,981,134,3,46,0.0716139866779871,1,128,136,147,152,32,147,0
14,1010,27,0,0,0.0,1,128,134,148,157,34,148,0
14,1022,39,5,8,0.6206831129591325,1,105,112,126,155,42,126,0
15,893,15,0,0,0.0,1,133,141,144,139,19,144,0
15,906,22,3,6,0.5633979631466308,1,132,140,143,139,19,143,0
15,914,18,0,0,0.0,1,132,140,143,139,19,143,0
15,927,54,4,16,0.2444343888385917,1,133,139,146,150,22,146,0
16,881,18,0,0,0.0,1,134,141,134,85,12,141,0
22,130,107,6,21,0.28279751390297636,1,52,61,101,162,123,101,0
22,1033,366,15,27,0.5680430593032055,1,93,96,89,60,18,96,0
24,1047,15,0,0,0.0,1,104,109,112,143,18,112,0
29,942,21,0,0,0.0,1,131,138,119,58,35,138,0
29,952,16,0,0,0.0,1,131,139,120,60,34,139,0
29,971,88,3,83,0.03651671355412193,1,132,139,121,59,33,139,0
34,177,250,11,26,0.43531260632832236,1,92,102,93,89,25,102,0
40,191,26,4,6,0.6951502219722884,1,120,132,123,95,23,132,0
63,149,15,0,0,0.0,1,139,150,138,81,20,150,0
65,1069,54,3,16,0.22258094855391167,1,134,139,121,54,33,139,0
74,135,121,14,21,0.6649033911883068,1,141,155,140,82,24,155,0
74,1078,23,3,7,0.44411190392465283,1,132,139,120,58,34,139,0
86,1091,73,4,16,0.2919364332467963,1,132,138,124,60,25,138,0
93,120,19,0,0,0.0,1,141,152,142,88,18,152,0
98,115,12,0,0,0.0,1,141,151,141,85,16,151,0
100,1109,130,7,22,0.34646797261944934,1,99,100,99,85,2,100,0
110,104,196,10,24,0.4352888547363482,1,107,114,104,72,22,114,0
126,108,12,0,0,0.0,1,126,137,130,100,20,137,0
147,919,1693,43,47,0.9246615909297844,0,120,123,96,47,55,123,155
150,857,2047,48,54,0.8911226771017061,0,124,127,100,47,54,127,156
152,581,1846,45,49,0.9164351017247812,0,128,135,102,51,62,135,135
154,411,2676,53,62,0.8499439917593945,0,132,138,110,51,51,138,136
208,926,1954,41,58,0.7047450519558837,0,129,132,103,46,56,132,154
209,467,1305,39,40,0.9765446940819918,0,137,147,113,54,58,147,131
209,861,1233,37,41,0.9071935924092188,0,131,137,103,50,63,137,96
211,522,1309,37,41,0.9040839490325021,0,135,145,111,54,59,145,132
212,408,1370,37,44,0.8320095926708081,0,136,145,118,56,47,145,104
215,589,2154,49,54,0.9160988907041528,0,136,146,111,54,61,146,134
261,803,1961,48,49,0.9737989603643704,0,137,142,110,49,57,142,120
266,407,1421,40,43,0.9286128550309719,0,138,147,118,55,50,147,103
266,466,1152,36,38,0.9578794472091279,0,141,150,121,55,49,150,130
266,863,1115,34,38,0.9085265887624285,0,134,140,112,51,51,140,95
268,526,1237,37,39,0.9491726977311012,0,140,150,115,54,59,150,133
269,922,1524,40,45,0.8962551647626558,0,130,135,103,49,60,135,153
279,310,40,4,10,0.41949315345792654,0,150,164,150,85,21,164,0
320,747,1447,40,43,0.9334504146593865,0,140,148,111,51,63,148,117
321,411,1204,37,40,0.9203469977700288,0,143,154,120,56,56,154,102
321,469,1209,37,40,0.9245375975966781,0,145,157,121,56,58,157,129
321,807,951,33,34,0.9666918659422004,0,140,147,113,51,58,147,118
322,863,1132,36,38,0.9351177658780088,0,139,146,113,51,57,146,94
322,922,1291,37,42,0.8662499088786833,0,132,137,105,49,59,137,152
374,578,1430,41,42,0.9636563096828437,0,147,159,121,55,60,159,114
375,636,1379,39,43,0.917562740536639,0,144,156,116,55,65,156,115
375,752,1195,36,39,0.9279434034153184,0,141,151,115,54,60,151,116
376,808,1209,36,39,0.9324146298684152,0,142,149,115,51,58,149,119
377,691,1280,36,43,0.8437652677527293,0,144,154,117,53,61,154,56
378,356,1364,38,44,0.8693660410689135,0,143,153,119,54,56,153,100
378,926,1493,36,54,0.6677442923121953,0,134,139,107,49,58,139,151
379,412,1075,34,37,0.931755799964774,0,147,159,119,55,64,159,63
379,867,1341,39,41,0.9493441131814336,0,144,151,118,51,55,151,93
