x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,947,587,4,163,0.026022824349518695,1,129,127,148,174,36,148,0
22,130,103,6,20,0.2993566992323504,1,55,63,98,162,111,98,0
22,1034,355,15,29,0.5098786684081879,1,97,100,92,58,20,100,0
28,909,18,0,0,0.0,1,133,140,123,59,30,140,0
28,933,9,0,0,0.0,1,133,138,118,53,36,138,0
28,941,36,0,0,0.0,1,134,139,119,53,36,139,0
28,953,30,3,9,0.41577788988100356,1,132,136,119,52,31,136,0
28,972,86,3,35,0.09062153433343617,1,131,138,120,59,33,138,0
28,988,21,0,0,0.0,1,133,136,119,49,31,136,0
32,1022,23,4,6,0.6457637144967718,1,111,120,101,62,40,120,0
34,175,178,12,24,0.49389722351777143,1,102,104,97,54,17,104,0
35,900,97,5,22,0.2358209175175984,1,130,133,138,154,14,138,0
40,195,70,4,20,0.23596561471054345,1,125,137,141,138,28,141,0
40,230,105,3,37,0.10384896985517619,1,137,146,154,147,28,154,0
40,254,33,0,0,0.0,1,132,142,151,147,32,151,0
64,1070,60,4,15,0.27389949417551973,1,134,139,121,54,33,139,0
65,132,15,0,0,0.0,1,149,160,156,112,17,160,0
70,131,9,0,0,0.0,1,148,160,150,92,19,160,0
78,132,305,8,114,0.07440220636277027,1,142,153,145,96,18,153,0
81,1088,128,5,29,0.16695018680932622,1,131,135,119,53,30,135,0
99,1110,95,6,19,0.31548225889625675,1,100,103,96,60,17,103,0
103,1101,9,0,0,0.0,1,122,125,127,144,10,127,0
107,99,129,7,22,0.3453282137290081,1,105,113,110,111,18,113,0
124,1105,40,0,0,0.0,1,96,95,95,0,2,96,0
150,634,1518,42,43,0.9695151000748797,0,144,154,130,60,39,154,30
151,298,946,32,36,0.9068362030474812,0,145,157,138,69,30,157,60
169,1105,12,0,0,0.0,1,118,120,118,85,4,120,0
209,293,1036,33,38,0.8794265650605835,0,146,155,138,65,27,155,32
211,351,982,31,39,0.7945421288902836,0,147,156,135,60,34,156,31
250,384,16,0,0,0.0,0,152,165,153,88,20,165,0
266,106,994,5,306,0.018678815500381616,1,134,137,130,60,13,137,0
277,311,12,0,0,0.0,0,148,161,154,104,20,161,0
