,transfer_n,plate,antibiotic,exp,strain_x,strain_x_hat,mean,weight,mw
0,0,1,none,20210417,U,U,1.0,56,56.0
1,0,1,none,20210417,U,S,0.0,56,0.0
2,0,1,none,20210417,U,A_r,0.0,56,0.0
3,0,1,none,20210417,U,B_r,0.0,56,0.0
4,0,1,none,20210417,U,A&B,0.0,56,0.0
5,0,1,none,20210417,U,AB_r,0.0,56,0.0
6,0,2,none,20210417,U,U,0.9821428571428571,56,55.0
7,0,2,none,20210417,U,S,0.017857142857142856,56,1.0
8,0,2,none,20210417,U,A_r,0.0,56,0.0
9,0,2,none,20210417,U,B_r,0.0,56,0.0
10,0,2,none,20210417,U,A&B,0.0,56,0.0
11,0,2,none,20210417,U,AB_r,0.0,56,0.0
12,0,3,none,20210417,U,U,0.9285714285714286,56,52.0
13,0,3,none,20210417,U,S,0.07142857142857142,56,4.0
14,0,3,none,20210417,U,A_r,0.0,56,0.0
15,0,3,none,20210417,U,B_r,0.0,56,0.0
16,0,3,none,20210417,U,A&B,0.0,56,0.0
17,0,3,none,20210417,U,AB_r,0.0,56,0.0
18,0,4,none,20210417,U,U,0.9285714285714286,56,52.0
19,0,4,none,20210417,U,S,0.07142857142857142,56,4.0
20,0,4,none,20210417,U,A_r,0.0,56,0.0
21,0,4,none,20210417,U,B_r,0.0,56,0.0
22,0,4,none,20210417,U,A&B,0.0,56,0.0
23,0,4,none,20210417,U,AB_r,0.0,56,0.0
24,0,5,none,20210417,U,U,0.9285714285714286,56,52.0
25,0,5,none,20210417,U,S,0.07142857142857142,56,4.0
26,0,5,none,20210417,U,A_r,0.0,56,0.0
27,0,5,none,20210417,U,B_r,0.0,56,0.0
28,0,5,none,20210417,U,A&B,0.0,56,0.0
29,0,5,none,20210417,U,AB_r,0.0,56,0.0
30,0,6,none,20210417,U,U,0.9642857142857143,56,54.0
31,0,6,none,20210417,U,S,0.03571428571428571,56,2.0
32,0,6,none,20210417,U,A_r,0.0,56,0.0
33,0,6,none,20210417,U,B_r,0.0,56,0.0
34,0,6,none,20210417,U,A&B,0.0,56,0.0
35,0,6,none,20210417,U,AB_r,0.0,56,0.0
36,2,1,none,20210417,U,U,0.9210526315789473,38,35.0
37,2,1,none,20210417,U,S,0.07894736842105263,38,3.0
38,2,1,none,20210417,U,A_r,0.0,38,0.0
39,2,1,none,20210417,U,B_r,0.0,38,0.0
40,2,1,none,20210417,U,A&B,0.0,38,0.0
