,transfer_n,plate,antibiotic,exp,strain_x,strain_x_hat,mean,weight,mw
0,1,1,none,20210417,U,U,0.9444444444444444,36,34.0
1,1,1,none,20210417,U,S,0.05555555555555555,36,2.0
2,1,1,none,20210417,U,A_r,0.0,36,0.0
3,1,1,none,20210417,U,B_r,0.0,36,0.0
4,1,1,none,20210417,U,A&B,0.0,36,0.0
5,1,1,none,20210417,U,AB_r,0.0,36,0.0
6,1,2,A,20210417,U,U,1.0,37,37.0
7,1,2,A,20210417,U,S,0.0,37,0.0
8,1,2,A,20210417,U,A_r,0.0,37,0.0
9,1,2,A,20210417,U,B_r,0.0,37,0.0
10,1,2,A,20210417,U,A&B,0.0,37,0.0
11,1,2,A,20210417,U,AB_r,0.0,37,0.0
12,1,5,A,20210417,U,U,1.0,36,36.0
13,1,5,A,20210417,U,S,0.0,36,0.0
14,1,5,A,20210417,U,A_r,0.0,36,0.0
15,1,5,A,20210417,U,B_r,0.0,36,0.0
16,1,5,A,20210417,U,A&B,0.0,36,0.0
17,1,5,A,20210417,U,AB_r,0.0,36,0.0
18,1,6,A,20210417,U,U,1.0,15,15.0
19,1,6,A,20210417,U,S,0.0,15,0.0
20,1,6,A,20210417,U,A_r,0.0,15,0.0
21,1,6,A,20210417,U,B_r,0.0,15,0.0
22,1,6,A,20210417,U,A&B,0.0,15,0.0
23,1,6,A,20210417,U,AB_r,0.0,15,0.0
24,1,3,B,20210417,U,U,1.0,36,36.0
25,1,3,B,20210417,U,S,0.0,36,0.0
26,1,3,B,20210417,U,A_r,0.0,36,0.0
27,1,3,B,20210417,U,B_r,0.0,36,0.0
28,1,3,B,20210417,U,A&B,0.0,36,0.0
29,1,3,B,20210417,U,AB_r,0.0,36,0.0
30,1,6,B,20210417,U,U,1.0,20,20.0
31,1,6,B,20210417,U,S,0.0,20,0.0
32,1,6,B,20210417,U,A_r,0.0,20,0.0
33,1,6,B,20210417,U,B_r,0.0,20,0.0
34,1,6,B,20210417,U,A&B,0.0,20,0.0
35,1,6,B,20210417,U,AB_r,0.0,20,0.0
36,1,4,AB,20210417,U,U,0.9444444444444444,36,34.0
37,1,4,AB,20210417,U,S,0.05555555555555555,36,2.0
38,1,4,AB,20210417,U,A_r,0.0,36,0.0
39,1,4,AB,20210417,U,B_r,0.0,36,0.0
40,1,4,AB,20210417,U,A&B,0.0,36,0.0
41,1,4,AB,20210417,U,AB_r,0.0,36,0.0
42,1,1,none,20210417,S,U,0.0033333333333333335,300,1.0
43,1,1,none,20210417,S,S,0.99,300,297.0
44,1,1,none,20210417,S,A_r,0.006666666666666667,300,2.0
45,1,1,none,20210417,S,B_r,0.0,300,0.0
46,1,1,none,20210417,S,A&B,0.0,300,0.0
47,1,1,none,20210417,S,AB_r,0.0,300,0.0
48,1,2,A,20210417,S,U,0.9832775919732442,299,294.0
49,1,2,A,20210417,S,S,0.013377926421404682,299,4.0
50,1,2,A,20210417,S,A_r,0.0033444816053511705,299,1.0
51,1,2,A,20210417,S,B_r,0.0,299,0.0
52,1,2,A,20210417,S,A&B,0.0,299,0.0
53,1,2,A,20210417,S,AB_r,0.0,299,0.0
54,1,5,A,20210417,S,U,0.9668874172185431,302,292.0
55,1,5,A,20210417,S,S,0.026490066225165563,302,8.0
56,1,5,A,20210417,S,A_r,0.006622516556291391,302,2.0
57,1,5,A,20210417,S,B_r,0.0,302,0.0
58,1,5,A,20210417,S,A&B,0.0,302,0.0
59,1,5,A,20210417,S,AB_r,0.0,302,0.0
60,1,6,A,20210417,S,U,0.9813664596273292,161,158.0
61,1,6,A,20210417,S,S,0.012422360248447204,161,1.9999999999999998
62,1,6,A,20210417,S,A_r,0.006211180124223602,161,0.9999999999999999
63,1,6,A,20210417,S,B_r,0.0,161,0.0
64,1,6,A,20210417,S,A&B,0.0,161,0.0
65,1,6,A,20210417,S,AB_r,0.0,161,0.0
66,1,3,B,20210417,S,U,0.6166666666666667,300,185.0
67,1,3,B,20210417,S,S,0.38333333333333336,300,115.00000000000001
68,1,3,B,20210417,S,A_r,0.0,300,0.0
69,1,3,B,20210417,S,B_r,0.0,300,0.0
70,1,3,B,20210417,S,A&B,0.0,300,0.0
71,1,3,B,20210417,S,AB_r,0.0,300,0.0
72,1,6,B,20210417,S,U,0.6571428571428571,140,92.0
73,1,6,B,20210417,S,S,0.34285714285714286,140,48.0
74,1,6,B,20210417,S,A_r,0.0,140,0.0
75,1,6,B,20210417,S,B_r,0.0,140,0.0
76,1,6,B,20210417,S,A&B,0.0,140,0.0
77,1,6,B,20210417,S,AB_r,0.0,140,0.0
78,1,4,AB,20210417,S,U,0.8013245033112583,302,242.0
79,1,4,AB,20210417,S,S,0.1986754966887417,302,59.99999999999999
80,1,4,AB,20210417,S,A_r,0.0,302,0.0
81,1,4,AB,20210417,S,B_r,0.0,302,0.0
82,1,4,AB,20210417,S,A&B,0.0,302,0.0
83,1,4,AB,20210417,S,AB_r,0.0,302,0.0
84,1,1,none,20210417,A_r,U,0.0,24,0.0
85,1,1,none,20210417,A_r,S,0.0,24,0.0
86,1,1,none,20210417,A_r,A_r,1.0,24,24.0
87,1,1,none,20210417,A_r,B_r,0.0,24,0.0
88,1,1,none,20210417,A_r,A&B,0.0,24,0.0
89,1,1,none,20210417,A_r,AB_r,0.0,24,0.0
90,1,2,A,20210417,A_r,U,0.0,24,0.0
91,1,2,A,20210417,A_r,S,0.0,24,0.0
92,1,2,A,20210417,A_r,A_r,1.0,24,24.0
93,1,2,A,20210417,A_r,B_r,0.0,24,0.0
94,1,2,A,20210417,A_r,A&B,0.0,24,0.0
95,1,2,A,20210417,A_r,AB_r,0.0,24,0.0
96,1,5,A,20210417,A_r,U,0.0,24,0.0
97,1,5,A,20210417,A_r,S,0.0,24,0.0
98,1,5,A,20210417,A_r,A_r,1.0,24,24.0
99,1,5,A,20210417,A_r,B_r,0.0,24,0.0
100,1,5,A,20210417,A_r,A&B,0.0,24,0.0
101,1,5,A,20210417,A_r,AB_r,0.0,24,0.0
102,1,6,A,20210417,A_r,U,0.0,8,0.0
103,1,6,A,20210417,A_r,S,0.0,8,0.0
104,1,6,A,20210417,A_r,A_r,1.0,8,8.0
105,1,6,A,20210417,A_r,B_r,0.0,8,0.0
106,1,6,A,20210417,A_r,A&B,0.0,8,0.0
