x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,955,79,3,26,0.14074624676389016,0,160,155,159,220,7,160,0
9,979,24,0,0,0.0,1,161,157,158,244,6,161,0
9,992,45,0,0,0.0,1,161,158,153,26,12,161,0
9,1015,21,0,0,0.0,0,157,154,147,29,16,157,0
10,913,15,0,0,0.0,0,162,161,156,35,9,162,0
17,584,15,0,0,0.0,1,131,131,103,42,54,131,0
23,1032,365,16,32,0.5052696176303223,1,115,113,98,37,37,115,0
24,127,12,0,0,0.0,1,107,102,111,193,20,111,0
25,950,712,6,139,0.0462105193279184,1,154,155,124,43,50,155,0
35,175,169,9,26,0.36879864628311015,1,122,121,97,40,52,122,0
40,189,33,4,8,0.4712890904870106,1,135,146,134,81,20,146,0
42,235,24,0,0,0.0,1,162,171,168,113,13,171,0
42,251,15,0,0,0.0,1,162,166,164,106,6,166,0
72,1089,9,0,0,0.0,1,158,157,135,40,37,158,0
73,1081,231,8,55,0.14680426942506006,1,154,154,126,42,46,154,0
74,131,481,8,161,0.049748113951567356,1,169,177,156,58,30,177,0
76,1093,9,0,0,0.0,1,158,158,134,42,38,158,0
79,119,9,0,0,0.0,1,173,181,157,56,33,181,0
100,319,9,0,0,0.0,0,169,177,156,58,30,177,0
100,1106,120,10,19,0.5313907677035397,1,125,124,104,40,42,125,0
107,99,94,6,18,0.34537264503520676,1,129,133,118,53,28,133,0
111,110,19,0,0,0.0,1,144,151,146,97,11,151,0
111,557,14,0,0,0.0,0,169,174,152,52,32,174,0
117,228,9,0,0,0.0,0,183,187,170,52,23,187,0
118,1102,24,3,7,0.4279850598888132,1,134,127,119,22,28,134,0
119,246,12,0,0,0.0,0,176,185,164,60,28,185,0
132,221,12,0,0,0.0,1,186,191,171,53,26,191,0
139,230,12,0,0,0.0,1,185,190,170,53,26,190,0
146,174,36,4,9,0.47170846477614503,1,186,191,171,53,26,191,0
147,181,12,0,0,0.0,1,186,190,173,52,22,190,0
150,221,182,17,22,0.8093648479024944,1,186,191,171,53,26,191,0
