x,y,size,min-diam,max-diam,circularity,min-distance,red,green,blue,hue,saturation,value,selected
9,1014,18,0,0,0.0,0,144,149,147,110,8,149,0
16,923,9,0,0,0.0,1,144,155,139,71,26,155,0
22,1034,316,13,36,0.3654392442915291,1,108,108,103,42,11,108,0
24,892,22,3,6,0.5633979631466308,1,145,149,126,49,39,149,0
24,952,682,7,119,0.06294209947367124,1,143,147,125,50,38,147,0
30,338,18,0,0,0.0,1,124,134,113,62,39,134,0
32,1021,45,5,8,0.6287454934519577,1,117,113,111,14,13,117,0
33,175,189,10,26,0.40292384578654084,1,108,115,107,79,17,115,0
34,920,162,3,48,0.08259618234047252,1,138,147,139,89,15,147,0
34,960,90,0,0,0.0,1,136,146,141,106,17,146,0
34,981,9,0,0,0.0,1,137,145,139,95,14,145,0
39,197,90,5,21,0.26180234450713247,1,138,149,148,123,18,149,0
39,213,15,0,0,0.0,1,142,155,160,139,28,160,0
39,250,253,4,75,0.05318327039824853,1,141,153,156,136,24,156,0
62,1072,69,4,18,0.24501475256493402,1,144,146,133,49,22,146,0
67,126,37,7,10,0.7687549464013924,1,162,173,168,108,16,173,0
76,129,281,8,44,0.18525991216307458,1,156,164,149,65,23,164,0
79,1089,100,5,21,0.26117774700926943,1,141,148,132,61,27,148,0
100,1107,116,10,18,0.5634291730380788,1,114,118,101,52,36,118,0
104,98,116,6,23,0.2622177665801724,1,117,127,121,101,20,127,0
110,110,12,0,0,0.0,1,141,151,155,139,23,155,0
111,556,9,0,0,0.0,0,153,167,150,77,25,167,0
119,246,9,0,0,0.0,0,158,172,159,88,20,172,0
125,350,31,4,9,0.48931948897403915,1,156,165,148,65,26,165,0
144,1103,202,3,67,0.05916551765838717,1,120,121,114,48,14,121,0
158,354,2403,48,65,0.7520713566045327,1,148,156,132,56,39,156,0
189,1104,36,0,0,0.0,1,127,130,123,60,13,130,0
195,293,16,0,0,0.0,1,147,155,131,56,39,155,0
204,1104,30,0,0,0.0,1,128,131,126,68,9,131,0
205,260,15,0,0,0.0,1,147,160,134,63,41,160,0
214,326,9,0,0,0.0,1,149,159,134,59,40,159,0
218,1104,33,0,0,0.0,1,127,130,128,99,5,130,0
233,285,5549,82,108,0.7576734610190485,1,142,151,124,56,45,151,0
241,269,15,0,0,0.0,1,147,155,131,56,39,155,0
241,278,9,0,0,0.0,1,144,153,126,56,44,153,0
280,106,1081,4,328,0.014913766957826783,1,138,148,152,139,23,152,0
283,637,15,0,0,0.0,0,154,169,149,74,30,169,0
320,641,280,20,24,0.828340618422934,1,160,171,137,56,50,171,0
322,1105,763,6,202,0.029633726649316284,1,125,129,128,116,7,129,0
331,633,64,0,0,0.0,1,154,166,128,55,58,166,0
333,596,23,0,0,0.0,1,158,172,136,59,53,172,0
340,595,24,0,0,0.0,1,158,170,134,56,53,170,0
342,676,9,0,0,0.0,1,156,167,133,56,51,167,0
346,604,37,5,11,0.43617577360708465,1,154,166,126,55,61,166,0
349,685,332,15,26,0.5902634889242876,1,158,170,132,55,56,170,0
354,170,37,5,7,0.6982013424734492,0,159,172,162,94,19,172,0
357,582,25,5,6,0.7870314007896299,1,160,172,136,56,53,172,0
360,587,186,20,25,0.7988180072754071,1,158,170,132,55,56,170,0
372,677,16,0,0,0.0,1,153,165,127,55,58,165,0
379,567,27,5,6,0.8697190855579614,1,162,177,139,59,54,177,0
379,579,175,12,17,0.7564537353593545,1,159,171,133,55,56,171,0
380,635,307,19,24,0.7656958918886938,0,147,158,116,53,67,158,0
383,351,12,0,0,0.0,0,168,185,166,80,26,185,0
384,689,263,17,25,0.6820670644526625,1,157,169,130,55,58,169,0
385,587,12,0,0,0.0,1,156,169,127,55,63,169,0
393,694,9,0,0,0.0,1,161,173,135,55,56,173,0
396,582,22,3,6,0.5633979631466308,1,160,172,132,55,59,172,0
402,575,31,6,6,0.9840994896028656,1,158,175,136,61,56,175,0
403,582,15,0,0,0.0,1,158,174,135,59,57,174,0
406,594,12,0,0,0.0,1,157,170,127,55,64,170,0
410,587,31,4,8,0.5286631845560468,1,159,173,135,58,56,173,0
411,666,24,0,0,0.0,1,156,168,128,55,60,168,0
411,672,75,7,13,0.5935055376860846,1,157,169,129,55,60,169,0
417,601,15,0,0,0.0,1,158,170,130,55,60,170,0
424,681,92,7,18,0.4042716222224481,1,163,178,141,59,53,178,0
425,590,12,0,0,0.0,1,163,178,137,58,58,178,0
426,640,63,6,13,0.471722044353248,1,158,171,128,55,64,171,0
431,677,39,4,11,0.3885631554005107,1,163,180,143,62,52,180,0
434,641,40,4,12,0.33487149109113296,1,160,175,131,56,64,175,0
435,611,614,24,36,0.6903050789472515,1,161,176,135,58,59,176,0
452,850,15,0,0,0.0,0,159,174,153,72,30,174,0
460,1133,18,0,0,0.0,1,141,155,182,155,57,182,0
489,1133,9,0,0,0.0,1,147,159,184,156,51,184,0
500,288,4189,68,77,0.8924413182881524,0,144,155,116,54,64,155,1
529,1112,2112,26,200,0.13413215879912613,1,157,167,158,89,15,167,0
556,163,9,0,0,0.0,0,177,194,176,82,23,194,0
627,288,24,3,7,0.47904328912965244,0,177,195,171,74,31,195,0
637,571,14,0,0,0.0,0,171,194,166,77,36,194,0
651,1110,29,5,8,0.6071906697739085,1,154,165,162,115,17,165,0
658,1109,12,0,0,0.0,1,152,167,160,107,22,167,0
678,770,9,0,0,0.0,0,171,191,166,76,33,191,0
726,800,2707,57,58,0.9795231272409471,1,158,173,137,60,53,173,0
758,843,50,4,13,0.35443227526562576,1,168,187,167,82,27,187,0
